FIPS,Area Name,FY 1976,FY 1977,FY 1978,FY 1979,FY 1980,FY 1981,FY 1982,FY 1983,FY 1984,FY 1985,FY 1986,FY 1987,FY 1988,FY 1989,FY 1990,FY 1991,FY 1992,FY 1993,FY 1994,FY 1995,FY 1996,FY 1997,FY 1998,FY 1999,FY 2000,FY 2001,FY 2002,FY 2003,FY 2004,FY 2005,FY 2006,FY 2007,FY 2008,FY 2009,FY 2010,FY 2011,FY 2012,FY 2013,FY 2014
1904960,Bayard,"1,818,738","1,733,868","1,561,848","1,870,082","2,242,004","1,786,142","2,087,464","2,304,316","2,145,004","2,161,943","1,461,251","1,527,013","1,684,534","2,109,368","1,726,089","1,563,374","1,535,235","1,935,439","1,802,365","2,010,927","2,245,821","2,273,705","2,222,738","1,906,266","2,456,643","1,936,916","2,433,743","2,201,309","1,976,053","2,356,791","2,580,639","2,757,982","2,792,874","2,669,422","2,662,246","2,732,001","2,811,914","2,991,154","2,865,391"
1905050,Beacon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"521,540","531,585",NA,NA,NA,"955,620","987,495","920,938","907,628","842,133","405,091","387,218","427,637","495,779",NA,NA,NA,NA,NA
1905095,Beaconsfield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1905140,Beaman,"2,285,882",NA,"1,164,405","999,961","1,593,084","1,304,220","1,140,750","1,319,240","1,072,205","1,002,722","1,122,704","941,351","856,526","781,534","749,811","850,595","940,460","995,740","1,048,596","1,128,133","1,064,000","1,288,231","728,719","639,240","520,093","909,533","851,452","495,507","784,621","849,803","1,272,502","1,084,075","999,797","810,551","772,307","930,425","752,436","898,459","861,998"
1905185,Beaver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1905365,Bedford,"4,435,492","5,282,274","5,910,023","6,924,375","8,089,771","7,878,159","7,938,006","8,392,190","8,312,971","7,671,919","6,710,675","6,509,447","6,335,587","6,489,631","6,823,364","7,207,721","7,583,589","8,227,223","8,608,759","8,733,646","8,652,856","9,213,251","9,662,752","10,996,447","12,138,390","12,605,400","12,336,809","12,804,841","12,051,100","11,105,431","10,638,956","10,739,699","10,649,186","10,880,257","11,020,547","12,187,405","12,501,445","12,543,595","13,131,668"
1905590,Belle Plaine,"9,346,700","11,120,488","11,846,425","12,719,158","14,275,237","14,186,395","14,193,554","14,334,116","14,780,124","15,045,425","13,883,964","13,921,949","14,291,512","14,226,497","14,487,490","15,219,778","15,890,602","16,443,540","17,061,057","17,601,604","18,948,505","18,792,967","18,297,970","18,387,763","18,835,086","16,802,540","18,159,367","18,412,231","17,554,906","15,864,153","16,401,133","16,407,041","17,707,325","18,932,858","19,564,987","18,002,222","18,970,587","18,677,097","19,401,425"
1905635,Bellevue,"6,008,588","6,524,776","7,340,907","8,654,168","9,866,966","9,802,955","9,068,423","9,582,963","9,262,931","9,235,477","8,859,240","9,216,709","8,932,908","9,102,379","8,792,120","9,352,868","9,999,178","11,749,613","12,226,303","12,446,692","12,437,251","12,843,999","13,379,321","14,485,639","15,077,051","17,138,382","15,873,162","15,676,387","15,525,041","15,590,049","17,171,031","17,518,685","16,595,111","16,609,720","15,688,683","16,279,650","17,058,815","16,559,652","17,448,978"
1905680,Belmond,"13,279,096","13,925,220","14,517,658","16,654,736","17,995,792","17,297,061","19,785,434","21,291,352","21,180,065","19,603,448","16,319,562","15,923,291","17,134,954","18,594,067","19,313,330","19,403,110","19,832,234","20,687,305","22,488,105","24,370,662","24,880,394","23,980,539","23,742,626","23,334,888","22,735,772","22,674,871","24,654,569","24,145,338","23,291,336","22,834,736","23,264,856","24,859,898","23,857,666","22,915,936","21,437,471","27,745,630","21,389,533","21,526,360","23,900,422"
1905770,Bennett,"2,092,616","2,202,836","2,622,804","3,887,227","2,837,281","2,528,733","2,240,453","2,554,953","2,023,156","1,806,300","1,688,773","1,899,568","1,415,456","1,149,228","844,376","857,486","943,161","1,313,398","1,361,375","1,234,799","1,198,255","1,495,512","1,361,228","1,201,335","1,013,807","900,655","726,749","722,547","730,706","857,269","816,027","649,310","634,867","772,730","875,699","751,448","530,342","765,926","952,732"
1905905,Benton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1906040,Berkley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1906085,Bernard,"472,580","557,760","557,623","583,389","586,114","758,684","693,787","799,491","867,412","910,548","1,057,197","987,313","804,532","810,296","781,817","791,458","736,793","753,711","662,685","614,935","569,004","648,543","642,792","727,971","740,046","639,364","731,186","666,459","718,466","525,720","587,921","582,036","622,092","840,719","1,010,368","1,074,540","1,060,569","1,138,381","1,190,242"
1906175,Bertram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1906355,Bettendorf,"81,747,310","101,843,815","119,337,751","129,613,302","139,669,022","146,415,728","152,036,606","152,527,228","168,064,841","186,171,545","191,210,046","205,730,677","209,939,746","209,167,169","203,938,427","212,557,740","239,726,778","249,306,249","248,768,670","255,510,293","265,481,859","244,166,921","253,789,572","277,092,031","265,749,843","249,550,035","246,520,147","259,609,311","293,892,085","286,514,112","314,900,079","320,652,674","317,732,536","302,464,954","281,200,812","296,041,275","315,660,424","339,919,729","336,697,136"
1906490,Bevington,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1906625,Birmingham,"289,221","397,018","580,992","742,795","729,895","620,306","659,170","509,558","580,843","641,481","647,198","645,251","653,233","646,629","670,293","789,561","742,769","568,003","647,499","701,605","787,843","721,058","833,383","830,883","975,988","1,029,412","1,159,218","1,178,326","1,232,338","1,258,545","1,274,037","1,412,420","1,518,119","1,614,788","1,645,022","1,837,446","1,930,959","1,937,887","1,913,245"
1906760,Blairsburg,"923,272","1,134,574","1,120,571","1,115,597","1,245,507","1,148,715","1,010,211","1,163,954","1,039,771","794,025","916,873","1,028,467","1,033,513","1,080,228","957,456","1,056,982","1,068,410","1,092,662","1,286,806","1,457,789","1,261,546","1,426,986","1,736,739","1,393,037","1,320,309","1,392,035","1,559,626","1,488,557","1,532,310","1,250,297","1,124,053","1,153,643","972,188","837,343","760,389","714,927","822,088","919,601","1,083,784"
1906805,Blairstown,"3,041,572","3,320,424","3,146,064","4,751,814","6,278,359","4,882,293","5,151,017","4,882,527","4,049,754","4,241,625","3,319,445","3,407,618","2,850,885","2,433,701","2,805,618","3,027,898","2,961,251","3,239,132","3,551,923","4,029,798","4,451,898","5,903,058","6,221,002","6,474,908","6,654,312","6,933,741","6,954,904","6,079,644","6,484,187","8,911,113","8,205,740","7,866,853","7,922,447","8,776,247","8,406,990","8,857,734","9,692,242","9,367,914","10,250,658"
1906850,Blakesburg,"382,998","369,014","408,355","464,446","561,634","550,601","635,124","666,236","527,660","526,969","584,894","455,775","518,661","511,524","480,023","495,243","574,791","808,324","727,543","871,660","827,032","985,667","970,934","899,707","921,055","947,850","850,673","835,840","577,026","562,573","793,229","617,436","520,314","548,678","580,031","647,574","601,915","537,249","673,536"
1906895,Blanchard,NA,NA,NA,NA,NA,NA,"210,054","197,169",NA,"168,442",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1906940,Blencoe,"261,710","385,883","357,568","438,237","544,347","574,752","321,749","228,990","311,232","410,668","505,018","572,264","656,138","705,878","889,007","951,496","979,881","682,217","778,491","735,729","642,669","716,542","505,769","438,227","530,565","811,179","809,918","761,608","668,745","706,395","735,974","639,822","618,876","669,115","742,867","787,227","750,448","622,532","451,702"
1906985,Blockton,"444,824","497,816","475,615","523,497","550,500","523,008","504,928","474,319","363,249","472,275","647,478","612,024","584,941","606,775","448,088","429,968","366,045","472,819","375,806","415,167","376,204","409,085","490,221","388,857","313,864","324,499","267,767",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1907030,Bloomfield,"11,672,846","14,347,384","14,964,826","17,102,973","19,444,920","19,102,295","19,353,229","19,486,960","19,727,210","19,720,197","20,953,758","21,157,507","21,661,210","22,572,154","21,637,334","23,446,696","23,536,455","24,286,167","24,479,245","25,258,568","25,795,838","29,267,690","29,385,741","29,436,700","31,629,871","33,272,150","36,756,165","36,183,154","35,713,306","36,216,423","36,943,126","37,613,371","41,185,346","41,123,970","39,903,155","39,937,405","46,072,221","48,742,235","53,987,564"
1907075,Blue Grass,"1,559,993","2,539,836","3,094,395","3,887,677","4,969,555","3,200,165","3,295,200","3,337,701","3,571,864","4,271,555","3,874,454","3,711,989","3,221,222","3,255,512","3,775,643","4,048,951","4,181,786","5,200,278","5,055,553","7,081,432","7,956,224","9,046,685","8,176,066","8,387,565","9,183,884","7,837,682","9,426,564","8,107,003","5,715,805","6,892,097","8,032,404","9,365,029","8,297,369","9,803,591","9,122,737","9,939,046","10,302,118","10,470,622","10,970,639"
1907210,Bode,"821,561","1,039,933","935,593","1,017,234","1,215,810","1,183,580","1,089,411","1,336,193","1,098,809","925,228","871,545","737,146","1,001,272","987,588","1,019,033","1,074,164","849,433","1,136,882","912,860","910,691","747,246","790,194","852,347","732,980","763,729","416,654","1,357,479","1,491,298","1,322,709","1,569,014",NA,"1,582,841",NA,NA,NA,"1,801,749",NA,NA,NA
1907345,Bonaparte,"1,443,197","1,170,919","1,284,373","1,220,003","1,666,846","1,751,330","1,402,663","1,414,224","1,688,132","1,758,462","1,579,434","1,344,506","1,281,955","1,246,470","1,176,901","1,328,803","1,331,667","1,537,120","1,640,547","1,326,652","1,200,345","1,315,354","1,390,175","1,308,437","1,379,667","1,489,666","1,748,580","1,791,759","1,808,872","1,773,262","1,665,494","1,920,681","2,033,218","2,158,527","2,179,459","2,189,077","2,461,717","2,239,967","2,234,625"
1907390,Bondurant,"656,745","882,381","1,109,771","1,234,227","1,674,026","2,103,723","1,858,172","2,457,116","1,873,854","1,915,220","2,681,563","3,120,549","2,672,561","2,913,657","2,848,318","2,731,944","3,067,350","3,621,047","3,241,765","3,816,792","3,858,967","4,209,907","4,080,918","5,558,124","7,429,612","9,403,140","9,619,028","8,904,559","8,927,011","9,629,568","11,492,634","12,750,379","13,569,809","13,549,253","11,684,520","12,995,046","14,479,853","13,909,237","14,581,326"
1907480,Boone,"44,951,267","51,982,941","52,637,825","57,978,554","62,161,702","60,034,150","60,691,134","66,853,220","70,475,073","68,348,658","67,804,870","69,623,942","71,713,925","75,315,813","82,066,574","88,629,028","91,720,781","96,984,862","102,842,318","105,725,629","108,971,710","113,252,793","119,048,795","124,632,257","129,309,576","129,910,464","130,697,849","136,657,408","149,829,039","154,134,353","154,680,440","151,630,447","144,426,063","139,482,276","135,642,695","136,619,539","144,947,328","148,555,032","151,206,155"
1907660,Bouton,NA,NA,NA,NA,NA,NA,NA,"150,990",NA,NA,NA,"890,691","690,707",NA,"1,288,414","1,803,486","2,014,309","1,860,362","1,804,528","2,250,836","2,360,101","2,368,031","2,694,590","2,941,662","5,757,335","6,165,235","5,922,735","6,608,899","7,951,513","7,688,038","8,122,154","9,896,166","10,029,737","10,752,742","8,939,499","7,561,393","8,205,497","8,707,980","9,380,736"
1907750,Boxholm,"503,782","565,425","653,776","666,102","795,475","687,945","774,884","916,623","726,125","756,211","648,672","745,633","623,429","658,356","734,264","765,919","773,508","711,651","751,636","641,373","647,771","728,423","707,052",NA,NA,"815,062","637,296","535,492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1907840,Boyden,"2,970,185","3,182,717","3,434,956","3,880,045","4,056,915","3,905,571","3,509,056","3,651,115","3,295,267","2,743,312","2,328,656","1,875,067","1,905,645","2,338,829","1,902,183","2,272,414","2,233,524","2,337,343","2,652,064","2,556,388","2,705,478","2,820,128","2,026,719","2,281,354","2,324,837","2,308,523","2,375,551","2,172,660","2,506,745","2,845,292","3,276,477","3,182,805","3,592,121","3,494,986","3,153,812","3,395,406","3,547,078","3,000,046","3,332,808"
1907930,Braddyville,"630,342","738,198","938,877",NA,NA,NA,NA,NA,"698,799","705,805","502,087","374,617","394,457","433,872","400,338","470,995","418,038","391,407","371,697","414,994","437,696",NA,NA,NA,NA,"631,161",NA,NA,"684,495","811,563","899,089","827,267","921,352","882,665","986,444","814,532","1,142,942","966,984","878,880"
1908065,Bradgate,"281,854",NA,"379,465","426,040","462,783","466,690","577,626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908155,Brandon,"374,120","472,848","486,072","592,756","688,601","955,482","860,025","699,273","626,387","614,577","766,086","689,458","632,603","640,081","725,868","612,503","705,850","550,804","602,467","614,090","685,378","693,359","780,243","638,608","663,557","622,522","674,644","567,303","654,796","662,937","659,555","658,191","889,164","866,852","719,856","636,375","754,304","742,866","555,238"
1908200,Brayton,"159,977","200,621","210,423","209,722","188,337",NA,NA,NA,NA,NA,NA,NA,"156,838","161,313","255,936","245,606","268,598","304,697","342,562","368,652","318,530","378,864","465,504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908290,Breda,"1,073,194","1,231,824","1,805,820","2,200,990","2,442,227","2,294,868","2,099,226","2,776,605","2,753,370","2,786,578","2,905,479","3,558,330","3,945,774","3,929,648","3,924,699","4,222,268","4,232,197","3,888,686","4,749,195","4,704,469","5,224,287","5,775,466","6,601,501","7,100,980","6,108,616","5,469,781","7,025,797","5,893,750","7,092,467","7,804,733","7,733,136","8,541,261","8,424,124","8,341,413","8,290,776","8,488,859","9,631,992","8,419,371","8,784,310"
1908425,Bridgewater,"842,473","916,981","923,098","1,012,260","1,123,874","1,116,518","1,060,908","1,097,772","1,189,069","1,070,908","1,073,465","1,156,976","1,144,338","959,742","940,172","947,227","793,232","781,448","811,047","836,203","942,930","926,450","960,639","734,652","862,999","897,050","1,078,746","1,185,874","1,090,498","1,186,453","1,203,856","1,190,352","1,295,828","1,303,444","1,227,235","1,427,379","1,526,116","1,467,062","1,452,588"
1908470,Brighton,"918,355","1,159,912","1,225,760","1,301,706","1,365,847","1,569,290","1,622,516","1,674,625","1,759,970","1,655,405","1,689,685","1,548,001","1,661,451","1,621,772","1,679,659","1,698,800","1,737,231","1,761,567","1,788,200","1,873,631","1,849,215","1,941,521","1,820,012","1,660,563","1,497,410","1,519,765","1,563,289","1,927,154","2,389,940","2,358,615","2,176,845","2,326,486","2,091,377","2,424,449","2,237,920","2,670,616","3,087,342","2,404,209","2,246,801"
1908560,Bristow,"141,836","213,108","278,101","309,734","278,058","275,711","296,184","377,198","330,091","270,824","318,819","287,390","291,795","289,793","205,769","239,203",NA,"307,502","281,498","362,205","269,555","305,972","406,104","380,063","408,283","398,259","384,633","344,527","316,331","378,084","566,620","478,953","619,848","523,674","428,978","382,489","305,578","276,721",NA
1908605,Britt,"9,753,067","10,635,486","11,375,017","13,511,895","15,759,692","14,772,867","14,581,433","14,955,223","14,970,949","13,413,534","13,077,670","12,147,306","12,597,019","12,466,032","12,012,401","12,370,262","11,952,689","11,310,067","11,420,183","11,730,056","12,440,242","13,447,036","13,252,697","13,786,110","14,079,610","13,022,210","15,124,477","15,127,450","14,585,244","13,511,078","13,373,154","14,235,217","13,921,483","14,442,123","13,983,107","12,667,679","13,307,775","12,749,534","13,387,601"
1908650,Bronson,NA,NA,NA,NA,NA,NA,"206,988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"414,096","385,597","376,682","381,196","408,781","255,248","249,003","250,716","401,724","531,823","804,978","634,207","489,012","538,425","649,390","266,651"
1908695,Brooklyn,"6,608,452","7,890,760","8,750,046","10,147,728","10,726,372","10,827,397","10,660,731","12,308,199","14,274,658","16,647,694","17,055,602","17,212,430","16,284,218","20,385,348","20,140,248","22,352,458","22,159,641","19,427,811","22,740,109","20,111,122","28,975,937","26,280,896","25,855,994","23,684,469","26,132,825","25,965,103","26,514,982","25,622,366","24,246,998","23,669,752","23,870,048","24,992,245","25,091,773","25,740,967","26,465,263","27,280,739","26,693,003","27,614,693","27,915,533"
1908875,Brunsville,NA,NA,NA,"211,007","347,264","293,941","259,291","291,236","326,595","350,973","337,661","275,915",NA,"299,771","347,738","337,563","326,911",NA,NA,NA,NA,NA,"448,075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"595,027","640,300",NA,NA,NA,NA
1909100,Buckeye,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1909145,Buck Grove,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1909235,Buffalo,"1,663,251","1,437,442","2,092,520","1,457,064","1,880,072","1,982,541","1,728,416","1,860,376","1,790,335","1,888,945","2,276,886","2,086,905","2,430,019","2,767,275","5,255,872","2,468,772","6,890,679","7,348,150","8,182,588","10,013,089","9,064,976","18,212,134","12,850,294","12,342,522","10,784,985","6,893,835","13,217,727","8,657,610","8,284,964","9,103,958","5,355,077","5,329,078","5,355,582","4,457,889","3,979,845","4,775,951","4,871,679","3,677,806","3,892,649"
1909280,Buffalo Center,"6,000,043","6,471,170","5,794,138","6,529,468","7,353,874","7,269,741","6,553,545","7,891,993","9,411,006","7,750,088","6,776,833","8,395,177","7,333,215","7,119,058","6,737,260","7,211,862","7,311,375","7,609,330","8,669,711","8,902,963","10,041,973","10,209,707","8,976,945","8,744,586","8,372,525","8,913,004","8,165,534","5,837,109","5,652,927","5,845,095","6,097,726","6,315,144","6,192,178","7,097,612","6,591,592","7,158,961","7,766,350","7,600,184","8,899,432"
