FIPS,Area Name,FY 1976,FY 1977,FY 1978,FY 1979,FY 1980,FY 1981,FY 1982,FY 1983,FY 1984,FY 1985,FY 1986,FY 1987,FY 1988,FY 1989,FY 1990,FY 1991,FY 1992,FY 1993,FY 1994,FY 1995,FY 1996,FY 1997,FY 1998,FY 1999,FY 2000,FY 2001,FY 2002,FY 2003,FY 2004,FY 2005,FY 2006,FY 2007,FY 2008,FY 2009,FY 2010,FY 2011,FY 2012,FY 2013,FY 2014
1962850,Pilot Mound,"161,629","203,559","187,562","233,161","225,189","229,561","247,841","259,450","219,721",NA,NA,NA,"240,991","316,787","307,019","261,739","250,695","237,240","216,250","217,453","246,704","218,229","234,230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"266,701","239,291"
1962985,Pioneer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963075,Pisgah,"871,951","987,940","936,097","1,070,721","1,120,988","961,231","709,560","613,190","690,081","588,330","563,984","618,204","640,423","611,164","571,983","596,612","729,471","709,985","611,170","656,183","533,635","500,677","384,294","338,160","419,377","312,308","304,034","397,267","426,172","580,578","598,925","487,348","695,525","751,069","712,740","662,728","754,561","705,276","927,931"
1963210,Plainfield,"1,277,169","1,385,780","1,426,165","1,397,485","1,567,701","1,423,814","1,463,358","1,585,655","1,463,699","1,310,811","1,475,311","1,599,955","1,802,463","1,848,531","1,844,580","1,909,961","1,894,757","2,075,835","1,999,782","2,277,909","2,273,893","2,308,166","2,726,737","3,074,775","3,283,993","3,544,394","3,612,301","3,361,450","3,659,861","3,131,768","3,097,904","3,954,570","4,409,226","3,967,956","3,361,260","3,529,512","3,727,044","3,893,446","3,899,004"
1963345,Plano,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963525,Pleasant Hill,NA,NA,NA,NA,NA,NA,"1,700,596",NA,NA,"2,488,885","3,157,366",NA,NA,"4,030,926","5,096,489","5,616,862","5,897,104","6,316,942","6,383,885","7,268,099","7,416,085","8,633,671","10,787,355","12,289,382","14,441,056","18,211,651","21,577,834","23,752,052","24,815,509","24,892,665","28,114,684","32,420,558","36,970,948","38,055,845","41,151,462","42,965,366","45,161,255","47,780,792","58,547,680"
1963570,Pleasanton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963615,Pleasant Plain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963750,Pleasantville,"2,237,463","2,555,850","2,540,573","2,945,372","3,214,819","3,187,690","3,169,676","3,291,957","3,389,714","3,589,220","3,999,364","3,814,481","3,744,339","3,785,049","3,895,152","4,498,248","4,387,602","4,136,084","4,440,963","4,647,620","4,783,418","5,107,883","6,189,683","6,539,693","5,685,930","5,520,180","5,582,704","5,270,090","5,251,764","4,584,156","4,472,178","4,809,579","5,666,445","5,207,979","5,019,533","4,999,180","5,047,372","5,129,462","5,568,959"
1963840,Plover,NA,"167,248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963885,Plymouth,NA,NA,NA,NA,"773,011","815,213",NA,"734,404","790,883","640,142","625,671","563,725","538,315","613,805","695,845","663,111","581,809","559,991","562,100","493,514","577,538","614,383","500,381","411,407","415,793","506,313","483,037",NA,"230,320","125,166","355,545","575,218","661,607","756,712","714,883","655,417","511,327","470,758","425,419"
1963975,Pocahontas,"12,637,246","13,417,545","13,650,162","15,438,959","17,864,310","18,556,331","18,106,820","19,122,756","19,708,237","18,699,162","15,854,788","12,651,851","13,256,836","12,804,759","12,664,435","12,996,954","13,412,460","13,832,242","13,341,372","13,702,256","14,627,639","15,390,317","14,545,670","14,791,006","14,604,020","14,491,230","14,330,752","14,082,616","13,983,392","14,201,392","15,232,567","16,353,207","17,054,499","17,245,764","17,320,903","18,524,763","18,976,169","18,496,609","18,685,960"
1964020,Polk City,"547,449","775,900","1,258,511","1,318,537","1,632,303","1,664,887","1,983,206","2,055,606","2,075,472","1,869,981","2,064,828","2,141,351","2,791,055","3,106,458","3,153,099","4,023,373","3,861,551","4,005,575","4,535,052","4,941,182","5,107,421","4,787,737","4,733,059","6,120,240","7,096,525","7,161,323","7,372,119","8,760,171","9,122,088","8,236,129","9,606,033","10,230,498","9,951,060","10,359,419","10,057,587","10,712,725","13,162,252","12,516,640","15,389,429"
1964065,Pomeroy,"2,502,156","2,280,231","2,318,190","3,125,239","3,769,910","3,566,998","2,905,339","3,514,676","3,845,233","3,191,242","3,334,305","4,752,386","3,523,911","2,218,981","1,688,561","1,716,146","1,720,159","1,835,204","1,950,381","1,424,666","1,636,349","2,795,423","1,742,427","1,772,330","1,685,758","1,348,519","1,615,503","1,355,367","1,285,728","1,778,370","1,451,139","1,572,689","1,625,474","1,707,438","1,676,608","1,858,461","2,038,384","2,114,379","2,013,916"
1964110,Popejoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964200,Portsmouth,"396,686","447,778","460,636","563,212","687,224","653,116","651,860","756,615","642,626","694,906","924,781","1,214,452","1,024,547","861,257","864,492","931,922","920,889","974,393","1,071,000","986,565","1,065,985","1,070,446","1,083,047","1,160,993","1,195,011","1,100,139","1,066,666","969,217","876,897","937,450","1,091,156","1,046,916","1,119,782","1,025,321","1,042,880","1,236,943","1,683,071","1,268,259","1,359,602"
1964290,Postville,"9,250,358","10,678,737","11,005,625","11,839,826","13,192,422","14,035,155","15,105,821","15,338,814","16,443,786","16,447,981","16,733,314","16,801,247","17,128,218","17,359,847","17,162,220","21,728,829","20,107,940","20,160,624","21,264,983","23,356,870","23,761,003","23,409,491","24,692,024","24,864,097","27,618,307","26,075,433","32,755,594","29,066,006","30,206,835","21,091,070","18,411,542","19,438,553","21,773,810","16,283,142","13,722,450","14,028,291","17,217,893","17,288,452","17,782,690"
1964425,Prairieburg,"238,850",NA,"248,877","257,720","317,671",NA,"257,039","256,898","255,492",NA,NA,NA,"338,024",NA,NA,NA,NA,NA,"345,781","324,782",NA,NA,"329,455","426,365",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964470,Prairie City,"4,853,634","5,848,955","5,860,477","6,791,179","7,689,338","6,801,066","6,290,168","6,408,787","7,617,909","7,135,462","7,537,129","8,167,609","8,089,980","8,532,989","9,251,933","9,281,606","10,287,374","9,951,204","10,105,356","13,367,932","12,045,780","13,081,761","11,349,713","11,467,941","12,658,616","13,396,305","14,025,853","13,136,375","13,502,368","12,749,288","11,586,008","9,834,809","10,019,362","8,240,811","7,761,303","7,606,988","6,510,216","6,353,283","7,197,012"
1964560,Prescott,"257,046","321,833","275,841","431,338","476,992","526,073","522,475","435,860","367,675","357,140","323,557","437,937","458,625","434,001","356,926",NA,"347,393","399,502","363,478","311,073","346,344","332,581","364,873","386,810","343,086","336,156","399,819","318,129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964605,Preston,"3,529,207","4,528,255","4,545,678","5,865,849","6,744,437","6,865,514","6,937,243","8,085,196","7,584,711","7,600,047","8,420,631","7,818,411","5,726,328","5,282,056","5,953,348","6,001,260","5,974,676","6,362,590","6,998,547","6,755,411","6,907,224","6,967,618","7,097,177","7,651,786","8,473,958","9,545,500","9,302,775","8,482,394","8,143,155","8,180,505","7,763,272","8,794,907","9,212,967","9,782,167","10,006,117","10,381,151","11,386,264","11,085,125","11,233,805"
1964650,Primghar,"2,768,367","2,995,656","3,599,523","4,095,012","4,620,244","4,459,949","4,822,967","5,546,128","5,374,922","5,085,060","5,122,323","5,516,247","5,858,731","6,145,251","6,032,383","6,107,075","6,175,479","6,427,115","4,620,203","3,593,378","3,959,395","4,035,949","4,348,181","4,564,904","4,390,369","4,560,626","4,146,243","4,116,630","3,694,373","4,097,098","3,907,067","3,926,021","4,445,568","4,489,114","4,536,548","4,557,869","4,582,455","4,628,019","4,790,764"
1964740,Princeton,"1,669,293","1,630,219","1,971,462","2,262,755","2,253,947","3,654,519","3,189,537","2,258,746","2,138,789","2,353,541","2,276,301","2,242,830","2,106,791","2,783,374","2,753,896","2,539,574","2,753,753","2,883,398","2,459,394","2,480,129","2,334,776","2,493,433","2,132,240","2,180,446","2,081,191","2,004,697","2,224,791","1,848,600","1,867,729","2,104,563","2,279,150","2,228,188","2,701,726","2,659,679","2,435,542","2,488,257","2,300,231","2,167,719","2,610,524"
1964875,Promise City,NA,NA,"370,595","562,976","471,251","390,362","365,154","466,395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965010,Protivin,"1,514,509","1,871,637","1,891,055","2,288,190","2,717,379","2,591,070","2,788,203","2,595,839","1,963,209","2,021,846","1,956,619","2,061,752","1,689,383","1,328,288","1,383,590","1,581,619","1,685,561","1,876,973","1,974,180","2,096,410","2,108,287","2,578,134","2,573,525","2,392,452","2,272,474","2,397,287","2,586,202","2,583,759","2,378,499","2,236,205","2,111,002","2,983,083","2,358,218","2,552,454","2,286,275","2,319,626","3,357,565","2,656,265","3,285,066"
1965055,Pulaski,NA,"563,419","743,759","613,183","640,623","734,593","1,006,009","891,798","775,993","586,789","688,421","613,506","772,296","651,072","809,627","802,634","884,884","1,021,461","1,128,985","1,228,851","1,129,001","1,426,949",NA,"1,358,542","819,886","1,120,961","1,369,202","1,272,439","1,151,120","1,289,451","1,220,354","923,372","1,044,122","1,161,437","1,201,661","1,105,505","1,519,638","1,740,742","2,104,760"
1965235,Quasqueton,"508,576","624,080","456,193","485,647","468,358","447,147","529,604","464,725","448,180","505,235","480,277","705,927","763,142","856,657","906,292","901,333","941,608","918,760","859,033","979,461","1,220,189","1,273,789","1,345,439","1,370,616","1,398,402","1,375,330","1,460,227","1,444,174","654,945","695,387","613,088","738,904","738,888","689,478","925,422","1,218,038","1,829,652","1,761,244","1,685,513"
1965280,Quimby,"2,073,733","2,289,574","2,062,132","2,014,461","2,792,916","2,748,470","2,427,081","2,548,114","2,983,132","3,057,345","2,298,084","1,916,650","2,271,214","2,295,763","2,350,972","2,370,810","2,048,562","2,190,818","2,300,924","1,919,648","2,022,048","2,600,189","2,439,212","2,438,579","1,952,019","1,455,342","2,263,429","2,005,510","1,458,755","1,625,447","1,640,692","1,255,899","1,470,369","1,790,972","1,664,233","1,770,464","1,275,868","1,601,368","1,767,590"
1965370,Radcliffe,"1,879,347","2,155,470","2,106,603","2,416,602","2,558,789","2,661,215","2,709,076","2,229,600","2,060,605","1,983,874","1,854,450","2,084,387","2,185,794","1,749,064","1,547,410","1,576,968","1,319,523","1,117,541","1,160,763","1,553,319","1,660,610","1,929,586","2,091,128","1,731,480","1,554,479","1,735,515","1,799,305","1,919,362","1,942,626","2,283,307","2,177,365","2,136,010","2,255,784","2,171,808","3,301,779","5,379,344","4,554,753","3,061,755","3,495,303"
1965415,Rake,"864,432","1,105,766","1,322,011","1,339,584","1,477,847","1,201,407","1,178,742","1,144,065","1,028,140","958,248","905,630","799,618","847,166","896,424","830,897","874,403","832,013","721,889","785,656","868,243","870,752","911,671","827,901","869,599","1,182,481","1,236,039","1,265,276","1,014,968","1,185,379","877,673","1,114,961","1,141,080","848,222","1,367,598","1,076,982","854,088","883,264","1,005,241","998,520"
1965505,Ralston,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965550,Randalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"238,541","232,515","309,277","236,251",NA,NA,NA,NA,NA,NA,NA,"281,538","428,906","476,063",NA,NA,"624,620","455,242","615,742"
1965595,Randall,"473,019",NA,"675,076","730,835","780,887","697,887","741,484","736,523","555,552","406,433","511,830",NA,NA,NA,NA,"537,882","585,397","543,633","690,971","728,406","557,554","1,171,415","661,688","617,934","837,437","763,615","958,975","716,168","809,347","888,710","1,039,139","1,110,088","904,550","968,567","601,935",NA,NA,NA,NA
1965640,Randolph,"273,461","348,358","387,315","406,380","549,379","546,880","432,819","434,664","392,634","437,029","396,340","437,464","365,318","300,606","338,935","509,227","423,095","267,272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"206,430","194,328","145,849",NA,NA,NA,NA,NA,NA
1965730,Rathbun,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965820,Raymond,"1,593,631","1,795,714","2,123,249","2,097,813","1,972,497","1,494,908","2,389,510","1,922,641","1,851,486","1,535,406","1,040,135","807,246","907,922","1,191,225","1,247,805","1,584,736","1,717,816","1,637,476","1,712,206","1,563,874","1,243,763","1,004,823","871,404","734,331","604,536","532,825","544,374","626,317","1,015,042","1,263,496","1,278,475","1,236,021","1,450,952","1,878,178","1,706,615","2,449,855","2,874,087","3,072,266","3,135,440"
1965910,Readlyn,"2,146,643","2,531,670","3,025,663","2,945,998","3,200,378","3,345,490","3,417,040","3,149,786","3,170,183","3,304,125","3,033,516","3,052,894","3,744,701","3,773,841","3,652,890","3,736,077","3,765,474","3,753,720","4,001,927","4,125,682","4,176,398","4,287,289","4,585,394","5,044,366","4,789,359","5,187,258","5,515,865","5,350,740","4,994,727","5,088,310","4,989,021","5,841,998","5,516,104","5,936,218","5,546,771","5,644,192","5,503,917","5,593,920","5,650,614"
1965955,Reasnor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"347,282","668,881","895,116","1,003,759","1,002,510","978,592","887,206","839,009","862,783","709,360","771,844","843,095","743,235","787,389","776,504","786,082","847,082","831,815","795,463"
1966000,Redding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"835,764",NA,NA,"1,075,861",NA,"1,269,528","1,060,989","1,231,516"
1966045,Redfield,"2,994,136","3,481,253","2,463,902","1,810,713","2,299,964","2,275,538","2,051,836","1,511,574","1,313,542","1,403,156","1,560,133","2,188,132","1,855,478","2,069,750","2,637,244","2,373,445","2,063,743","2,006,854","1,903,113","1,582,950","1,613,747","1,818,075","1,895,927","1,830,568","2,018,649","2,048,236","2,204,502","2,179,286","2,215,014","2,373,163","2,458,936","2,628,433","2,713,543","2,849,053","2,578,211","3,353,859","3,159,674","3,606,895","3,730,066"
1966135,Red Oak,"30,628,731","34,262,111","34,948,110","39,058,157","44,272,157","45,109,858","46,069,324","46,023,111","50,514,167","50,372,166","48,947,373","52,882,456","58,259,951","63,990,217","65,569,814","65,792,262","65,414,790","70,494,742","72,274,417","73,084,878","68,291,469","69,375,367","64,938,493","69,701,512","70,828,052","68,964,892","68,568,359","60,694,830","61,154,715","60,162,485","60,197,143","65,109,269","68,730,261","69,964,281","69,736,635","63,186,222","67,593,502","65,628,113","69,491,854"
1966315,Reinbeck,"5,024,825","5,543,563","6,321,598","6,091,417","6,759,954","6,684,980","7,186,904","7,305,704","6,844,036","7,120,174","6,718,729","6,843,095","7,198,673","7,110,405","6,947,274","7,205,501","7,745,115","8,323,071","8,441,654","9,355,408","10,268,629","10,748,688","10,875,971","11,774,367","11,826,979","9,471,161","12,643,960","13,957,234","15,061,248","15,150,766","14,487,442","14,030,949","13,812,122","15,327,652","14,279,163","14,250,379","14,489,390","15,150,188","15,185,435"
1966360,Rembrandt,"458,121","597,997","635,305","796,719","861,723","876,446","713,222","704,060","707,496","668,652","560,130","611,217","615,855","523,740","490,705","477,269","630,022","571,460","680,457","640,813","614,169","740,980","914,090","864,164","817,579","734,258","723,923","650,820","639,877","594,372","691,037","741,200","872,685","580,346","443,205","491,699","455,174","344,175","550,516"
1966405,Remsen,"8,355,595","7,425,281","8,278,203","9,932,099","10,984,192","10,275,845","8,250,277","9,391,992","9,052,321","8,572,342","7,089,109","7,460,458","7,935,718","8,573,518","8,972,490","8,919,414","9,551,665","9,441,698","9,980,491","10,106,822","10,195,477","11,806,003","11,938,015","10,985,767","11,162,798","11,561,433","13,113,026","12,417,846","12,131,698","12,055,342","12,164,661","12,117,133","13,070,777","12,597,873","13,070,587","13,107,816","13,262,164","13,690,429","13,875,522"
1966450,Renwick,"1,083,716","1,280,522","1,525,260","1,659,673","1,895,106","1,907,809","2,131,537","2,092,741","2,283,349","2,400,346","2,008,505","1,810,967","1,687,483","1,814,166","1,993,581","1,884,456","2,029,958","1,962,702","1,999,236","1,974,233","1,669,446","1,739,548","1,451,137","1,463,875","1,311,594","1,394,873","1,252,441","1,159,496","1,046,662","974,112","961,575","1,013,181","1,158,808","1,167,739","1,217,159","1,192,342","1,375,834","1,364,727","1,372,069"
1966540,Rhodes,"406,723","426,378","346,067","357,960","197,297","167,154","186,390","200,898","234,273","211,498","211,794","244,713","253,837","288,394","224,217","184,576","150,243","201,558","247,519","351,919","169,313","178,606","152,125","174,181","177,478","624,497","2,031,815","2,595,171","2,626,108","2,180,752","2,052,425","2,042,345","2,149,695","1,967,141","1,792,016","1,699,841","1,561,537","1,507,271","1,100,401"
1966585,Riceville,"2,533,884","2,915,771","3,018,740","3,699,183","4,041,233","3,760,723","3,654,672","3,624,493","3,816,060","3,473,506","3,316,242","3,741,781","3,655,556","3,439,745","3,566,350","3,992,594","3,572,184","3,794,784","3,816,939","3,921,579","4,536,980","5,689,523","5,842,973","5,810,651","5,640,235","5,483,735","4,669,894","5,495,745","4,805,442","4,775,664","4,957,084","5,055,960","5,623,022","6,479,783","6,843,714","7,454,848","8,028,050","8,311,956","8,563,960"
1966720,Richland,"2,886,760","3,788,065","3,678,905","4,333,708","4,769,669","3,940,999","4,926,423","4,499,803","3,365,787","2,787,303","2,714,637","2,441,789","1,866,322","1,566,505","1,325,116","1,256,087","1,421,807","1,710,276","1,708,026","1,560,735","1,485,718","1,798,378","1,462,096","1,278,034","1,545,854","1,870,622","1,990,260","2,125,411","1,840,236","1,713,369","1,608,155","1,693,875","1,638,925","1,871,029","1,834,738","1,784,042","1,991,119","1,744,993","1,781,032"
1966810,Rickardsville,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966855,Ricketts,"248,823","250,523","287,610","280,375","271,441","295,126","332,598","368,242","332,832","224,590","250,668","225,744","212,033","178,429",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1967035,Ridgeway,"441,440","561,770","679,429","670,411","786,966","712,918","738,368","837,780","735,853","717,066","664,765","613,833","634,777","645,798","719,397","827,561","888,524","1,039,741","1,261,245","1,329,863","2,123,754","2,614,137","2,442,776","2,903,201","3,058,796","2,946,986","3,334,959","3,340,334","3,152,415","3,497,007","3,820,073","4,336,328","4,913,861","4,678,962","4,589,311","4,284,189","4,752,550","4,665,230","4,646,624"
1967125,Rinard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1967170,Ringsted,"3,109,161","3,192,292","3,169,483","3,848,405","3,541,104","3,640,078","3,428,116","2,756,511","2,728,036","2,153,259","2,573,320","2,793,326","2,447,443","2,014,608","1,819,066","2,183,783","1,919,692","1,920,503","1,818,108","1,497,294","1,229,372","1,414,872","1,564,160","1,685,878","1,732,003","1,735,326","1,642,577","1,720,489","1,695,253","1,639,532","1,794,387","1,782,126","2,251,863","1,609,118","1,484,119","1,445,820","1,440,649","1,409,567","1,528,895"
1967215,Rippey,"446,144","532,673","487,110","672,298","747,673","710,355","670,171","701,627","604,446","704,618","654,300","638,512","584,650","546,470","620,310","624,308","595,871","766,768","784,226","799,012","918,697","1,020,470","1,003,214","753,041","912,834","976,977","1,038,030","1,019,211","1,042,035","996,118","991,647","877,160","788,328","807,985","829,804","874,786","978,875","1,002,141","998,675"
1967350,Riverdale,NA,NA,"914,004","1,018,948","996,824","994,657","938,110","923,211","959,902","1,130,376","1,008,746","916,068","1,082,342","1,868,055","1,602,051","1,993,694","1,573,447","1,730,921","1,587,339","1,698,529","1,555,967","1,251,610","941,022","908,529","1,137,481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1967440,Riverside,"1,396,893","1,539,158","1,539,062","1,911,609","2,028,163","1,823,125","1,909,685","2,104,075","1,951,462","1,764,245","2,098,068","2,037,766","1,726,559","2,030,123","1,958,751","1,948,471","2,014,908","1,940,505","2,221,363","2,131,244","2,333,256","2,399,922","2,734,100","3,791,078","5,805,933","6,275,638","6,802,899","6,574,687","7,418,236","6,418,457","7,046,086","16,124,246","20,220,638","22,448,770","22,542,925","23,867,622","24,712,072","23,473,687","22,729,605"
1967575,Riverton,"287,271","296,366","354,884","444,771","484,030","568,702","542,950","644,356","608,743","555,656","505,535","562,928","626,396","690,697","668,105","775,042","678,404","647,048","656,932","626,512","704,768","713,070","750,357","759,110","751,051","718,019","736,230","733,407",NA,NA,"662,786","611,853",NA,NA,NA,NA,NA,NA,NA
1967800,Robins,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"175,561","194,415",NA,NA,NA,"297,324","394,310","512,920","1,198,998","1,990,541","2,090,939","2,508,817","3,524,333","2,840,409","2,304,239","2,759,339","2,262,509","2,475,597","2,903,340","3,144,741","3,289,647","3,312,860","3,641,021","4,256,579","3,880,428","3,763,020","3,653,179","4,753,446"
1968025,Rock Falls,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"348,863","346,440","287,316","206,728","355,789","678,999","553,038","587,635",NA,NA,NA,NA,NA,NA,NA,NA,NA
1968070,Rockford,"4,646,496","5,265,746","3,893,471","4,029,449","3,731,573","3,185,946","3,594,202","3,043,414","3,388,338","3,502,497","3,028,695","2,979,472","2,897,468","3,062,671","2,888,810","2,848,989","2,943,269","3,143,868","3,352,660","3,455,402","3,880,912","4,641,108","4,711,009","4,243,915","4,461,136","4,492,334","3,826,773","3,640,943","3,545,055","3,127,812","2,991,091","3,070,060","3,503,673","3,574,526","3,214,944","3,107,959","2,848,128","2,707,761","2,541,439"
1968160,Rock Rapids,"13,175,399","13,206,782","14,247,064","16,002,711","16,652,857","15,467,190","15,283,962","16,037,595","15,042,102","15,282,925","15,371,049","16,198,671","16,707,844","17,365,342","18,059,704","18,823,658","19,095,464","19,988,677","20,675,673","19,537,422","20,485,131","21,589,897","21,782,947","22,442,649","23,314,387","24,104,254","23,820,851","22,759,790","23,434,942","23,250,592","23,046,437","23,392,508","23,023,505","23,293,845","22,478,162","25,966,337","28,044,928","27,828,266","28,089,678"
1968205,Rock Valley,"12,493,522","12,972,318","14,822,296","17,655,317","19,132,263","18,090,774","19,352,365","21,273,065","22,059,461","21,625,968","20,302,565","18,935,813","17,181,226","16,992,788","19,080,986","22,255,255","23,192,201","23,452,412","24,792,964","25,317,193","26,180,978","28,181,798","29,405,460","29,667,733","35,116,203","36,614,888","37,126,799","33,946,313","33,102,458","32,978,971","39,245,181","36,437,540","39,645,914","41,757,033","41,024,466","44,174,621","49,164,941","50,388,737","53,479,757"
1968250,Rockwell,"1,282,622","1,688,970","1,764,239","2,033,510","2,408,079","2,386,420","2,063,527","2,113,850","1,651,100","1,616,687","1,836,850","1,962,960","2,042,569","1,749,224","1,560,403","1,592,749","1,594,145","1,617,120","1,412,518","1,338,073","1,320,545","1,866,686","2,224,464","2,720,217","2,995,258","2,876,220","2,742,671","2,535,381","2,634,092","2,934,909","3,396,838","3,212,623","3,327,443","3,625,835","3,547,529","3,414,075","3,524,894","3,153,514","3,366,726"
1968295,Rockwell City,"8,574,018","8,984,514","9,897,809","10,891,493","11,322,360","12,411,485","12,304,336","12,788,082","12,745,368","12,548,400","12,488,216","12,414,878","12,602,583","12,961,874","12,432,924","12,355,860","13,146,037","14,611,008","15,222,198","13,846,654","14,827,824","16,479,710","16,824,551","18,166,037","17,628,655","18,019,192","17,007,532","16,285,628","14,554,466","14,583,637","13,587,476","14,288,346","14,818,375","15,379,660","15,222,874","15,676,407","16,248,189","15,873,206","17,476,737"
1968340,Rodman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968385,Rodney,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968475,Roland,"810,521","923,363","949,264","1,815,763","2,570,279","2,147,153","2,535,401","2,224,921","2,138,597","1,875,447","2,099,003","2,063,271","1,951,345","1,879,459","1,704,021","1,559,122","1,775,526","1,728,983","1,856,723","1,931,051","2,008,944","1,985,624","2,289,611","2,611,432","2,844,276","2,547,575","2,798,345","2,871,027","2,465,231","2,627,471","2,604,695","2,532,163","2,614,501","2,545,970","3,458,398","2,477,954","2,883,958","3,063,711","2,915,285"
1968520,Rolfe,"3,462,895","3,444,899","2,670,762","3,110,564","3,440,744","3,465,379","3,568,095","3,974,225","4,082,147","3,779,079","3,747,202","3,507,177","3,795,902","3,966,979","3,953,770","3,805,229","3,834,454","3,994,287","4,006,506","3,952,238","4,231,419","4,059,775","4,372,995","4,408,032","4,444,444","3,578,412","4,189,698","4,126,103","3,797,670","3,216,413","3,432,338","3,057,272","4,321,462","3,150,352","2,785,192","2,182,925","2,260,446","2,504,989","2,683,714"
1968565,Rome,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968700,Rose Hill,"118,462","139,164","174,724","106,683","252,008","191,363",NA,NA,NA,NA,NA,NA,NA,NA,NA,"246,679","246,094","295,961","319,137","344,502",NA,NA,"223,577","198,430","201,050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
