town,time,cal_year,downtown_jobs,treated,treated_yr,cz,match,match_treat_yr,townid
Williamsburg,3,2011,468,0,0,161,Washington,2008,S291
Williamsburg,4,2012,382,0,0,161,Washington,2008,S291
Williamsburg,5,2013,421,0,0,161,Washington,2008,S291
Wilton,-3,2005,209,0,0,161,Washington,2008,S292
Wilton,-2,2006,243,0,0,161,Washington,2008,S292
Wilton,-1,2007,251,0,0,161,Washington,2008,S292
Wilton,0,2008,190,0,0,161,Washington,2008,S292
Wilton,1,2009,169,0,0,161,Washington,2008,S292
Wilton,2,2010,174,0,0,161,Washington,2008,S292
Wilton,3,2011,175,0,0,161,Washington,2008,S292
Wilton,4,2012,171,0,0,161,Washington,2008,S292
Wilton,5,2013,194,0,0,161,Washington,2008,S292
Winfield,-3,2006,225,0,0,192,Fort Madison,2009,S294
Winfield,-2,2007,300,0,0,192,Fort Madison,2009,S294
Winfield,-1,2008,176,0,0,192,Fort Madison,2009,S294
Winfield,0,2009,185,0,0,192,Fort Madison,2009,S294
Winfield,1,2010,182,0,0,192,Fort Madison,2009,S294
Winfield,2,2011,175,0,0,192,Fort Madison,2009,S294
Winfield,3,2012,190,0,0,192,Fort Madison,2009,S294
Winfield,4,2013,186,0,0,192,Fort Madison,2009,S294
Winfield,5,2014,181,0,0,192,Fort Madison,2009,S294
Winfield,-3,1999,202,0,0,192,Mount Pleasant,2002,S296
Winfield,-2,2000,202,0,0,192,Mount Pleasant,2002,S296
Winfield,-1,2001,157,0,0,192,Mount Pleasant,2002,S296
Winfield,0,2002,146,0,0,192,Mount Pleasant,2002,S296
Winfield,1,2003,326,0,0,192,Mount Pleasant,2002,S296
Winfield,2,2004,257,0,0,192,Mount Pleasant,2002,S296
Winfield,3,2005,313,0,0,192,Mount Pleasant,2002,S296
Winfield,4,2006,225,0,0,192,Mount Pleasant,2002,S296
Winfield,5,2007,300,0,0,192,Mount Pleasant,2002,S296
