NAME,ST,stabbr,pop_2010,pop_2000,pop_1990,pop_1980,pop_1970,pop_1960,pop_1950,pop_1940,pop_1930,pop_1920,pop_1910,pop_1900
Martinsville City,Virginia,va,13821,15416,16162,18149,19653,18798,17251,10080,7705,4075,3368,2384
McLean,Virginia,va,48115,38929,38168,35664,17698,0,0,0,0,0,0,0
McLean,Virginia,va,0,38900,38200,22000,17700,0,0,0,0,0,0,0
Mechanicsville,Virginia,va,36348,30464,22027,9269,5189,0,0,0,0,0,0,0
Mechanicsville,Virginia,va,0,30500,22000,0,0,0,0,0,0,0,0,0
Mount Vernon,Virginia,va,12416,28582,27485,24058,0,0,0,0,0,0,0,0
Mount Vernon,Virginia,va,0,28600,27500,0,0,0,0,0,0,0,0,0
Norfolk,Virginia,va,242803,234403,261229,266979,307951,304869,213513,144335,129710,115777,67452,46624
North Danville,Virginia,va,0,0,0,0,0,0,0,0,0,0,0,0
Norton,Virginia,va,3958,3904,4247,4757,4172,4996,4315,4006,3077,3068,1866,654
Oakton,Virginia,va,34166,29348,24610,0,0,0,0,0,0,0,0,0
Oakton,Virginia,va,0,29300,24600,0,0,0,0,0,0,0,0,0
Phoebus,Virginia,va,0,0,0,0,0,0,3694,3503,2956,3043,0,0
Pimmit Hills,Virginia,va,6094,6152,0,0,0,0,0,0,0,0,0,0
Pocohantas,Virginia,va,389,441,513,703,891,1313,2410,2623,2293,2591,2452,2789
Poquoson,Virginia,va,12150,11566,11005,8726,5441,4278,0,200,0,0,0,0
Portlock,Virginia,va,0,0,0,0,0,0,3809,0,0,0,0,0
Princess Anne County,Virginia,va,0,0,0,0,0,77127,42277,19984,16282,13626,11526,11192
Reston,Virginia,va,58404,56407,48556,36407,5722,0,0,0,0,0,0,0
Reston,Virginia,va,0,56400,48600,32000,5700,0,0,0,0,0,0,0
Rose Hill,Virginia,va,20226,15058,12675,11962,14692,0,0,0,0,0,0,0
Seven Corners,Virginia,va,9255,8701,7280,6058,5590,0,0,0,0,0,0,0
South Norfolk,Virginia,va,0,0,0,0,0,22035,10434,8038,7857,7724,0,0
Springfield,Virginia,va,0,30400,23700,12500,11600,10800,0,0,0,0,0,0
Tuckahoe,Virginia,va,44990,43242,42629,39868,0,0,0,0,0,0,0,0
Tuckahoe,Virginia,va,0,43200,42600,0,0,0,0,0,0,0,0,0
Tysons,Virginia,va,19627,18540,13124,10065,0,0,0,0,0,0,0,0
Virginia Beach,Virginia,va,0,0,0,0,0,77127,42277,19984,16282,13626,11526,11192
West Falls Church,Virginia,va,29207,27422,25782,24342,25432,0,0,0,0,0,0,0
West Springfield,Virginia,va,22460,28378,28126,25012,14143,0,0,0,0,0,0,0
West Springfield,Virginia,va,0,28400,28100,16000,14100,0,0,0,0,0,0,0
Williamsburg,Virginia,va,14068,11998,11530,9870,9069,6832,6735,3942,3778,2500,2714,2044
Wolf Trap,Virginia,va,16131,14001,13133,9875,0,0,0,0,0,0,0,0
Woodbridge,Virginia,va,52754,31941,26401,24004,25412,0,0,0,0,0,0,0
Woodbridge,Virginia,va,0,31900,26400,35000,25400,0,0,0,0,0,0,0
Abbott,Texas,tx,356,321,314,359,375,289,345,264,326,303,0,0
Abilene,Texas,tx,117063,115930,106707,98315,89653,90368,45570,26612,23175,10274,9204,3411
Allen,Texas,tx,84246,43554,18309,8314,1940,700,0,600,0,0,0,0
Alpine,Texas,tx,5905,5786,5622,5465,5971,4740,5261,3866,3495,931,0,0
Anderson Mill,Texas,tx,0,8953,9468,0,0,0,0,0,0,0,0,0
Angus,Texas,tx,414,334,363,244,93,0,0,0,0,0,0,0
Aransas Pass,Texas,tx,8204,8138,7180,7173,5813,6021,5396,4095,2482,1569,1197,0
Atascocita,Texas,tx,0,35800,0,0,0,0,0,0,0,0,0,0
Bandera,Texas,tx,857,957,877,947,891,1065,1325,1250,580,700,0,419
Bankersmith,Texas,tx,0,0,0,0,0,0,20,10,10,0,0,0
Baytown,Texas,tx,71802,66430,63850,56923,43980,28159,22983,4800,0,0,0,0
Beaumont,Texas,tx,118296,113866,114323,118067,117548,119175,94014,59061,57732,40422,20640,9427
Bergheim,Texas,tx,1183,676,86,42,0,0,0,0,0,34,0,0
Bishop,Texas,tx,3134,3305,3337,3706,3466,3722,2731,1329,953,0,0,0
Bishop Hills,Texas,tx,193,210,0,0,0,0,0,0,0,0,0,0
Blooming Grove,Texas,tx,821,833,847,823,740,729,736,821,771,898,903,585
Boerne,Texas,tx,10471,6178,4274,3229,2432,2169,1802,1271,1117,1153,886,800
Bridge City,Texas,tx,7840,8651,8034,7667,0,4677,0,0,0,0,0,0
Brookside Village,Texas,tx,1523,1960,1470,1453,1507,560,0,0,0,0,0,0
Brownsville,Texas,tx,175023,139722,98962,84997,52522,48040,35086,22083,22021,11791,10517,6305
Brushy Creek,Texas,tx,21764,15371,5833,0,0,0,0,0,0,0,0,0
Bryan,Texas,tx,76201,65660,55002,44337,33719,27542,18072,11842,7814,6307,4132,3589
Bunker Hill Village,Texas,tx,3633,3654,3391,3750,3977,2216,0,0,0,0,0,0
Canadian,Texas,tx,2649,2233,2417,3491,2292,2239,2700,2151,2068,2187,1648,0
Cedar Hill,Texas,tx,45028,32093,19976,6849,2610,1800,732,476,0,0,0,0
Cedar Park,Texas,tx,48937,26049,5261,3474,1012,685,302,129,117,0,0,0
Channelview,Texas,tx,38289,29685,25564,17471,0,0,0,0,0,0,0,0
Cloverleaf,Texas,tx,22942,23508,18230,17317,0,0,0,0,0,0,0,0
College Station,Texas,tx,93857,67890,52456,37272,17676,11396,7925,2200,0,0,0,0
Columbus,Texas,tx,3655,3916,3367,3923,3342,3656,2878,2422,2054,1433,1655,1824
Comfort,Texas,tx,2363,2358,1477,0,0,1212,0,0,0,713,0,0
Converse,Texas,tx,18198,11508,8887,4907,1383,0,0,0,0,0,0,0
Copperas Cove,Texas,tx,32032,29592,24079,19469,10818,4567,1052,356,406,509,490,475
Corpus Christi,Texas,tx,305215,277454,257453,231999,204525,167690,108287,57301,27741,10522,8222,4703
Dallas,Texas,tx,1197816,1188580,1006977,904599,844401,679684,434462,294734,260475,158976,92104,42639
Darrouzett,Texas,tx,350,303,343,352,396,375,328,0,0,0,0,0
Del Rio,Texas,tx,35591,33867,30705,30034,21330,18612,14211,13343,11693,10589,5688,2098
Desdemona,Texas,tx,0,0,0,0,0,0,0,0,0,3008,0,0
Desoto,Texas,tx,49047,37646,30544,15538,6617,1969,298,0,0,0,0,0
Diboll,Texas,tx,4776,5470,4341,5227,3557,2506,0,0,1363,0,0,0
Dickinson,Texas,tx,18680,17093,11692,7505,10776,4715,2704,0,760,0,0,0
Dish,Texas,tx,201,0,0,0,0,0,0,0,0,0,0,0
Dublin,Texas,tx,3654,3754,3190,2723,2810,2591,2761,2546,2271,3229,2551,2370
Eagle Mountain,Texas,tx,0,6599,5847,0,0,0,0,0,0,0,0,0
Edgecliff Village,Texas,tx,2776,2550,2715,2695,1143,339,0,0,0,0,0,0
Edinburg,Texas,tx,77100,48465,29885,24075,17163,18706,12383,8718,4821,1406,0,0
Edna,Texas,tx,5499,5899,5343,5634,5332,5038,3855,2724,1752,0,0,0
El Paso,Texas,tx,649121,563662,515342,425259,339615,276687,130485,96810,102421,77560,39279,15906
Emory,Texas,tx,1239,1021,963,813,693,570,648,700,750,800,0,426
Euless,Texas,tx,51277,46005,38149,24002,19316,4300,0,0,0,0,0,0
Eureka,Texas,tx,307,340,242,233,0,0,0,0,0,0,0,0
Falcon Lake Estates,Texas,tx,1036,830,0,0,0,0,0,0,0,0,0,0
Falcon Mesa,Texas,tx,405,506,0,0,0,0,0,0,0,0,0,0
Fort Hood,Texas,tx,0,33700,35600,0,32600,0,0,0,0,0,0,0
Fort Worth,Texas,tx,741206,534697,447619,385164,393455,356268,278778,177662,163447,106482,73312,26688
Freer,Texas,tx,2818,3241,3271,3213,2804,2724,2280,2346,0,0,0,0
Frisco,Texas,tx,116989,33714,6141,3499,1845,1200,736,670,618,733,332,0
Garland,Texas,tx,226876,215768,180650,138857,81437,38501,10571,3233,1584,1421,804,800
Gatesville,Texas,tx,15751,15591,11492,6260,4683,4626,3856,3177,2601,2499,1929,1865
Georgetown,Texas,tx,47400,28339,14842,9468,6395,5218,4951,3682,3583,2871,3096,2790
Goodlow,Texas,tx,200,264,319,343,345,0,0,0,0,0,0,0
Goosecreek,Texas,tx,0,0,0,0,0,0,0,6929,5208,0,0,0
Grapevine,Texas,tx,46334,42059,29202,11801,7023,2821,1824,1043,936,821,681,0
Greenville,Texas,tx,25557,23960,23071,22161,22043,19087,14727,13995,12407,12384,8850,6860
Hedwig Village,Texas,tx,2557,2334,2616,2506,3255,1182,0,0,0,0,0,0
Hereford,Texas,tx,15370,14597,14745,15853,13414,7652,5207,2584,2458,1696,1750,532
Hico,Texas,tx,1379,1341,1342,1375,975,1020,1212,1242,1463,1635,1437,1480
Highland Village,Texas,tx,15056,12173,7027,3246,516,0,0,0,0,0,0,0
Hill Country Village,Texas,tx,985,1028,1038,972,636,418,0,0,0,0,0,0
Hilshire Village,Texas,tx,746,720,665,621,627,543,0,0,0,0,0,0
Houston,Texas,tx,2099451,1953631,1630553,1595138,1232802,938219,596163,384514,292352,138276,78800,44633
Houston Heights,Texas,tx,0,0,0,0,0,0,0,0,0,0,6984,0
Humble,Texas,tx,15133,14579,12060,6729,3278,1711,1388,1371,0,0,0,0
Hunters Creek Village,Texas,tx,4367,4374,3954,4215,3959,2478,0,0,0,0,0,0
Hutto,Texas,tx,14698,1250,630,659,545,442,529,579,588,571,0,0
Jarrell,Texas,tx,984,459,0,0,0,0,0,0,0,0,0,0
Jersey Village,Texas,tx,7620,6880,4826,4084,765,493,0,0,0,0,0,0
Jollyville,Texas,tx,16151,15813,15206,0,0,0,0,0,0,0,0,0
Kendalia,Texas,tx,459,374,76,76,0,0,0,100,0,0,0,0
Killeen,Texas,tx,127921,86911,63535,46296,35507,23377,7045,1300,1260,1298,1265,780
Kirby,Texas,tx,8000,8673,8326,6385,2558,680,0,0,0,0,0,0
Knollwood,Texas,tx,432,375,205,0,0,0,0,0,0,0,0,0
Lakehills,Texas,tx,5150,4668,2239,0,300,0,0,0,0,0,0,0
Lakeview,Texas,tx,0,0,0,0,0,0,3091,0,0,0,0,0
Lakewood Village,Texas,tx,545,342,169,165,0,0,0,0,0,0,0,0
Laredo,Texas,tx,236091,176576,122899,91449,69678,60678,51910,39274,32618,22710,14855,13429
League City,Texas,tx,83560,45444,30159,16578,10818,0,0,1000,0,0,0,0
Leon Valley,Texas,tx,10151,9239,9581,8951,2487,536,0,0,0,0,0,0
Lewisville,Texas,tx,95290,77737,46521,24273,9264,3956,1516,900,853,0,0,500
Loving County,Texas,tx,82,67,107,91,164,226,227,285,0,0,0,0
Lubbock,Texas,tx,229573,199564,186206,173979,149101,128691,71747,31853,20520,4051,1938,0
Magnolia Park,Texas,tx,0,0,0,0,0,0,0,0,0,4080,0,0
Mcallen,Texas,tx,129877,106414,84021,66281,37636,32728,20067,11877,9074,5331,150,0
Mcgregor,Texas,tx,4987,4727,4683,4513,4365,4642,2669,2062,2041,2081,1864,1435
Mckinney,Texas,tx,131117,54369,21283,16256,15193,13763,10560,8555,7307,6677,4714,4342
Meadows Place,Texas,tx,4660,4912,4606,0,0,0,0,0,0,0,0,0
Mildred,Texas,tx,368,405,173,282,0,0,0,0,0,0,0,0
Mission,Texas,tx,77058,45408,31100,22589,13043,14081,10765,5982,5120,3847,0,0
Mission Bend,Texas,tx,36501,30831,24945,0,0,0,0,0,0,0,0,0
Mobile City,Texas,tx,188,196,0,0,0,0,0,0,0,0,0,0
Morgan'S Point Resort,Texas,tx,4170,2989,1766,1082,0,0,0,0,0,0,0,0
Munday,Texas,tx,1300,1527,1600,1738,1726,1978,2270,1545,1318,998,956,0
Mustang,Texas,tx,21,47,35,12,7,0,0,0,0,0,0,0
Navarro,Texas,tx,210,191,193,170,0,0,0,0,0,0,0,0
New Boston,Texas,tx,4550,4808,5057,4628,3699,2773,2688,1111,949,869,0,0
Neylandville,Texas,tx,97,56,94,168,186,0,0,0,0,0,0,0
Oak Cliff,Texas,tx,0,0,0,0,0,0,0,0,0,0,0,3630
Oak Knoll,Texas,tx,0,0,0,0,0,0,3930,0,0,0,0,0
Oak Valley,Texas,tx,368,401,388,192,0,0,0,0,0,0,0,0
Panorama Village,Texas,tx,2170,1965,1556,1186,0,0,0,0,0,0,0,0
Paris,Texas,tx,25171,25898,24799,25498,23441,20977,21643,18678,15649,15040,11269,9358
Patton Village,Texas,tx,1557,1391,1155,1050,667,0,0,0,0,0,0,0
Pear Ridge,Texas,tx,0,0,0,0,3697,3470,0,0,0,0,0,0
Pearland,Texas,tx,91252,37640,18697,13248,6444,1500,0,0,0,0,0,0
Pearsall,Texas,tx,9146,7157,6924,7383,5545,4957,4481,3164,2536,2161,1799,0
Pelly,Texas,tx,0,0,0,0,0,0,0,3712,3452,0,0,0
Piney Point Village,Texas,tx,3125,3380,3197,2958,2548,1790,0,0,0,0,0,0
Plano,Texas,tx,259841,222030,128713,72331,17872,3695,2126,1600,1554,1715,1258,800
Polytechnic,Texas,tx,0,0,0,0,0,0,0,0,0,4338,0,0
Providence Village,Texas,tx,0,0,0,0,0,0,0,0,0,0,0,0
Purdon,Texas,tx,0,0,0,0,133,151,203,262,308,346,0,0
Rendon,Texas,tx,12552,9022,7658,0,0,0,0,0,0,0,0,0
Rice,Texas,tx,923,798,564,432,284,295,396,489,591,611,0,0
Richmond,Texas,tx,11679,11081,10042,9692,5777,3668,2030,2026,1432,1273,1371,0
Rio Grande City,Texas,tx,13834,11923,0,0,0,5835,0,0,0,0,0,0
Roma-Los Saenz,Texas,tx,9765,9617,8059,3384,2154,1496,1576,1414,0,0,0,0
Round Rock,Texas,tx,99887,61136,30923,12740,2811,1900,1683,1240,1173,900,1245,1400
San Angelo,Texas,tx,93200,88439,84462,73240,63884,58815,52093,25802,25308,10050,10321,0
San Elizario,Texas,tx,13603,11046,0,0,0,0,0,0,0,0,0,0
San Marcos,Texas,tx,44894,34733,28738,23420,18860,12713,9980,6006,5134,4527,4071,2292
San Saba,Texas,tx,3099,2637,2626,2847,2555,2728,3400,2927,2240,2011,0,0
Scurry,Texas,tx,681,600,315,0,0,0,0,0,0,0,0,0
Siesta Shores,Texas,tx,1382,890,0,0,0,0,0,0,0,0,0,0
Sinton,Texas,tx,5665,5676,5549,6044,5563,6008,4254,3770,1852,1058,0,0
Sisterdale,Texas,tx,110,25,60,100,63,0,0,0,0,50,26,0
Sour Lake,Texas,tx,0,0,0,0,0,0,0,0,0,3032,0,0
South Houston,Texas,tx,16983,15833,14207,13293,11527,7523,4126,982,612,0,0,0
South San Antonio,Texas,tx,0,0,0,0,0,0,0,0,2708,0,0,0
Spring,Texas,tx,54298,36385,33111,0,0,0,0,0,0,0,0,0
Spring,Texas,tx,0,36400,33100,0,0,0,0,0,0,0,0,0
Spring Valley Village,Texas,tx,3715,3611,3392,3353,3170,3004,0,0,0,0,0,0
Staples,Texas,tx,267,350,75,65,70,140,150,250,100,120,0,150
Study Butte,Texas,tx,233,0,0,0,0,0,0,0,0,0,0,0
Sugar Land,Texas,tx,78817,63328,24529,8826,3318,2802,2285,2200,0,0,0,0
Sulpher Springs,Texas,tx,15449,14551,14062,12804,10642,9160,8991,6742,5417,5558,5151,3635
Sunrise Beach Village,Texas,tx,713,704,497,420,0,0,0,0,0,0,0,0
Taylor Lake Village,Texas,tx,3544,3694,3394,3669,990,0,0,0,0,0,0,0
The Woodlands,Texas,tx,93847,55649,29205,8443,0,0,0,0,0,0,0,0
The Woodlands,Texas,tx,0,55600,29200,0,0,0,0,0,0,0,0,0
Tyler,Texas,tx,96900,83650,75450,70508,57770,51230,38968,28279,17113,12085,10400,8069
Van Horn,Texas,tx,2063,2435,2930,2772,2889,1953,1161,2070,1600,800,500,30
Vidor,Texas,tx,10579,11440,10935,11834,9738,4938,0,0,0,0,0,0
Wake Village,Texas,tx,5492,5129,4757,3865,2408,1140,1066,0,0,0,0,0
Waring,Texas,tx,73,59,73,0,0,0,80,0,284,300,200,150
Wells Branch,Texas,tx,12120,11271,7094,0,0,0,0,0,0,0,0,0
West Orange,Texas,tx,3443,4111,4187,4610,4787,4848,0,0,0,0,0,0
Westworth Village,Texas,tx,2472,2124,2350,3651,4578,3321,529,0,0,0,0,0
Wichita Falls,Texas,tx,104553,104197,96259,94201,96265,101724,68042,45112,43690,40079,8200,2500
Zapata,Texas,tx,5089,4856,4594,3831,2102,2031,343,0,0,0,0,0
Alexandria,Ohio,oh,517,485,468,489,588,452,464,425,450,415,414,420
Alliance,Ohio,oh,22322,23253,23376,24322,26547,28362,26161,22405,23047,21603,15083,8974
Amherst,Ohio,oh,12021,11797,10332,10620,9902,6750,3542,2896,2844,2485,2106,1758
Ashland,Ohio,oh,21780,21249,20079,20252,19872,17419,14287,12453,11141,9249,6795,4087
Ashtabula,Ohio,oh,19124,20962,21633,23354,24313,24559,23696,21405,23301,22082,18266,12949
Athens,Ohio,oh,23832,21342,21265,19743,23310,16470,11660,7696,7252,6418,5463,3066
Augusta Township,Ohio,oh,1619,1599,1369,1394,1281,1246,1169,985,933,799,866,985
Austintown,Ohio,oh,29677,31627,32371,33636,29393,0,0,0,0,0,0,0
Austintown,Ohio,oh,0,31600,32400,24900,29400,0,0,0,0,0,0,0
Avondale,Ohio,oh,0,0,0,0,0,0,0,0,0,0,0,0
Bath Township,Ohio,oh,9725,9819,0,0,0,0,0,0,0,0,0,0
Bay Village,Ohio,oh,15651,16087,17000,17839,18163,14489,6917,3356,2294,751,450,0
Bellaire,Ohio,oh,4278,4892,6028,8231,9655,11502,12573,13799,13327,15061,12946,9912
Bellefontaine,Ohio,oh,13370,13069,12142,11798,11255,11424,10232,9808,9543,9336,8238,6649
Berea,Ohio,oh,19093,18970,19051,19567,22396,16592,12051,6025,5697,2959,2609,2510
Bethlehem Township,Ohio,oh,0,5650,5803,0,4528,4277,3568,3227,2929,2393,2495,2236
Blacklick Estates,Ohio,oh,8682,9518,10080,11223,8351,0,0,0,0,0,0,0
Boardman,Ohio,oh,35376,37215,38596,39161,30852,0,0,0,0,0,0,0
Boardman,Ohio,oh,0,37200,38600,32800,30900,0,0,0,0,0,0,0
Brecksville,Ohio,oh,13656,13382,11818,10132,9137,5435,2665,1900,1308,0,0,0
Bridgetown North,Ohio,oh,0,12569,11748,11460,13362,0,0,0,0,0,0,0
Brown Township,Ohio,oh,7935,8300,7958,7568,5662,5267,4974,4301,4141,3629,2655,2599
Brunswick,Ohio,oh,34255,33388,28230,27645,15852,11725,0,1100,0,0,0,1200
Buckeye Lake,Ohio,oh,2746,3049,2986,2521,0,0,0,0,0,0,0,0
Bucyrus,Ohio,oh,12362,13224,13496,13413,13111,12276,10327,9727,10027,10425,8122,6569
Burton,Ohio,oh,1452,1450,1349,1401,1214,1085,932,761,597,592,650,727
Cambridge,Ohio,oh,10635,11520,11748,13450,13656,14562,14739,15044,16129,13104,11327,8241
Campbell/East Youngstown,Ohio,oh,8235,9460,10038,11619,12577,13406,12882,13785,14673,11237,4972,0
Canton,Ohio,oh,73007,80806,84161,94730,110053,113631,116912,108401,104906,87091,50217,30667
Carthage,Ohio,oh,0,0,0,0,0,0,0,0,0,0,3618,2559
Celina,Ohio,oh,10400,10303,9650,9127,8072,7659,5703,4841,4664,4226,3493,2815
Center Township,Ohio,oh,4664,4412,4434,4526,4311,3893,3450,3245,2884,2653,2149,1704
Chagrin Falls,Ohio,oh,4104,4024,4146,4335,4848,3458,3085,2505,2739,2237,1931,1586
Champion Heights,Ohio,oh,0,4727,4665,0,0,0,0,0,0,0,0,0
Chicago Junction,Ohio,oh,0,0,0,0,0,0,0,0,0,0,2950,0
Chillecothe,Ohio,oh,21901,21796,21923,23420,24842,24957,20133,20129,18340,15831,14508,12976
Cincinnati,Ohio,oh,296945,331285,364040,385460,452525,502550,503998,455610,451160,401247,363591,325902
Circleville,Ohio,oh,13314,13485,11666,11682,11687,11059,8723,7989,7369,7049,6744,6991
Cleveland Heights,Ohio,oh,46238,49958,54052,56438,60767,61813,59141,54992,50945,15236,2955,0
Coal Grove,Ohio,oh,2069,2027,2251,2602,2759,2961,2492,2351,2181,1851,1759,1191
Coldwater,Ohio,oh,4427,4482,4411,4007,3952,4151,3702,2449,1516,974,1114,1515
Collinwood,Ohio,oh,0,0,0,0,0,0,0,0,0,0,0,3639
Columbus,Ohio,oh,787033,711470,632910,565021,539677,471316,375901,306087,290564,237031,181511,125560
Concord Township,Ohio,oh,901,1068,1069,0,0,0,0,0,0,0,0,0
Conneaut,Ohio,oh,12841,12485,13241,13839,14552,10567,10230,9355,9691,9343,8319,7133
Crestline,Ohio,oh,4630,5088,4934,5406,5947,5521,4614,4337,4425,4313,3807,3282
Cuyahoga Falls,Ohio,oh,49652,49374,48950,43890,49678,47922,29195,20546,19797,10200,4020,3186
Dayton,Ohio,oh,141759,166179,182044,193536,243023,262332,243872,210718,200982,152559,116577,85333
De Graff,Ohio,oh,1285,1212,1331,1358,1117,996,972,796,849,932,1082,1150
Defiance,Ohio,oh,16494,16465,16768,16783,16281,14553,11265,9744,8818,8876,7327,7579
Delta,Ohio,oh,3103,2930,2849,2831,2544,2376,2120,1773,1778,1543,1689,1230
Dover,Ohio,oh,12826,12210,11329,11782,11516,11300,4912,3200,0,0,0,0
Dover/Canal Dover,Ohio,oh,12826,12210,11329,11500,11516,11300,9852,9691,9716,8101,6621,5422
East Liverpool,Ohio,oh,11195,13089,13654,16517,20020,22306,24217,23555,23329,21411,20387,16485
East Township,Ohio,oh,843,859,734,742,554,650,563,519,468,500,572,606
Eastlake,Ohio,oh,18577,20255,21161,21954,19690,12467,7486,0,0,0,0,0
Fairborn,Ohio,oh,32352,32052,31300,29747,32267,19453,7847,0,0,0,0,0
Fairfield,Ohio,oh,42510,42097,39729,30777,14680,9734,0,2549,0,0,0,300
Fairport,Ohio,oh,3109,3180,2978,3357,3665,4267,4519,4528,4972,4211,2263,2073
Fairview,Ohio,oh,16826,17572,18028,19283,21681,14624,9311,4700,3689,642,0,0
Fort Recovery,Ohio,oh,1430,1006,901,859,847,833,827,822,796,754,708,698
Fort Shawnee,Ohio,oh,3726,3855,4128,4541,3436,0,0,0,0,0,0,0
Fox Township,Ohio,oh,1041,1075,1033,994,889,897,874,916,790,963,1098,1149
Fremont,Ohio,oh,16734,17375,17648,17887,18490,17573,16537,14710,13422,12468,9939,8439
Galion,Ohio,oh,10512,11341,11859,12424,13123,12650,9952,8685,7674,7374,7214,7282
Gallipolis,Ohio,oh,3641,4180,4831,5601,7490,8775,7871,7832,7106,6070,5560,5432
Garfield Heights,Ohio,oh,28849,30734,31739,34938,41417,38455,21662,16989,15589,2550,0,0
Gilboa,Ohio,oh,184,170,208,212,212,207,181,209,201,235,345,346
Girard,Ohio,oh,9958,10902,11304,12517,14119,12997,10113,9805,9859,6555,3736,2630
Glenville,Ohio,oh,0,0,0,0,0,0,0,0,0,0,0,5588
Gloucester,Ohio,oh,1791,1972,2001,2211,2121,2255,2327,2847,2903,3140,2527,2155
Granville,Ohio,oh,5646,3167,4244,3851,3963,2868,2653,1502,1467,1440,1394,1425
Greenfield,Ohio,oh,4639,4906,5172,5034,4780,5422,4862,4228,3871,4344,4228,3979
Grove City,Ohio,oh,35575,27075,19661,16688,13911,8107,2339,1800,1546,905,837,656
Hamilton,Ohio,oh,62447,60690,61436,63189,67865,72345,57951,50592,52176,39675,35279,23914
Harrison Township,Ohio,oh,2478,2498,2127,1807,1278,1249,954,765,678,711,750,799
Hartwell,Ohio,oh,0,0,0,0,0,0,0,0,0,0,2823,0
Hilliard,Ohio,oh,28234,24230,11796,8131,8369,5633,610,583,465,451,370,376
Huber Heights,Ohio,oh,38101,38212,38696,35480,18943,0,0,0,0,0,0,0
Hudson,Ohio,oh,22262,22439,5159,4612,3933,2438,1538,1417,1324,1134,1031,983
Hunting Valley,Ohio,oh,707,735,799,786,797,629,477,374,401,0,0,0
Independence,Ohio,oh,7133,7109,6500,6607,7034,6568,3105,1815,1525,1074,0,0
Indian Hill,Ohio,oh,0,0,0,0,5651,4526,0,0,0,0,0,0
Ironton,Ohio,oh,11129,11211,12751,14178,15030,15745,16333,15851,16021,14007,13147,11868
Jasper Township,Ohio,oh,745,857,839,0,0,0,0,0,0,0,0,0
Jerome Township,Ohio,oh,7541,3950,3462,0,0,0,0,0,0,0,0,0
Johnstown,Ohio,oh,4632,3440,3242,3158,3208,2881,1220,1064,1006,906,805,638
Kenmore,Ohio,oh,0,0,0,0,0,0,0,0,0,12683,0,0
Kettering,Ohio,oh,56163,57502,60569,61186,69599,54462,12418,0,0,0,0,0
Kirtland,Ohio,oh,6859,6670,5881,5969,5530,0,0,0,0,0,0,0
Lake Township,Ohio,oh,0,25892,22343,0,13053,9358,6716,5246,4337,3073,2539,2312
Lancaster,Ohio,oh,38780,35335,34507,34925,32911,29916,24180,21940,18716,14706,13093,8991
LaRue,Ohio,oh,747,775,802,861,867,842,793,714,698,795,772,997
Lebanon,Ohio,oh,20033,16962,10453,9620,7934,5993,4818,3896,3222,3396,2698,2867
Lee Township,Ohio,oh,1087,1128,1046,1000,999,989,964,858,695,757,828,849
Leesville,Ohio,oh,158,184,156,233,221,287,297,212,196,198,194,269
Lexington Township,Ohio,oh,0,5583,5291,0,5975,29074,27578,23292,23712,22241,16700,10325
Lisbon,Ohio,oh,2821,2788,3037,3159,3521,3579,3293,3379,3405,3113,3084,3330
Lorain,Ohio,oh,64097,68652,71245,75416,78185,68932,51202,44125,44512,37205,28883,16028
Loudon Township,Ohio,oh,1009,1032,933,976,1107,1156,962,974,864,852,925,909
Louisville,Ohio,oh,9186,8904,8087,7873,6298,5116,3801,3379,3130,2008,1678,1374
Loveland,Ohio,oh,12081,11677,10122,9106,7126,5008,2149,1904,1954,1557,1421,1260
Madisonvillle,Ohio,oh,0,0,0,0,0,0,0,0,0,0,5193,3140
Magnolia,Ohio,oh,978,931,937,986,1064,935,901,819,685,605,556,431
Martins Ferry,Ohio,oh,6915,7226,7990,9304,10757,11919,13220,14729,14524,11634,9133,7760
Maumee,Ohio,oh,14286,15237,15561,15747,15937,12063,5548,4683,4588,3195,2307,1856
Mcdonald,Ohio,oh,3263,3481,3526,3744,3177,2727,1858,1529,1714,621,0,0
Meigs Township,Ohio,oh,180,173,165,208,281,453,540,707,714,888,1035,1291
Mentor,Ohio,oh,47159,50278,47358,41903,36912,4354,2383,1827,1589,851,732,624
Mentor-On-The-Lake,Ohio,oh,7443,8127,8271,7919,6517,3290,1413,538,230,0,0,0
Miamisburg,Ohio,oh,20181,19489,17834,15327,14797,9803,6329,5544,5518,4383,4271,3941
Middleburg Heights,Ohio,oh,15946,15542,14702,16218,12367,7282,3299,1225,874,0,0,0
Middlefield,Ohio,oh,2694,0,0,0,0,0,0,0,0,0,0,0
Middlefield,Ohio,oh,2690,2233,1898,1997,1726,1467,1141,932,726,706,640,0
Middletown,Ohio,oh,48694,51605,46758,43719,48767,42115,33695,31220,29992,23584,13152,9215
Milford,Ohio,oh,6709,6284,5690,5232,4828,4130,2450,2140,1916,1526,1322,1150
Mogadore,Ohio,oh,3853,3893,4008,4190,3858,2885,1818,1616,1502,751,438,0
Monroe Township,Ohio,oh,2072,1930,1755,1633,1446,1145,1078,983,964,974,1128,1336
Montrose-Ghent,Ohio,oh,0,5261,4906,0,0,0,0,0,0,0,0,0
Mount Vernon,Ohio,oh,16990,15256,14550,14323,13373,13284,12185,10122,9370,9237,9087,6638
Muskingum Township,Ohio,oh,4520,3813,3343,2712,1064,809,759,732,676,647,773,812
New Albany,Ohio,oh,7724,3711,0,0,0,0,0,0,0,0,0,0
