geoid,name,st,cty_fips,cz,pop2010,rucc,cbsa,csa,metro_type,msp,msp_yr,msp_accr,msp_affl,jobs_02,jobs_03,jobs_04,jobs_05,jobs_06,jobs_07,jobs_08,jobs_09,jobs_10,jobs_11,jobs_12,jobs_13,jobs_14,jobs_15
5116608,Christiansburg,Virginia,51121,32,21041,3,13980,0,Metropolitan Statistical Area,0,0,0,0,12601,11354,13530,13744,13122,10743,11104,13125,12657,13671,13223,13188,13072,12754
5125408,Elkton,Virginia,51165,454,2726,3,25500,277,Metropolitan Statistical Area,0,0,0,0,2831,2717,2556,2549,2434,2403,2363,2237,2282,2195,601,630,560,614
5135624,Harrisonburg,Virginia,51660,454,48914,3,25500,277,Metropolitan Statistical Area,1,2004,1,0,33550,33915,32292,35499,35613,37100,34777,36764,32100,35616,33662,34002,34022,34248
5154904,Narrows,Virginia,51071,32,2029,3,13980,0,Metropolitan Statistical Area,0,0,0,0,502,288,271,233,281,287,284,382,374,332,250,268,330,290
5164880,Pulaski,Virginia,51155,32,9086,3,13980,0,Metropolitan Statistical Area,0,0,0,0,6027,6106,5524,5560,5557,5161,5182,5002,4772,4805,4520,4008,4264,4119
5165392,Radford,Virginia,51750,32,16408,3,13980,0,Metropolitan Statistical Area,0,0,0,0,7257,7112,7938,8255,8574,8790,8645,8104,7808,7633,7643,7688,7692,7690
5175216,Staunton,Virginia,51790,441,23746,3,44420,277,Metropolitan Statistical Area,1,1995,1,0,13230,12108,12586,13400,13144,13484,13139,11874,12208,11954,11352,11786,12043,12176
5183680,Waynesboro,Virginia,51820,441,21006,3,44420,277,Metropolitan Statistical Area,0,0,0,0,9926,10306,10226,10370,10466,10754,10654,9141,9399,9814,10407,10473,10508,10276
5186720,Winchester,Virginia,51840,178,26203,3,49020,548,Metropolitan Statistical Area,1,1985,1,0,27134,26236,27673,28746,29320,29367,27311,26637,26718,23688,26540,26653,26521,26748
5501550,Altoona,Wisconsin,55035,204,6706,3,20740,232,Metropolitan Statistical Area,0,0,0,0,2819,2789,2746,2692,2899,2958,3119,2390,2541,2236,2787,2802,2881,2934
5502375,Appleton,Wisconsin,55087,233,72623,3,11540,118,Metropolitan Statistical Area,0,0,0,0,50893,49412,52109,51043,51143,51438,51621,55058,46388,65382,46839,48233,48557,50866
5503825,Augusta,Wisconsin,55035,204,1550,3,20740,232,Metropolitan Statistical Area,0,0,0,0,317,345,345,311,352,322,339,364,582,902,803,768,792,754
5506500,Beloit,Wisconsin,55105,545,36966,3,27500,357,Metropolitan Statistical Area,1,1988,1,0,15786,15701,16980,17127,16891,16181,16058,12385,14558,15045,14854,15246,14807,15671
5508225,Bloomer,Wisconsin,55017,204,3539,3,20740,232,Metropolitan Statistical Area,0,0,0,0,1921,2025,2009,1775,1990,1469,1481,2280,1500,2189,2126,2158,2067,2064
5509725,Brillion,Wisconsin,55015,233,3148,3,11540,118,Metropolitan Statistical Area,0,0,0,0,1808,1831,1974,2195,2680,2638,2803,2273,1245,1525,1991,1709,1728,1719
5511200,Burlington,Wisconsin,55101,58,10464,3,39540,376,Metropolitan Statistical Area,0,0,0,0,8260,8339,7716,8596,8820,8476,8384,4810,8283,8634,8064,8070,8110,8112
5512325,Campbellsport,Wisconsin,55039,233,2016,3,22540,0,Metropolitan Statistical Area,0,0,0,0,708,747,793,824,833,920,914,550,391,842,715,689,702,714
5514475,Chilton,Wisconsin,55015,233,3933,3,11540,118,Metropolitan Statistical Area,0,0,0,0,2386,2370,2406,2250,2358,3432,3390,3055,3415,3340,2970,3137,3272,3352
5514575,Chippewa Falls,Wisconsin,55017,204,13661,3,20740,232,Metropolitan Statistical Area,1,1989,1,0,10975,10873,10508,10934,10888,11458,11970,11255,11604,11822,10173,9862,10004,10278
5517100,Cornell,Wisconsin,55017,204,1467,3,20740,232,Metropolitan Statistical Area,0,0,0,0,349,332,299,282,319,247,261,311,608,412,572,572,574,557
5522300,Eau Claire,Wisconsin,55035,204,65883,3,20740,232,Metropolitan Statistical Area,0,0,0,0,44745,45246,45847,47513,49022,40263,39592,47071,48541,49271,47766,47607,49142,49314
5522575,Edgerton,Wisconsin,55105,545,5461,3,27500,357,Metropolitan Statistical Area,0,0,0,0,2607,2836,2559,2829,2777,2596,2456,2330,2309,2221,2006,2172,2230,1604
5524550,Evansville,Wisconsin,55105,545,5012,3,27500,357,Metropolitan Statistical Area,0,0,0,0,1623,1670,1758,1833,1814,1820,1780,1760,1367,1106,1567,1660,1781,1788
5526275,Fond du Lac,Wisconsin,55039,233,43021,3,22540,0,Metropolitan Statistical Area,1,2004,1,0,30962,30976,30611,31334,31237,31446,31875,28016,27175,27082,28938,29849,29992,29861
5537825,Janesville,Wisconsin,55105,545,63575,3,27500,357,Metropolitan Statistical Area,0,0,0,0,37266,36877,33692,36444,35599,38014,37111,30437,28572,30361,30352,28395,31339,31521
5538800,Kaukauna,Wisconsin,55087,233,15462,3,11540,118,Metropolitan Statistical Area,0,0,0,0,6589,6827,6875,7350,7995,6372,6829,7790,8138,8408,6625,6730,6951,6944
5539650,Kimberly,Wisconsin,55087,233,6468,3,11540,118,Metropolitan Statistical Area,0,0,0,0,3087,3397,3355,3316,3354,3103,3313,3191,3328,3464,3313,2669,3232,2755
5540275,Kohler,Wisconsin,55117,586,2120,3,43100,0,Metropolitan Statistical Area,0,0,0,0,9954,9886,10294,10603,10781,9837,10346,8102,7626,8397,7255,7304,7575,694
5540775,La Crosse,Wisconsin,55063,186,51320,3,29100,0,Metropolitan Statistical Area,1,2014,1,0,48434,43105,43011,42611,43166,47390,47045,46105,46334,47665,47311,46820,47114,48210
5544950,Little Chute,Wisconsin,55087,233,10449,3,11540,118,Metropolitan Statistical Area,0,0,0,0,5016,5021,4743,4686,4445,4538,4741,4628,5287,4885,5553,5455,5662,6241
5550825,Menasha,Wisconsin,55139,233,17353,3,36780,118,Metropolitan Statistical Area,0,0,0,0,9449,9215,9495,9765,10322,6740,6638,10041,10968,3104,8779,7839,8196,8227
5552200,Milton,Wisconsin,55105,545,5546,3,27500,357,Metropolitan Statistical Area,0,0,0,0,1449,1453,1426,1475,1479,2102,2077,1878,1888,1980,1810,1840,2333,2481
5554500,Mosinee,Wisconsin,55073,366,3988,3,48140,554,Metropolitan Statistical Area,0,0,0,0,5084,4952,5161,5348,5277,4585,4666,3866,2275,3585,2916,2638,2641,2812
5555750,Neenah,Wisconsin,55139,233,25501,3,36780,118,Metropolitan Statistical Area,0,0,0,0,19860,18995,19901,20677,21237,20287,20308,21311,21130,24460,19354,19325,20068,21571
5556800,New Holstein,Wisconsin,55015,233,3236,3,11540,118,Metropolitan Statistical Area,0,0,0,0,2201,2437,2378,2538,2253,813,840,1396,840,1350,1237,1259,1281,1268
5558000,North Fond du Lac,Wisconsin,55039,233,5014,3,22540,0,Metropolitan Statistical Area,0,0,0,0,763,686,663,675,750,602,737,569,2491,2583,868,854,844,1000
5559875,Omro,Wisconsin,55139,233,3517,3,36780,118,Metropolitan Statistical Area,1,2011,1,0,1002,1085,1095,1153,1181,1147,1122,699,451,1118,997,960,943,958
5559925,Onalaska,Wisconsin,55063,186,17736,3,29100,0,Metropolitan Statistical Area,0,0,0,0,6483,6228,6611,6776,6881,9304,9645,9943,10640,9978,10117,10248,10224,10182
5560500,Oshkosh,Wisconsin,55139,233,66083,3,36780,118,Metropolitan Statistical Area,0,0,0,0,33730,34865,35754,35797,36332,36941,37749,36397,40988,41971,41386,40582,40103,38740
5563700,Plymouth,Wisconsin,55117,586,8445,3,43100,0,Metropolitan Statistical Area,0,0,0,0,4598,4676,4797,5253,5174,5369,5541,5560,5345,6356,5735,5775,5925,5787
5568175,Ripon,Wisconsin,55039,233,7733,3,22540,0,Metropolitan Statistical Area,1,1988,1,0,6225,5952,5858,5669,5608,5737,5732,5155,5518,5518,5142,5402,5697,5503
5572150,Schofield,Wisconsin,55073,366,2169,3,48140,554,Metropolitan Statistical Area,0,0,0,0,3548,3553,3498,3855,4094,3557,4094,3581,3247,3074,4050,4032,4023,4198
5572670,Seymour,Wisconsin,55035,204,1418,3,20740,232,Metropolitan Statistical Area,0,0,0,0,17,46,18,13,38,38,13,19,21,26,56,48,56,63
5572725,Seymour,Wisconsin,55087,233,3451,3,11540,118,Metropolitan Statistical Area,0,0,0,0,1685,1666,1714,1738,1991,1937,2047,2083,1516,2081,1603,1596,1605,1699
5572975,Sheboygan,Wisconsin,55117,586,49288,3,43100,0,Metropolitan Statistical Area,0,0,0,0,28841,28250,28789,28819,29796,23260,21917,26746,25731,26418,25949,25898,26946,26798
5573025,Sheboygan Falls,Wisconsin,55117,586,7775,3,43100,0,Metropolitan Statistical Area,1,1988,1,0,5781,5543,5328,6027,5944,5945,6053,2635,5569,5693,3708,3740,3989,3822
5576625,Stanley,Wisconsin,55017,204,3608,3,20740,232,Metropolitan Statistical Area,0,0,0,0,785,665,572,584,645,855,823,873,1213,662,1128,1159,1024,832
5577750,Stratford,Wisconsin,55073,366,1578,3,48140,554,Metropolitan Statistical Area,0,0,0,0,1068,1105,1089,1120,1219,1235,1262,1225,1011,1097,917,942,937,995
5584475,Wausau,Wisconsin,55073,366,39106,3,48140,554,Metropolitan Statistical Area,1,2002,1,0,34229,35581,35357,35616,35717,33907,33034,30680,31898,34328,31436,31516,32688,33028
5586275,West Salem,Wisconsin,55063,186,4799,3,29100,0,Metropolitan Statistical Area,0,0,0,0,2840,2623,2779,2802,2776,2650,3030,1803,2854,3010,3015,3026,2952,2878
822035,Durango,Colorado,8067,423,16887,4,20420,0,Micropolitan Statistical Area,0,0,0,0,11968,12755,13575,13985,14936,14624,15448,14233,12457,15233,15137,16598,17247,16984
827040,Florence,Colorado,8043,159,3881,4,15860,444,Micropolitan Statistical Area,0,0,0,0,1269,1144,1108,1159,1143,997,628,639,1910,2055,601,920,845,625
851745,Montrose,Colorado,8085,381,19132,4,33940,0,Micropolitan Statistical Area,0,0,0,0,8647,8943,9495,10258,10329,10323,10536,9571,10392,9387,9614,10378,10228,9926
1914430,Clinton,Iowa,19045,344,26885,4,17540,209,Micropolitan Statistical Area,0,0,0,0,14495,13821,14613,14507,15447,16202,16933,16389,16029,17137,15776,15967,16120,15603
1921180,De Witt,Iowa,19045,344,5322,4,17540,209,Micropolitan Statistical Area,0,0,0,0,3324,3319,3349,3393,3539,3386,3415,3185,3025,3336,3231,3237,2977,3023
1949755,Marshalltown,Iowa,19127,455,27552,4,32260,0,Micropolitan Statistical Area,1,2002,1,0,18380,17406,16527,17720,18130,18065,17795,17269,17560,17384,17129,17278,17187,15701
1955110,Muscatine,Iowa,19139,161,22886,4,34700,209,Micropolitan Statistical Area,0,0,0,0,14400,14298,15072,15939,16622,17420,17370,15704,16069,16490,16078,16266,17090,17704
1975135,State Center,Iowa,19127,455,1468,4,32260,0,Micropolitan Statistical Area,1,2000,1,0,321,327,321,318,324,351,348,387,374,376,382,409,410,415
1984315,West Liberty,Iowa,19139,161,3736,4,34700,209,Micropolitan Statistical Area,0,0,0,0,1631,1664,1722,1489,1553,1539,1676,1592,1633,1663,1675,1672,1647,1655
1986070,Wilton,Iowa,19139,161,2802,4,34700,209,Micropolitan Statistical Area,0,0,0,0,1376,1349,1361,1330,1317,1384,1378,1274,1222,1189,1208,1204,1278,1306
2302100,Augusta,Maine,23011,94,19136,4,12300,0,Micropolitan Statistical Area,1,2013,1,0,27619,27029,27048,26981,27435,27720,27407,26618,27234,28067,27223,26977,26882,27416
2313435,Clinton,Maine,23011,94,1419,4,12300,0,Micropolitan Statistical Area,0,0,0,0,196,199,190,208,223,350,334,307,309,202,240,230,265,242
2324635,Farmingdale,Maine,23011,94,1970,4,12300,0,Micropolitan Statistical Area,0,0,0,0,972,883,806,795,819,895,969,869,872,883,912,913,921,869
2327085,Gardiner,Maine,23011,94,5800,4,12300,0,Micropolitan Statistical Area,1,2001,1,0,3014,2948,3127,3306,3174,2807,2832,2784,2735,2868,2710,3028,3023,3119
2330550,Hallowell,Maine,23011,94,2381,4,12300,0,Micropolitan Statistical Area,0,0,0,0,1717,1594,1684,1758,1692,1567,1496,1471,1393,954,1067,1169,1374,1197
2354525,Oakland,Maine,23011,94,2602,4,12300,0,Micropolitan Statistical Area,0,0,0,0,727,685,663,791,1379,1447,1480,1580,2257,1987,1770,1943,2096,2165
2361735,Randolph,Maine,23011,94,1772,4,12300,0,Micropolitan Statistical Area,0,0,0,0,325,339,245,236,251,250,265,230,233,234,274,285,272,209
2380740,Waterville,Maine,23011,94,15722,4,12300,0,Micropolitan Statistical Area,0,0,0,0,10514,10423,10374,10770,10817,10950,10959,10846,10895,10910,12218,11758,12434,11566
2386480,Winslow,Maine,23011,94,7794,4,12300,0,Micropolitan Statistical Area,0,0,0,0,3617,3398,3505,3192,3322,3159,3140,3133,2767,3007,2125,2135,2283,2166
2386935,Winthrop,Maine,23011,94,2650,4,12300,0,Micropolitan Statistical Area,0,0,0,0,1650,1730,1760,1568,1549,1484,1434,1561,1309,1040,1090,1176,1420,1222
2600440,Adrian,Michigan,26091,513,21133,4,10300,220,Micropolitan Statistical Area,0,0,0,0,13337,12871,13018,12589,12688,11868,11184,10945,11282,11429,12027,12460,12724,12335
2601260,Allegan,Michigan,26005,249,4998,4,26090,266,Micropolitan Statistical Area,0,0,0,0,6697,5917,6068,6092,6007,6124,5840,6013,5821,5990,3956,6651,6513,6335
2606900,Belding,Michigan,26067,249,5757,4,26960,266,Micropolitan Statistical Area,0,0,0,0,1961,2188,2207,2291,2160,2367,2556,2267,2358,1751,1626,1572,1512,1621
2609000,Blissfield,Michigan,26091,513,3340,4,10300,220,Micropolitan Statistical Area,1,2010,1,0,1344,1221,1296,1296,1366,1144,1238,1080,1005,1116,897,834,931,895
2616480,Clinton,Michigan,26091,513,2336,4,10300,220,Micropolitan Statistical Area,0,0,0,0,1410,1598,1396,1645,1557,490,496,1329,462,804,905,956,998,599
2617840,Constantine,Michigan,26149,284,2076,4,44780,310,Micropolitan Statistical Area,0,0,0,0,755,754,763,1004,980,1102,995,645,922,1155,1078,1087,1259,806
2618300,Corunna,Michigan,26155,53,3497,4,37020,330,Micropolitan Statistical Area,0,0,0,0,1977,1837,1235,1836,1866,2147,2139,2117,2106,1927,1498,1670,2035,1734
2623500,Durand,Michigan,26155,53,3446,4,37020,330,Micropolitan Statistical Area,0,0,0,0,851,1085,1069,1018,1009,1148,1323,1089,1095,1138,915,943,623,847
2639720,Hudson,Michigan,26091,513,2307,4,10300,220,Micropolitan Statistical Area,0,0,0,0,903,970,830,774,902,731,566,432,498,559,774,672,779,773
2640860,Ionia,Michigan,26067,249,11394,4,26960,266,Micropolitan Statistical Area,0,0,0,0,5170,5045,5726,5338,5674,5836,5739,4065,4843,5287,4805,5113,5507,5298
2644880,Lake Odessa,Michigan,26067,249,2018,4,26960,266,Micropolitan Statistical Area,0,0,0,0,830,796,774,821,817,740,507,687,746,660,716,786,740,714
2655500,Morenci,Michigan,26091,513,2220,4,10300,220,Micropolitan Statistical Area,0,0,0,0,672,514,395,481,400,607,686,646,555,396,425,407,365,321
2656020,Mount Pleasant,Michigan,26073,352,26016,4,34380,394,Micropolitan Statistical Area,0,0,0,0,16694,17077,17342,18469,17932,17412,18024,17797,15687,17175,11841,11610,10791,11864
2661620,Otsego,Michigan,26005,249,3956,4,26090,266,Micropolitan Statistical Area,1,2012,1,0,1748,2236,2231,2172,2047,1944,1845,1465,1714,1871,1760,1629,1642,1610
2661940,Owosso,Michigan,26155,53,15194,4,37020,330,Micropolitan Statistical Area,1,2009,1,0,7019,6877,6488,7110,7056,6638,6355,6025,4785,6349,4067,4947,5111,4982
2664740,Plainwell,Michigan,26005,249,3804,4,26090,266,Micropolitan Statistical Area,0,0,0,0,1348,1559,1308,1440,1377,1202,1120,1064,1099,1071,1474,1373,1401,1423
2665860,Portland,Michigan,26067,249,3883,4,26960,266,Micropolitan Statistical Area,1,2003,1,0,1832,1624,1619,1637,1610,1842,4595,6974,1088,8651,8811,8914,8537,8729
2676960,Sturgis,Michigan,26149,284,10994,4,44780,310,Micropolitan Statistical Area,0,0,0,0,5529,5618,5980,5968,6535,6568,6561,5216,6306,7688,5557,5944,6335,6472
2679120,Tecumseh,Michigan,26091,513,8521,4,10300,220,Micropolitan Statistical Area,0,0,0,0,3443,4297,3980,3322,3251,3309,3326,2537,2888,3164,3084,3060,3379,3201
2679760,Three Rivers,Michigan,26149,284,7811,4,44780,310,Micropolitan Statistical Area,1,2014,0,1,5925,5899,5905,5924,6040,4709,4158,3952,3997,4916,4878,5048,5782,5891
2684880,Wayland,Michigan,26005,249,4079,4,26090,266,Micropolitan Statistical Area,1,2010,1,0,1515,1899,1829,1683,1774,1682,1574,1338,1523,1341,1493,1477,1601,1598
2686920,White Pigeon,Michigan,26149,284,1522,4,44780,310,Micropolitan Statistical Area,0,0,0,0,793,670,617,603,413,472,444,280,211,357,279,260,363,381
2702908,Austin,Minnesota,27099,590,24718,4,12380,462,Micropolitan Statistical Area,0,0,0,0,14235,16824,16097,13200,14087,16030,15697,15409,15224,13852,13988,14226,14073,14221
2707300,Brainerd,Minnesota,27035,305,13590,4,14660,0,Micropolitan Statistical Area,0,0,0,0,11836,11378,10944,10790,11345,9138,8669,8424,10145,9930,9736,9531,9909,10204
2709730,Cannon Falls,Minnesota,27049,144,4083,4,39860,378,Micropolitan Statistical Area,0,0,0,0,2286,2033,2358,2282,2269,2399,2321,2161,1974,1970,2113,2186,2185,2377
2713924,Crosby,Minnesota,27035,305,2386,4,14660,0,Micropolitan Statistical Area,0,0,0,0,1395,1513,1444,1494,1552,1606,1581,1682,1757,1815,1896,2018,1974,1916
2720546,Faribault,Minnesota,27131,566,23352,4,22060,378,Micropolitan Statistical Area,1,2010,0,1,10585,9394,9904,9628,9916,10350,10426,10735,10714,10948,11172,11111,11399,12528
2732840,Kenyon,Minnesota,27049,144,1815,4,39860,378,Micropolitan Statistical Area,0,0,0,0,684,577,618,698,757,557,540,491,470,634,539,625,687,561
2746924,Northfield,Minnesota,27131,566,20007,4,22060,378,Micropolitan Statistical Area,1,2018,0,1,8542,8696,8878,8908,9614,10577,9671,9405,9889,10111,9826,9788,10046,9879
2751136,Pine Island,Minnesota,27049,144,3263,4,39860,378,Micropolitan Statistical Area,0,0,0,0,806,806,796,864,874,852,835,811,905,947,846,814,897,973
2753620,Red Wing,Minnesota,27049,144,16459,4,39860,378,Micropolitan Statistical Area,1,2010,1,0,12463,11109,11384,10932,10743,9743,9909,10554,10738,11679,11988,11714,12967,12940
2756788,St. Charles,Minnesota,27169,204,3735,4,49100,0,Micropolitan Statistical Area,0,0,0,0,909,840,865,700,620,784,807,749,663,1280,1235,1315,1272,1337
2770420,Willmar,Minnesota,27067,491,19610,4,48820,0,Micropolitan Statistical Area,1,2010,0,1,14126,14988,14801,15393,14374,14434,14187,13968,13716,14661,15212,15134,15865,17324
2771032,Winona,Minnesota,27169,204,27592,4,49100,0,Micropolitan Statistical Area,1,2013,1,0,18317,18344,17399,17125,18442,19760,20025,20048,19116,20906,19920,19818,19454,18818
2772328,Zumbrota,Minnesota,27049,144,3252,4,39860,378,Micropolitan Statistical Area,0,0,0,0,1639,1370,1236,1336,1249,1165,1115,1104,1084,1079,1178,1176,1280,1489
3700160,Aberdeen,North Carolina,37125,528,6350,4,38240,0,Micropolitan Statistical Area,1,1990,1,0,3697,3476,3137,3770,4087,3908,4331,3849,4226,4647,4402,4526,4454,4666
3701400,Angier,North Carolina,37085,87,4350,4,20380,450,Micropolitan Statistical Area,1,2007,0,1,1021,997,1063,1109,1137,1324,1302,1259,948,1082,1130,1030,1104,1109
3704260,Beaufort,North Carolina,37031,182,4039,4,33980,404,Micropolitan Statistical Area,0,0,0,0,2164,2184,2257,2397,2506,2061,2467,2252,2367,2343,2421,2332,2376,2581
3710680,Carthage,North Carolina,37125,528,2205,4,38240,0,Micropolitan Statistical Area,0,0,0,0,2103,2097,2132,2020,1578,2580,2348,2370,2295,2309,1655,1673,1576,2172
3718320,Dunn,North Carolina,37085,87,9263,4,20380,450,Micropolitan Statistical Area,0,0,0,0,7434,7444,7575,7719,7976,8234,6074,5769,6539,7067,7107,6923,6521,6835
3720580,Elizabeth City,North Carolina,37139,147,18683,4,21020,545,Micropolitan Statistical Area,1,1988,1,0,11438,11704,11097,12640,13092,13875,13841,13215,13613,11798,10682,10406,10040,10870
3720620,Elkin,North Carolina,37171,112,4001,4,34340,268,Micropolitan Statistical Area,1,1998,1,0,5567,5631,5463,5667,6136,6344,5938,4810,4809,4978,4348,4417,5030,4993
3721360,Enfield,North Carolina,37083,261,2532,4,40260,468,Micropolitan Statistical Area,0,0,0,0,1285,1241,1070,945,763,864,407,410,503,551,590,600,476,489
3722360,Fairmont,North Carolina,37155,162,2663,4,31300,246,Micropolitan Statistical Area,1,2006,0,1,612,646,574,783,748,679,633,582,667,738,764,754,850,828
3724080,Forest City,North Carolina,37161,361,7476,4,22580,0,Micropolitan Statistical Area,1,2003,1,0,8849,9240,7922,7990,7941,7629,8196,7126,6714,7184,6959,6887,6572,6890
3730660,Henderson,North Carolina,37181,87,15368,4,25780,450,Micropolitan Statistical Area,1,1986,1,0,13483,12638,11388,11234,12570,12891,11355,11460,11151,9843,9773,9589,10494,9329
3735880,Kings Mountain,North Carolina,37045,138,10296,4,43140,172,Micropolitan Statistical Area,1,2009,1,0,6069,7021,5948,6040,6126,6570,6110,5349,5220,6163,6166,6359,5740,5667
3735920,Kinston,North Carolina,37107,298,21677,4,28820,0,Micropolitan Statistical Area,1,1986,1,0,16816,17433,17502,18737,18235,17805,16544,15677,15882,21350,16076,16293,16421,14464
3736400,La Grange,North Carolina,37107,298,2873,4,28820,0,Micropolitan Statistical Area,1,2009,0,1,846,745,729,581,673,897,930,952,627,730,904,882,568,517
3739700,Lumberton,North Carolina,37155,162,21542,4,31300,246,Micropolitan Statistical Area,1,1988,1,0,20726,21055,20451,21269,21537,22535,22439,22174,19804,21410,20748,21091,20960,21107
3742020,Maxton,North Carolina,37155,162,2426,4,31300,246,Micropolitan Statistical Area,1,2008,0,1,406,342,485,490,492,435,774,715,867,596,730,736,725,641
3744320,Morehead City,North Carolina,37031,182,8661,4,33980,404,Micropolitan Statistical Area,1,2000,1,0,10532,10471,10101,11010,11230,10623,9476,8986,9873,10187,9043,9348,9454,9788
3744800,Mount Airy,North Carolina,37171,112,10388,4,34340,268,Micropolitan Statistical Area,1,1988,1,0,13288,12967,11056,11527,10842,11382,10968,9792,10986,10564,10339,10477,10670,10066
3749800,Oxford,North Carolina,37077,87,8461,4,37080,450,Micropolitan Statistical Area,1,1998,1,0,7360,7207,6531,6722,6606,7095,7198,6592,6105,7040,7396,7476,7196,7362
3751820,Pilot Mountain,North Carolina,37171,112,1477,4,34340,268,Micropolitan Statistical Area,0,0,0,0,1571,1419,1544,1373,1250,1113,1003,815,1014,990,1196,1267,1308,1336
3755660,Red Springs,North Carolina,37155,162,3428,4,31300,246,Micropolitan Statistical Area,0,0,0,0,1861,1732,1560,1621,1766,1482,1346,1359,1360,1321,1573,1572,1379,1273
3756900,Roanoke Rapids,North Carolina,37083,261,15754,4,40260,468,Micropolitan Statistical Area,1,2009,1,0,9542,9916,9598,9688,10335,11129,9689,9153,10352,9418,8238,8328,8338,7870
3758460,Rutherfordton,North Carolina,37161,361,4213,4,22580,0,Micropolitan Statistical Area,1,1990,1,0,4644,4448,4209,4145,4247,3711,3630,3606,3903,3952,3718,3711,3594,3353
3758720,St. Pauls,North Carolina,37155,162,2035,4,31300,246,Micropolitan Statistical Area,0,0,0,0,1291,1312,1458,1562,1668,2178,2318,2120,1646,1699,1415,1137,1495,1632
3759280,Sanford,North Carolina,37105,87,28094,4,41820,450,Micropolitan Statistical Area,1,1984,1,0,17954,16766,17292,17719,17999,18309,17410,16853,17183,17215,17137,16869,16456,17289
3759780,Scotland Neck,North Carolina,37083,261,2059,4,40260,468,Micropolitan Statistical Area,1,2010,0,1,750,831,844,717,782,807,644,625,646,621,753,745,754,533
3761200,Shelby,North Carolina,37045,138,20323,4,43140,172,Micropolitan Statistical Area,1,1980,1,0,18014,17845,18373,18981,18400,19731,18228,16985,16969,17370,16399,16936,17121,15167
3763120,Southern Pines,North Carolina,37125,528,12334,4,38240,0,Micropolitan Statistical Area,0,0,0,0,8247,8304,8282,8384,8224,8411,8533,7893,7512,8298,8150,8412,8192,8239
3763880,Spindale,North Carolina,37161,361,4321,4,22580,0,Micropolitan Statistical Area,0,0,0,0,3597,3326,2650,2478,2553,2603,2481,2340,2029,1912,2242,2305,2633,2336
3771780,Weldon,North Carolina,37083,261,1655,4,40260,468,Micropolitan Statistical Area,1,2003,0,1,1026,805,987,882,832,724,646,648,700,743,735,722,685,645
3774540,Wilson,North Carolina,37195,146,49167,4,48980,468,Micropolitan Statistical Area,1,1982,1,0,30968,28954,28937,29552,30229,29402,29121,28083,28190,30673,31493,31340,31566,31459
3902568,Ashland,Ohio,39005,391,20362,4,11740,360,Micropolitan Statistical Area,1,2014,0,1,12719,12529,12072,12121,12494,12434,11839,10394,11687,11830,11812,11612,11130,11704
3902638,Ashtabula,Ohio,39007,170,19124,4,11780,184,Micropolitan Statistical Area,0,0,0,0,7533,7506,7844,7745,7531,7222,6671,6008,6014,6878,6618,6298,6812,6888
3902736,Athens,Ohio,39009,442,23832,4,11900,0,Micropolitan Statistical Area,0,0,0,0,13838,12193,12333,12531,12755,12763,12480,12572,12956,12897,12858,12974,13293,13457
3905228,Bellevue,Ohio,39143,77,8202,4,23380,0,Micropolitan Statistical Area,0,0,0,0,4670,4433,4580,4377,4334,3790,3853,3562,3669,3761,3827,3631,3778,3626
3905424,Belpre,Ohio,39167,81,6441,4,31930,425,Micropolitan Statistical Area,0,0,0,0,3274,3092,2890,2838,2675,2871,2648,2074,1830,1997,1980,1916,2046,2076
3910030,Bucyrus,Ohio,39033,391,12362,4,15340,360,Micropolitan Statistical Area,0,0,0,0,7169,6952,7009,7165,7201,6980,7032,6365,5942,6269,6705,6597,6069,6250
3913778,Chauncey,Ohio,39009,442,1049,4,11900,0,Micropolitan Statistical Area,0,0,0,0,58,65,53,69,66,64,26,39,90,62,66,82,73,42
3914184,Chillicothe,Ohio,39141,327,21901,4,17060,198,Micropolitan Statistical Area,0,0,0,0,11546,11752,11884,11789,11442,12650,12660,11812,11761,12886,13144,12802,11905,13000
3916308,Clyde,Ohio,39143,77,6325,4,23380,0,Micropolitan Statistical Area,0,0,0,0,6310,6265,5980,5823,5985,2367,6564,5792,5784,5917,6232,6520,6274,6615
3917036,Columbiana,Ohio,39029,296,6384,4,41400,566,Micropolitan Statistical Area,0,0,0,0,3273,3388,3386,3201,3145,3292,3470,3208,3555,4140,3758,3797,3613,3785
3918350,Conneaut,Ohio,39007,170,12841,4,11780,184,Micropolitan Statistical Area,0,0,0,0,4167,3781,3813,4085,3897,3863,3661,3221,3148,3333,3161,3184,3213,3254
3919330,Crestline,Ohio,39033,391,4630,4,15340,360,Micropolitan Statistical Area,0,0,0,0,1624,1394,1324,1307,1098,991,906,831,783,858,920,877,928,906
3919344,Creston,Ohio,39169,148,2171,4,49300,0,Micropolitan Statistical Area,0,0,0,0,351,328,312,295,303,331,329,276,290,260,267,277,298,325
3921308,Defiance,Ohio,39039,432,16494,4,19580,0,Micropolitan Statistical Area,0,0,0,0,13267,12222,12350,10165,12449,12172,12374,10807,10972,11057,11028,11293,9458,9369
3921714,Dennison,Ohio,39157,148,2655,4,35420,184,Micropolitan Statistical Area,0,0,0,0,520,529,472,524,470,673,796,845,745,700,812,750,793,768
3922456,Dover,Ohio,39157,148,12826,4,35420,184,Micropolitan Statistical Area,0,0,0,0,8431,8699,8636,8803,8974,9141,8852,8278,8126,8120,8224,8409,8261,8631
