fips,name,st,county,rucc,pop_2010,pop_1940,pop_1930,pop_1920,pop_1910,pop_1900
1958395,Oakville,Iowa,19115,8,173,391,389,466,389,0
1958530,Ocheyedan,Iowa,19143,7,490,712,627,686,595,599
1958575,Odebolt,Iowa,19161,9,1013,1350,1388,1445,1283,1432
1958620,Oelwein,Iowa,19065,6,6415,7801,7794,7455,6028,5142
1958665,Ogden,Iowa,19015,6,2044,1513,1429,1451,1298,993
1958710,Okoboji,Iowa,19059,7,807,271,176,0,0,0
1958890,Olds,Iowa,19087,6,229,203,227,186,165,0
1958980,Olin,Iowa,19105,2,698,707,632,718,659,692
1959070,Ollie,Iowa,19107,8,215,294,294,385,289,238
1959115,Onawa,Iowa,19133,6,2998,3438,2538,2256,2026,1933
1959250,Onslow,Iowa,19105,2,197,230,210,218,207,263
1959475,Orange City,Iowa,19167,7,6004,1920,1727,1632,1374,1457
1959520,Orchard,Iowa,19131,7,71,126,158,124,0,0
1959565,Orient,Iowa,19001,8,408,442,433,500,373,359
1959655,Orleans,Iowa,19059,7,608,244,126,123,105,92
1959745,Osage,Iowa,19131,7,3619,3196,2964,2878,2445,2734
1959835,Osceola,Iowa,19039,6,4929,3281,2871,2684,2416,2505
1959925,Oskaloosa,Iowa,19123,7,11463,11024,10123,9427,9466,9212
1959970,Ossian,Iowa,19191,7,845,822,740,858,749,670
1960015,Osterdock,Iowa,19043,8,59,78,92,103,97,0
1960105,Otho,Iowa,19187,5,542,0,0,0,0,0
1960240,Oto,Iowa,19193,3,108,410,370,333,268,396
1960420,Ottosen,Iowa,19091,7,55,152,191,234,147,0
1960465,Ottumwa,Iowa,19179,5,25023,31570,28075,23003,22012,18197
1960555,Owasa,Iowa,19083,6,43,117,83,0,0,0
1960645,Oxford,Iowa,19103,3,807,542,521,580,614,664
1960690,Oxford Junction,Iowa,19105,2,496,705,759,807,822,780
1960780,Oyens,Iowa,19149,3,103,104,106,100,94,0
1960825,Pacific Junction,Iowa,19129,2,471,558,594,666,501,732
1960915,Packwood,Iowa,19101,7,204,256,208,294,264,284
1961050,Palmer,Iowa,19151,9,165,305,297,282,177,0
1961230,Palo,Iowa,19113,2,1026,250,205,224,208,0
1961275,Panama,Iowa,19165,6,221,255,256,220,232,221
1961320,Panora,Iowa,19077,2,1124,1169,1014,866,1080,958
1961320,Panora,Iowa,19077,2,1124,1169,1014,966,1080,958
1961365,Panorama Park,Iowa,19163,2,129,0,0,0,0,0
1961590,Parkersburg,Iowa,19023,8,1870,1260,1046,1108,938,1164
1961725,Park View,Iowa,19163,2,2389,0,0,0,0,0
1961770,Parnell,Iowa,19095,6,193,263,262,325,369,318
1961815,Paton,Iowa,19073,6,236,394,388,414,358,328
1961860,Patterson,Iowa,19121,2,130,166,123,136,147,163
1961905,Paullina,Iowa,19141,7,1056,1230,1013,987,796,617
1962040,Pella,Iowa,19125,6,10352,3638,3326,3338,3021,2623
1962130,Peosta,Iowa,19061,3,1377,45,0,0,0,0
1962355,Perry,Iowa,19049,2,7702,5977,5831,5642,4630,3986
1962445,Persia,Iowa,19085,2,319,395,396,380,358,361
1962625,Peterson,Iowa,19041,7,334,603,598,580,480,521
1962760,Pierson,Iowa,19193,3,366,531,551,554,416,358
1962850,Pilot Mound,Iowa,19015,6,173,282,274,311,347,315
1962985,Pioneer,Iowa,19091,7,23,129,98,84,92,0
1963075,Pisgah,Iowa,19085,2,251,397,400,421,212,0
1963210,Plainfield,Iowa,19017,3,436,362,293,303,288,320
1963345,Plano,Iowa,19007,7,70,209,153,272,0,0
1963525,Pleasant Hill,Iowa,19153,2,8785,0,0,0,0,0
1963570,Pleasanton,Iowa,19053,9,49,180,177,266,200,164
1963615,Pleasant Plain,Iowa,19101,7,93,171,175,164,174,280
1963750,Pleasantville,Iowa,19125,6,1694,895,757,859,691,738
1963840,Plover,Iowa,19151,9,77,280,266,246,0,0
1963885,Plymouth,Iowa,19033,5,382,427,388,366,358,0
1963975,Pocahontas,Iowa,19151,9,1789,1730,1308,1302,987,625
1964020,Polk City,Iowa,19153,2,3418,343,295,277,310,438
1964065,Pomeroy,Iowa,19025,9,662,843,826,874,815,910
1964110,Popejoy,Iowa,19069,7,79,199,207,204,200,0
1964200,Portsmouth,Iowa,19165,6,195,320,328,280,347,816
1964200,Portsmouth,Iowa,19165,6,195,320,328,280,347,316
1964290,Postville,Iowa,19005,6,2227,1194,1060,1039,952,984
1964425,Prairieburg,Iowa,19113,2,178,193,168,176,187,0
1964470,Prairie City,Iowa,19099,6,1680,831,793,780,764,808
1964560,Prescott,Iowa,19003,9,257,400,442,429,426,446
1964605,Preston,Iowa,19097,6,1012,602,596,648,642,593
1964650,Primghar,Iowa,19141,7,909,1081,962,921,733,814
1964740,Princeton,Iowa,19163,2,886,414,373,414,379,456
1964875,Promise City,Iowa,19185,9,111,225,226,267,274,0
1965010,Protivin,Iowa,19089,6,283,290,277,201,163,136
1965055,Pulaski,Iowa,19051,9,260,400,376,419,382,302
1965235,Quasqueton,Iowa,19019,6,554,400,342,453,394,0
1965280,Quimby,Iowa,19035,6,319,363,318,363,268,0
1965370,Radcliffe,Iowa,19083,6,545,631,627,708,660,645
1965415,Rake,Iowa,19189,7,225,329,310,254,163,0
1965505,Ralston,Iowa,19027,7,79,202,184,200,175,0
1965550,Randalia,Iowa,19065,6,68,121,123,113,123,117
1965595,Randall,Iowa,19079,6,173,0,0,0,0,0
1965640,Randolph,Iowa,19071,8,168,379,344,404,304,373
1965730,Rathbun,Iowa,19007,7,89,352,299,630,382,270
1965820,Raymond,Iowa,19013,3,788,0,0,0,0,0
1965910,Readlyn,Iowa,19017,3,808,426,385,403,227,0
1965955,Reasnor,Iowa,19099,6,152,221,229,226,0,0
1966000,Redding,Iowa,19159,9,82,246,272,289,269,311
1966045,Redfield,Iowa,19049,2,835,898,870,770,659,509
1966135,Red Oak,Iowa,19137,6,5742,5763,5778,5578,4830,4355
1966315,Reinbeck,Iowa,19075,3,1664,1429,1425,1415,1205,1203
1966360,Rembrandt,Iowa,19021,7,203,302,263,270,128,0
1966405,Remsen,Iowa,19149,3,1663,1196,1181,1144,1076,835
1966450,Renwick,Iowa,19091,7,242,470,491,501,372,350
1966540,Rhodes,Iowa,19127,4,305,379,450,439,448,476
1966585,Riceville,Iowa,19131,7,785,910,807,960,844,804
1966720,Richland,Iowa,19107,8,584,614,713,639,613,534
1966810,Rickardsville,Iowa,19061,3,182,0,0,0,0,0
1966855,Ricketts,Iowa,19047,7,145,167,157,161,102,0
1967035,Ridgeway,Iowa,19191,7,315,323,348,349,354,371
1967125,Rinard,Iowa,19025,9,52,143,140,160,0,0
1967170,Ringsted,Iowa,19063,7,422,508,486,599,313,0
1967215,Rippey,Iowa,19073,6,292,421,357,409,407,395
1967350,Riverdale,Iowa,19163,2,405,0,0,0,0,0
1967440,Riverside,Iowa,19183,3,993,633,638,667,652,698
1967575,Riverton,Iowa,19071,8,304,543,590,568,583,687
1967800,Robins,Iowa,19113,2,3142,205,190,110,0,0
1968025,Rock Falls,Iowa,19033,5,155,153,109,85,87,124
1968070,Rockford,Iowa,19067,7,860,1054,996,1031,916,1080
1968160,Rock Rapids,Iowa,19119,8,2549,2556,2221,2172,2005,1766
1968205,Rock Valley,Iowa,19167,7,3354,1507,1204,1347,1198,1054
1968250,Rockwell,Iowa,19033,5,1039,779,750,800,700,830
1968295,Rockwell City,Iowa,19025,9,1709,2391,2108,2039,1528,1222
1968340,Rodman,Iowa,19147,7,45,170,167,158,131,147
1968385,Rodney,Iowa,19133,6,60,131,150,176,163,173
1968475,Roland,Iowa,19169,3,1284,791,759,829,641,557
1968520,Rolfe,Iowa,19151,9,584,1122,1012,1031,954,994
1968565,Rome,Iowa,19087,6,117,119,144,168,155,255
1968700,Rose Hill,Iowa,19123,7,168,269,275,260,269,253
1968925,Rossie,Iowa,19041,7,70,95,85,0,0,0
1969015,Rowan,Iowa,19197,7,158,316,330,302,256,0
1969060,Rowley,Iowa,19019,6,264,233,205,0,0,0
1969105,Royal,Iowa,19041,7,446,426,410,362,0,0
1969195,Rudd,Iowa,19067,7,369,410,429,487,296,381
1969240,Runnells,Iowa,19153,2,507,388,367,369,428,0
1969285,Russell,Iowa,19117,6,554,642,571,633,612,636
1969330,Ruthven,Iowa,19147,7,737,832,739,809,655,787
1969375,Rutland,Iowa,19091,7,126,255,222,197,212,0
1969465,Ryan,Iowa,19055,6,361,341,369,397,511,0
1969510,Sabula,Iowa,19097,6,576,771,759,865,918,1029
1969645,Sac City,Iowa,19161,9,2220,3165,2854,2630,2201,2079
1969690,Sageville,Iowa,19061,3,122,66,0,0,0,0
1969735,St. Ansgar,Iowa,19131,7,1107,934,964,844,747,698
1969780,St. Anthony,Iowa,19127,4,102,211,202,208,199,174
1969780,St. Anthony,Iowa,19127,4,102,211,202,203,199,174
1969915,St. Charles,Iowa,19121,2,653,331,400,430,399,412
1969960,St. Donatus,Iowa,19097,6,135,0,0,0,0,0
1970050,St. Lucas,Iowa,19065,6,143,158,168,137,138,0
1970095,St. Marys,Iowa,19181,2,127,84,89,0,0,0
1970140,St. Olaf,Iowa,19043,8,108,191,174,149,170,124
1970185,St. Paul,Iowa,19111,5,129,94,89,67,62,65
1970230,Salem,Iowa,19087,6,383,457,400,494,501,548
1970230,Salem,Iowa,19087,6,383,457,460,494,501,548
1970320,Salix,Iowa,19193,3,363,392,374,396,390,387
1970410,Sanborn,Iowa,19141,7,1404,1344,1213,1497,1174,1247
1970590,Sandyville,Iowa,19181,2,51,93,92,94,120,0
1971040,Scarville,Iowa,19189,7,72,136,163,140,129,0
1971085,Schaller,Iowa,19161,9,772,758,724,731,646,661
1971130,Schleswig,Iowa,19047,7,882,628,638,655,455,233
1971310,Scranton,Iowa,19073,6,557,1014,1058,843,845,983
1971355,Searsboro,Iowa,19157,7,148,195,171,204,226,263
1971625,Sergeant Bluff,Iowa,19193,3,4227,587,569,548,525,0
1971760,Seymour,Iowa,19185,9,701,1539,1571,1746,2290,1703
1971895,Shambaugh,Iowa,19145,6,191,269,278,250,245,0
1971940,Shannon City,Iowa,19175,6,71,288,293,338,292,380
1971940,Shannon City,Iowa,19175,6,71,288,293,333,292,380
1972075,Sharpsburg,Iowa,19173,9,89,173,182,183,181,0
1972210,Sheffield,Iowa,19069,7,1172,1060,1057,1106,824,688
1972300,Shelby,Iowa,19165,6,641,627,617,588,586,692
1972345,Sheldahl,Iowa,19169,3,319,206,209,175,202,179
1972390,Sheldon,Iowa,19141,7,5188,3768,3820,3488,2941,2282
1972435,Shell Rock,Iowa,19023,8,1296,925,806,815,741,839
1972480,Shellsburg,Iowa,19011,2,983,552,546,590,527,511
1972525,Shenandoah,Iowa,19145,6,5150,6846,6502,5255,4976,3573
1972660,Sherrill,Iowa,19061,3,177,82,0,0,0,0
1972660,Sherrill,Iowa,19061,3,177,82,0,110,0,0
1972840,Shueyville,Iowa,19103,3,577,0,0,0,0,0
1972975,Sibley,Iowa,19143,7,2798,2356,1870,1803,1330,1289
1973065,Sidney,Iowa,19071,8,1138,1290,1074,1154,1019,1143
1973110,Sigourney,Iowa,19107,8,2059,2355,2262,2210,2032,1952
1973155,Silver City,Iowa,19129,2,245,346,355,430,416,438
1973290,Sioux Center,Iowa,19167,7,7048,1680,14971,389,1064,810
1973290,Sioux Center,Iowa,19167,7,7048,1680,1497,1389,1064,810
1973335,Sioux City,Iowa,19193,3,82684,82364,79183,71227,47828,33111
1973425,Sioux Rapids,Iowa,19021,7,775,1056,958,1080,868,1005
1973515,Slater,Iowa,19169,3,1489,544,568,616,473,426
1973605,Sloan,Iowa,19193,3,973,628,636,608,547,643
1973650,Smithland,Iowa,19193,3,224,389,389,321,334,435
1973785,Soldier,Iowa,19133,6,174,308,302,281,167,0
1973875,Solon,Iowa,19103,3,2037,515,493,471,450,397
1973920,Somers,Iowa,19025,9,113,213,199,175,169,0
1974055,South English,Iowa,19107,8,212,288,296,355,338,319
1974280,Spencer,Iowa,19041,7,11233,6599,5019,4599,3005,3095
1974370,Spillville,Iowa,19191,7,367,329,304,315,320,356
1974415,Spirit Lake,Iowa,19059,7,4840,2161,1778,1701,1162,1219
1974460,Spragueville,Iowa,19097,6,81,116,86,102,0,0
1974505,Springbrook,Iowa,19097,6,144,131,103,126,217,107
1974685,Spring Hill,Iowa,19181,2,63,146,101,489,94,0
1974775,Springville,Iowa,19113,2,1074,608,598,597,588,599
1974820,Stacyville,Iowa,19131,7,494,533,529,513,407,490
1974910,Stanhope,Iowa,19079,6,422,425,425,400,281,297
1974955,Stanley,Iowa,19019,6,125,185,188,163,0,0
1975000,Stanton,Iowa,19137,6,689,571,607,749,653,404
1975045,Stanwood,Iowa,19031,6,684,569,531,556,511,415
1975135,State Center,Iowa,19127,4,1468,1033,1012,975,898,1008
1975180,Steamboat Rock,Iowa,19083,6,310,385,377,399,378,410
1975405,Stockport,Iowa,19177,9,296,338,322,385,265,0
1975450,Stockton,Iowa,19139,4,197,124,110,128,138,0
1975540,Stone City,Iowa,19105,2,192,0,0,0,0,0
1975630,Storm Lake,Iowa,19021,7,10600,5274,4157,3658,2428,2169
1975675,Story City,Iowa,19169,3,3431,1479,1434,1591,1387,1197
1975720,Stout,Iowa,19075,3,224,135,143,162,0,0
1975810,Stratford,Iowa,19079,6,743,712,699,694,554,458
1975855,Strawberry Point,Iowa,19043,8,1279,1223,1128,1101,1052,1012
1975945,Struble,Iowa,19149,3,78,134,161,129,327,172
1975990,Stuart,Iowa,19077,2,1648,1611,1626,1716,1826,2079
1976035,Sully,Iowa,19099,6,821,402,362,393,282,0
1976260,Sumner,Iowa,19017,3,2028,1752,1561,1511,1404,1437
1976440,Superior,Iowa,19059,7,130,230,168,200,154,187
1976485,Sutherland,Iowa,19141,7,649,875,802,876,664,722
1976620,Swaledale,Iowa,19033,5,165,204,178,200,235,240
1976665,Swan,Iowa,19125,6,72,217,220,238,292,406
1976755,Swea City,Iowa,19109,7,536,735,695,691,402,322
1976890,Swisher,Iowa,19103,3,879,93,0,0,0,0
1976935,Tabor,Iowa,19071,8,1040,976,1017,1186,909,934
1977115,Tama,Iowa,19171,6,2877,2832,2626,2601,2290,2649
1977340,Templeton,Iowa,19027,7,362,390,428,373,278,321
1977430,Tennant,Iowa,19165,6,68,109,118,79,0,0
1977520,Terril,Iowa,19059,7,367,452,416,440,253,217
1977565,Thayer,Iowa,19175,6,59,157,164,260,198,394
1977745,Thompson,Iowa,19189,7,502,664,538,548,500,450
1977790,Thor,Iowa,19091,7,186,264,257,285,271,274
1977835,Thornburg,Iowa,19107,8,67,184,171,197,233,267
1977880,Thornton,Iowa,19033,5,422,398,383,317,271,299
1977970,Thurman,Iowa,19071,8,229,325,388,341,336,409
1978060,Tiffin,Iowa,19103,3,1947,240,206,178,176,0
1978195,Tingley,Iowa,19159,9,184,390,358,391,380,488
1978285,Tipton,Iowa,19031,6,3221,2518,2145,2142,2048,2513
1978330,Titonka,Iowa,19109,7,476,574,473,418,278,224
1978510,Toledo,Iowa,19171,6,2341,2073,1825,1604,1626,1941
1978600,Toronto,Iowa,19045,4,124,142,113,139,106,0
1978735,Traer,Iowa,19171,6,1703,1493,1417,1329,1283,1458
1978825,Treynor,Iowa,19155,2,919,219,232,204,122,0
1978915,Tripoli,Iowa,19017,3,1313,1001,891,914,755,655
1979095,Truesdale,Iowa,19021,7,81,135,116,113,0,0
1979140,Truro,Iowa,19121,2,485,353,361,332,310,0
1979185,Turin,Iowa,19133,6,68,184,167,158,164,0
1979185,Turin,Iowa,19133,6,68,184,167,158,154,0
1979410,Udell,Iowa,19007,7,47,137,151,214,186,0
1979500,Underwood,Iowa,19155,2,917,251,261,260,271,0
1979545,Union,Iowa,19083,6,397,585,498,660,540,589
1979680,Unionville,Iowa,19007,7,102,253,221,0,0,0
1979770,University Heights,Iowa,19103,3,1051,261,0,0,0,0
1979815,University Park,Iowa,19123,7,487,462,443,361,0,0
1979905,Urbana,Iowa,19011,2,1458,397,354,477,306,323
1979950,Urbandale,Iowa,19153,2,39463,1083,596,298,0,0
1979995,Ute,Iowa,19133,6,374,581,616,580,490,407
1980130,Vail,Iowa,19047,7,436,576,622,635,631,578
1980175,Valeria,Iowa,19099,6,57,79,57,70,0,0
1980400,Van Horne,Iowa,19011,2,682,551,527,524,444,484
1980445,Van Meter,Iowa,19049,2,1016,436,400,358,386,407
1980490,Van Wert,Iowa,19053,9,230,383,369,463,461,306
1980535,Varina,Iowa,19151,9,71,220,184,235,183,0
1980580,Ventura,Iowa,19033,5,717,0,0,0,0,0
1980805,Victor,Iowa,19095,6,893,763,794,802,640,612
1980985,Villisca,Iowa,19137,6,1252,2011,2032,2111,2039,2211
1981075,Vincent,Iowa,19187,5,174,192,194,182,215,163
1981120,Vining,Iowa,19171,6,50,126,163,153,0,0
1981210,Vinton,Iowa,19011,2,5257,4163,3372,3381,3336,3499
1981345,Volga,Iowa,19043,8,208,429,417,415,416,163
1981345,Volga,Iowa,19043,8,208,429,417,415,416,444
1981570,Wadena,Iowa,19065,6,262,377,312,318,253,170
1981615,Wahpeton,Iowa,19059,7,341,73,0,0,0,0
1981705,Walcott,Iowa,19163,2,1629,440,398,384,416,362
1981840,Walford,Iowa,19011,2,1463,0,0,0,0,0
1981885,Walker,Iowa,19113,2,791,462,456,464,517,505
1981975,Wallingford,Iowa,19063,7,197,233,225,197,0,0
1982020,Wall Lake,Iowa,19161,9,819,762,749,737,561,659
1982065,Walnut,Iowa,19155,2,785,902,935,1072,950,878
1982200,Wapello,Iowa,19115,8,2067,1603,1502,1480,1326,1398
1982335,Washington,Iowa,19183,3,7266,5227,4814,4697,4380,4255
1982380,Washta,Iowa,19035,6,248,442,448,508,410,431
1982425,Waterloo,Iowa,19013,3,68406,51743,46191,36230,26693,12580
1982470,Waterville,Iowa,19005,6,144,253,222,183,0,0
1982650,Waucoma,Iowa,19065,6,257,430,425,457,433,540
1982695,Waukee,Iowa,19049,2,13790,473,445,375,340,292
1982740,Waukon,Iowa,19005,6,3897,2972,2526,2359,2025,2153
1982875,Waverly,Iowa,19017,3,9874,4156,3652,3352,3205,3177
1982965,Wayland,Iowa,19087,6,966,576,625,637,550,394
1983010,Webb,Iowa,19041,7,141,254,240,219,150,0
1983055,Webster,Iowa,19107,8,88,165,173,172,127,0
1983145,Webster City,Iowa,19079,6,8070,6738,7024,5657,5208,4613
1983190,Weldon,Iowa,19053,9,125,250,298,323,308,0
1983280,Wellman,Iowa,19183,3,1408,1129,853,875,724,654
1983325,Wellsburg,Iowa,19075,3,707,616,508,482,288,203
1983370,Welton,Iowa,19045,4,165,100,80,69,69,0
1983415,Wesley,Iowa,19109,7,390,468,462,444,457,730
1983550,West Bend,Iowa,19147,7,785,737,634,969,679,538
1983595,West Branch,Iowa,19031,6,2322,719,652,688,643,647
1983685,West Burlington,Iowa,19057,5,2968,1323,1333,1212,1206,1044
1983775,West Chester,Iowa,19183,3,146,213,223,225,222,209
1983910,West Des Moines,Iowa,19153,2,56609,4252,4280,3631,2573,1700
1984090,Westfield,Iowa,19149,3,132,197,218,203,143,0
1984180,Westgate,Iowa,19065,6,211,247,268,255,232,260
1984315,West Liberty,Iowa,19139,4,3736,1802,1679,1834,1666,1690
1984450,West Okoboji,Iowa,19059,7,289,117,112,0,0,0
1984540,Westphalia,Iowa,19165,6,127,126,118,115,0,0
1984585,West Point,Iowa,19111,5,966,543,536,591,570,654
1984630,Westside,Iowa,19047,7,299,373,341,405,367,396
1984765,West Union,Iowa,19065,6,2486,2059,2056,1777,1652,1935
1984835,Westwood,Iowa,19087,6,112,0,0,0,0,0
1984900,What Cheer,Iowa,19107,8,646,1339,1310,1626,1720,2746
1984945,Wheatland,Iowa,19045,4,764,535,539,549,539,475
1985215,Whiting,Iowa,19133,6,762,688,627,625,576,572
1985260,Whittemore,Iowa,19109,7,504,671,604,618,518,522
1985305,Whitten,Iowa,19083,6,149,227,199,225,219,217
1985710,Willey,Iowa,19027,7,88,86,93,176,0,0
1985800,Williams,Iowa,19079,6,344,489,500,495,457,500
1985845,Williamsburg,Iowa,19095,6,3068,1308,1219,1251,1060,1100
1985935,Williamson,Iowa,19117,6,152,616,814,0,0,0
1986070,Wilton,Iowa,19139,4,2802,1146,1104,1178,1157,1233
1986250,Windsor Heights,Iowa,19153,2,4860,0,0,0,0,0
1986385,Winfield,Iowa,19087,6,1134,864,933,1027,934,820
1986520,Winterset,Iowa,19121,2,5190,3631,2921,2906,2818,3039
1986565,Winthrop,Iowa,19019,6,850,546,496,507,529,618
1986610,Wiota,Iowa,19029,6,116,246,225,199,239,218
1986700,Woden,Iowa,19081,7,229,305,258,188,162,0
1986835,Woodbine,Iowa,19085,2,1459,1467,1348,1463,1538,1255
1986880,Woodburn,Iowa,19039,6,202,324,305,375,420,467
1986970,Woodward,Iowa,19049,2,1024,895,901,868,712,550
1987015,Woolstock,Iowa,19197,7,168,271,317,294,264,274
1987060,Worthington,Iowa,19061,3,401,326,335,341,314,288
1987240,Wyoming,Iowa,19105,2,515,656,634,690,733,794
1987285,Yale,Iowa,19077,2,246,287,304,276,273,0
1987375,Yetter,Iowa,19025,9,34,135,114,125,107,0
1987420,Yorktown,Iowa,19145,6,85,197,217,193,228,170
1987555,Zearing,Iowa,19169,3,554,476,475,471,461,388
1987690,Zwingle,Iowa,19061,3,91,118,145,124,69,0
2301360,Anson,Maine,23025,6,2511,2130,2238,2593,2209,1830
2301675,Ashland,Maine,23003,7,1302,2457,2198,2391,2173,1080
2302060,Auburn,Maine,23001,3,23055,19817,18571,16985,15064,12951
2302100,Augusta,Maine,23011,4,19136,19360,17198,14114,13211,11683
2302795,Bangor,Maine,23019,3,33039,29822,28749,25978,24803,21850
2302830,Bar Harbor,Maine,23009,6,5235,4378,4486,3622,4441,4379
2303355,Bath,Maine,23023,2,8514,10235,9110,14731,9396,10477
2303950,Belfast,Maine,23027,6,6668,5540,4993,5083,4618,4615
2304685,Berwick,Maine,23031,2,7246,1971,1961,2057,2098,2280
2304860,Biddeford,Maine,23031,2,21277,19790,17633,18008,17079,16145
2304965,Bingham,Maine,23025,6,922,1210,1592,1143,775,841
2305350,Blaine,Maine,23003,7,726,1049,1061,1117,1013,954
2305665,Blue Hill,Maine,23009,6,2686,1343,1439,1564,1462,1828
2306085,Boothbay Harbor,Maine,23015,8,2165,2121,2076,2025,2021,1926
2306330,Bowdoinham,Maine,23023,2,2889,915,904,1030,1385,1305
2306925,Brewer,Maine,23019,3,9482,6510,6329,6064,5667,4835
2307135,Bridgton,Maine,23005,2,5210,3035,2659,2546,2660,2868
2308395,Brunswick,Maine,23005,2,20278,8658,7604,7261,6621,6806
2308395,Brunswick,Maine,23005,2,0,7003,6144,5784,5341,5210
2308780,Bucksport,Maine,23009,6,4924,2927,2135,1906,2216,2339
2309585,Calais,Maine,23029,7,3123,5161,5470,6084,6116,7655
2309690,Camden,Maine,23013,7,4850,3554,3606,3403,3015,2825
2310565,Caribou,Maine,23003,7,8189,8218,7248,6018,5377,4758
2311090,Casco,Maine,23005,2,3742,890,713,685,688,783
2311230,Castine,Maine,23009,6,1366,662,726,743,933,925
2313435,Clinton,Maine,23011,4,3486,1436,1354,1230,1268,1398
2316200,Damariscotta,Maine,23015,8,2218,844,825,849,771,876
2317495,Dexter,Maine,23019,3,3895,3714,4063,4113,3530,2941
2317705,Dixfield,Maine,23017,6,2550,1790,1521,1134,1056,1052
2318230,Dover-Foxcroft,Maine,23021,8,4213,4015,3750,1979,2091,1889
2319385,Eagle Lake,Maine,23003,7,864,1891,1780,1772,1421,406
2321065,East Millinocket,Maine,23019,3,1723,1663,1593,1392,923,0
2321730,Eastport,Maine,23029,7,1331,3346,3466,4494,4961,5311
2323200,Ellsworth,Maine,23009,6,7741,3911,3557,3058,3549,4297
2324285,Fairfield,Maine,23025,6,6735,5294,5132,4253,4435,3878
2324285,Fairfield,Maine,23025,6,0,3420,3529,2747,2801,0
2324480,Falmouth,Maine,23005,2,11185,2883,2041,1542,1488,1511
2324480,Falmouth,Maine,23005,2,0,0,0,0,0,0
2324635,Farmingdale,Maine,23011,4,2956,1197,1044,819,823,848
2324740,Farmington,Maine,23007,6,7760,3743,3600,3197,3210,3288
2325580,Fort Fairfield,Maine,23003,7,3496,5607,5393,4551,4381,4181
2325580,Fort Fairfield,Maine,23003,7,0,2693,2616,0,0,0
2325720,Fort Kent,Maine,23003,7,4097,5363,4726,4237,3710,2528
2326490,Freeport,Maine,23005,2,7879,2764,2184,2488,2460,2339
2326875,Fryeburg,Maine,23017,6,3449,1726,1592,1283,1282,1376
2327085,Gardiner,Maine,23011,4,5800,6044,5609,5475,5311,5501
2328205,Gorham,Maine,23005,2,16381,3494,3035,2870,2822,2540
2328205,Gorham,Maine,23005,2,0,0,0,0,0,0
2328835,Gray,Maine,23005,2,7761,1378,1189,1139,1270,1388
2329500,Greenville,Maine,23021,8,1646,1955,1615,1550,1474,1117
2330060,Guilford,Maine,23021,8,1521,1752,1735,1687,1680,1544
2330550,Hallowell,Maine,23011,4,2381,2906,2675,2764,2864,2714
2330760,Hampden,Maine,23019,3,7257,2591,2417,2352,2380,2182
2331705,Hartland,Maine,23025,6,1782,1240,1155,1140,1176,1115
2333945,Houlton,Maine,23003,7,6123,7771,6865,6191,5845,4686
2334225,Howland,Maine,23019,3,1241,1189,1605,724,494,519
2336500,Kennebunk,Maine,23031,2,10798,3698,3302,3138,3099,3228
2336500,Kennebunk,Maine,23031,2,0,0,0,0,0,0
2336710,Kennebunkport,Maine,23031,2,3474,1448,1284,1431,2130,2123
2337235,Kittery,Maine,23031,2,9490,5374,4400,4763,3533,2872
2338740,Lewiston,Maine,23001,3,36592,38598,34948,31791,26247,23761
2339265,Limestone,Maine,23003,7,2314,1855,1953,1506,1293,1131
2339440,Lincoln,Maine,23019,3,45,3653,2970,2452,1988,1731
2339440,Lincoln,Maine,23019,3,5085,89,90,80,307,73
2339440,Lincoln,Maine,23019,3,5085,3653,2970,2452,1988,1731
2340735,Livermore Falls,Maine,23001,3,3187,3190,3148,0,0,0
2341575,Lubec,Maine,23029,7,1359,3108,2994,3371,3363,3005
2341925,Machias,Maine,23029,7,2221,1954,1856,2152,2089,2082
2342485,Madawaska,Maine,23003,7,4035,4477,3533,1933,1831,1698
2342625,Madison,Maine,23025,6,4855,3836,3956,3700,3379,2764
2342625,Madison,Maine,23025,6,0,2581,3036,2729,0,0
2343220,Mapleton,Maine,23003,7,1948,1354,1283,1128,1120,853
2343675,Mars Hill,Maine,23003,7,1493,1886,1837,1783,1511,1183
2344620,Mechanic Falls,Maine,23001,3,3031,1999,2033,1614,1678,1687
2345250,Mexico,Maine,23017,6,2681,4431,4767,3242,2065,816
2345635,Milford,Maine,23019,3,3070,1264,1203,1128,967,838
2345845,Millinocket,Maine,23019,3,4506,6223,5830,4528,3368,0
2345985,Milo,Maine,23021,8,2340,3000,2912,2894,2556,1150
2348050,Naples,Maine,23005,2,3872,676,641,514,736,813
2348610,Newcastle,Maine,23015,8,1752,994,914,993,1066,1075
2349100,Newport,Maine,23019,3,3275,2052,1731,1709,1747,1533
2349800,Norridgewock,Maine,23025,6,3367,1511,1481,1532,1608,1495
2350290,North Berwick,Maine,23031,2,4576,1455,1540,1652,1777,1748
2353965,Norway,Maine,23017,6,5014,3649,3145,2969,3002,2902
2354525,Oakland,Maine,23011,4,6240,2730,2664,2473,2257,1913
2355120,Old Orchard Beach,Maine,23031,2,8624,2557,1620,1164,961,964
2355225,Old Town,Maine,23019,3,7840,7688,7266,6956,6317,5763
2355575,Orono,Maine,23019,3,10362,3702,3338,3133,3555,3257
2356240,Oxford,Maine,23017,6,4110,1316,1125,1097,1221,1331
2358970,Pittsfield,Maine,23025,6,4215,3329,2935,2700,2891,2891
