city_fips,st,place,p1980,p1990,p2000,p2010
178552,Alabama,Vestavia Hills city,15722,19749,24476,34033
178984,Alabama,Vina town,346,356,400,358
179008,Alabama,Vincent town,1652,1767,1853,1988
179032,Alabama,Vinegar Bend CDP,,,,192
101768,Alabama,Vinnette,1809,,,
179272,Alabama,Vredenburgh town,433,313,327,312
179344,Alabama,Wadley town,532,517,640,751
179488,Alabama,Waldo town,231,309,281,283
179728,Alabama,Walnut Grove town,510,717,710,698
179944,Alabama,Warrior city,3260,3280,3169,3176
180064,Alabama,Waterloo town,260,250,208,203
180256,Alabama,Waverly town,228,152,184,145
180352,Alabama,Weaver city,2765,2715,2619,3038
180376,Alabama,Webb town,448,1039,1298,1430
180496,Alabama,Wedowee town,908,796,818,823
180736,Alabama,Weogufka CDP,,,,282
180928,Alabama,West Blocton town,1147,1468,1372,1240
181084,Alabama,West End-Cobb Town CDP,5189,4034,3924,3465
181336,Alabama,West Jefferson town,357,388,344,338
181528,Alabama,West Point town,248,257,295,586
181480,Alabama,Weston town,344,384,,
181504,Alabama,Westover town,,,,1275
181720,Alabama,Wetumpka city,4341,4670,5726,6528
181744,Alabama,Whatley CDP,,,,150
181912,Alabama,White Hall town,195,814,1014,858
182104,Alabama,White Plains CDP,,,,811
101827,Alabama,Whites Chapel,336,,,
182176,Alabama,Whitesboro CDP,,,,2138
182752,Alabama,Wilmer town,581,494,,
182848,Alabama,Wilsonville town,914,1185,1551,1827
182872,Alabama,Wilton town,642,602,580,687
182992,Alabama,Winfield city,3781,3689,4540,4717
183400,Alabama,Woodland town,192,189,192,184
183640,Alabama,Woodstock town,,,,1428
183664,Alabama,Woodville town,609,687,761,746
183976,Alabama,Yellow Bluff town,,245,181,188
184096,Alabama,York city,3392,3160,2854,2538
200065,Alaska,Adak city,,,316,326
200320,Alaska,Adak Station CDP,3315,4633,,
200650,Alaska,Akhiok city,105,77,80,71
200760,Alaska,Akiachak CDP,438,481,585,627
200870,Alaska,Akiak city,198,285,309,346
200060,Alaska,Akolmiut,641,,,
201090,Alaska,Akutan city,169,589,713,1027
201200,Alaska,Alakanuk city,522,544,652,677
201305,Alaska,Alatna CDP,,,35,37
201390,Alaska,Alcan Border CDP,,,21,33
201360,Alaska,Alcan CDP,,27,,
201420,Alaska,Aleknagik city,154,185,221,219
201560,Alaska,Aleneva CDP,,,68,37
201860,Alaska,Allakaket city,163,170,97,105
201882,Alaska,Alpine CDP,,,0,
201970,Alaska,Ambler city,192,311,309,258
202025,Alaska,Amchitka CDP,,25,,
202080,Alaska,Anaktuvuk Pass city,203,259,282,324
203110,Alaska,Anchor Point CDP,226,866,1845,1930
203000,Alaska,Anchorage municipality,174431,226338,260283,291826
203220,Alaska,Anderson city,517,628,367,246
203440,Alaska,Angoon city,465,638,572,459
203550,Alaska,Aniak city,341,540,572,501
203660,Alaska,Annette CDP,139,43,,
203880,Alaska,Anvik city,114,82,104,85
203990,Alaska,Arctic Village CDP,111,96,152,152
204210,Alaska,Atka city,93,73,92,61
200212,Alaska,Atkasook,107,,,
204430,Alaska,Atmautluak CDP,219,258,294,277
204500,Alaska,Atqasuk city,,216,228,233
204670,Alaska,Attu Station CDP,29,,20,21
205000,Alaska,Badger CDP,,,,19482
205200,Alaska,Barrow city,2207,3469,4581,4212
205585,Alaska,Bear Creek CDP,,,1748,1956
205750,Alaska,Beaver CDP,66,103,84,84
206245,Alaska,Beluga CDP,,,32,20
206520,Alaska,Bethel city,3576,4674,5471,6080
206630,Alaska,Bettles city,,36,43,12
206850,Alaska,Big Delta CDP,285,400,749,591
200325,Alaska,Big Horn,360,,,
207070,Alaska,Big Lake CDP,410,1477,2635,3350
207620,Alaska,Birch Creek CDP,32,42,28,33
200380,Alaska,Bodenburg Butte,988,,,
208740,Alaska,Brevig Mission city,138,198,276,388
209600,Alaska,Buckland city,177,318,406,416
209657,Alaska,Buffalo Soapstone CDP,,,699,855
209710,Alaska,Butte CDP,,2039,2561,3246
200455,Alaska,Campion Station,62,,,
210150,Alaska,Cantwell CDP,89,147,222,219
200490,Alaska,Cape Lisburne,36,,,
200495,Alaska,Cape Newenham,43,,,
200500,Alaska,Cape Pole,29,,,
211690,Alaska,Central CDP,36,52,134,96
211800,Alaska,Chalkyitsik CDP,100,90,83,69
212350,Alaska,Chase CDP,,38,41,34
212680,Alaska,Chefornak city,230,320,394,418
212920,Alaska,Chena Ridge CDP,,,,5791
212970,Alaska,Chenega CDP,,94,86,76
213230,Alaska,Chevak city,466,598,765,938
213340,Alaska,Chickaloon CDP,,145,213,272
213450,Alaska,Chicken CDP,37,,17,7
213550,Alaska,Chignik city,178,188,79,91
213670,Alaska,Chignik Lagoon CDP,48,53,103,78
213780,Alaska,Chignik Lake CDP,138,133,145,73
213860,Alaska,Chiniak CDP,,69,50,47
213890,Alaska,Chisana CDP,,,0,0
214000,Alaska,Chistochina CDP,55,60,93,93
214110,Alaska,Chitina CDP,42,49,123,126
214330,Alaska,Chuathbaluk city,105,97,119,118
214880,Alaska,Circle CDP,81,73,100,104
214990,Alaska,Circle Hot Springs Station CDP,,29,,
215320,Alaska,Clam Gulch CDP,50,79,173,176
215430,Alaska,Clark's Point city,79,60,75,62
200760,Alaska,Clover Pass,451,,,
216360,Alaska,Coffman Cove city,193,186,199,176
216420,Alaska,Cohoe CDP,,508,1168,1364
216530,Alaska,Cold Bay city,228,148,88,108
216630,Alaska,Coldfoot CDP,,,13,10
216750,Alaska,College CDP,4043,11249,11402,12964
217190,Alaska,Cooper Landing CDP,116,243,369,289
217300,Alaska,Copper Center CDP,213,449,362,328
217380,Alaska,Copperville CDP,,163,179,
217410,Alaska,Cordova city,1879,2110,2454,2239
217670,Alaska,Covenant Life CDP,,47,102,86
217740,Alaska,Craig city,527,1260,1397,1201
217850,Alaska,Crooked Creek CDP,108,106,137,105
217960,Alaska,Crown Point CDP,,62,75,74
218030,Alaska,Cube Cove CDP,,156,72,
218290,Alaska,Deadhorse CDP,64,26,,
218510,Alaska,Deering city,150,157,136,122
218620,Alaska,Delta Junction city,945,652,840,958
218675,Alaska,Deltana CDP,,,1570,2251
218925,Alaska,Diamond Ridge CDP,,,1802,1156
218950,Alaska,Dillingham city,1563,2017,2466,2329
219060,Alaska,Diomede city,139,178,146,115
219660,Alaska,Dora Bay CDP,,57,,
219720,Alaska,Dot Lake CDP,67,70,19,13
219750,Alaska,Dot Lake Village CDP,,,38,62
220020,Alaska,Dry Creek CDP,,106,128,94
200918,Alaska,Dunbar,50,,,
220380,Alaska,Eagle city,110,168,129,86
220600,Alaska,Eagle Village CDP,54,35,68,67
220970,Alaska,Edna Bay CDP,,86,49,42
221040,Alaska,Eek city,228,254,280,296
221150,Alaska,Egegik city,75,122,116,109
221370,Alaska,Eielson AFB CDP,5232,5251,5400,2647
221810,Alaska,Ekwok city,77,77,130,115
222140,Alaska,Elfin Cove CDP,28,57,32,20
222250,Alaska,Elim city,211,264,313,330
201025,Alaska,Elmendorf (U),,,,
222910,Alaska,Emmonak city,567,642,767,762
223130,Alaska,English Bay CDP,124,158,,
223460,Alaska,Ester CDP,149,147,1680,2422
223720,Alaska,Eureka Roadhouse CDP,,,,29
223790,Alaska,Evansville CDP,94,33,28,15
223900,Alaska,Excursion Inlet CDP,,,10,12
224010,Alaska,Eyak CDP,47,172,,
224230,Alaska,Fairbanks city,22645,30843,30224,31535
224670,Alaska,False Pass CDP,70,68,,
224660,Alaska,False Pass city,,,64,35
225000,Alaska,Farm Loop CDP,,,1067,1028
224980,Alaska,Farmers Loop CDP,,,,4853
225220,Alaska,Ferry CDP,,56,29,33
225550,Alaska,Fishhook CDP,,,2030,4679
225880,Alaska,Flat CDP,,,4,0
226100,Alaska,Fort Greely CDP,1635,1147,461,539
201115,Alaska,Fort Richardson (U),,,,
201117,Alaska,Fort Wainwright (U),,,,
226760,Alaska,Fort Yukon city,619,580,595,583
201116,Alaska,Fortuna Ledge,262,,,
226835,Alaska,Four Mile Road CDP,,,38,43
226870,Alaska,Fox CDP,123,275,300,417
226910,Alaska,Fox River CDP,,382,616,685
226950,Alaska,Freshwater Bay CDP,,68,,
227090,Alaska,Fritz Creek CDP,302,1426,1603,1932
227145,Alaska,Funny River CDP,,,636,877
227420,Alaska,Gakona CDP,87,25,215,218
227530,Alaska,Galena city,765,833,675,470
227640,Alaska,Gambell city,445,525,649,681
227700,Alaska,Game Creek CDP,,61,35,18
228200,Alaska,Gateway CDP,,,2952,5552
228590,Alaska,Glacier View CDP,,,249,234
228740,Alaska,Glennallen CDP,511,451,554,483
229130,Alaska,Goldstream CDP,,,,3557
229180,Alaska,Golovin city,87,127,144,156
229290,Alaska,Goodnews Bay city,168,241,230,243
230060,Alaska,Grayling city,209,208,194,194
230500,Alaska,Gulkana CDP,104,103,88,119
230940,Alaska,Gustavus city,98,258,429,442
231050,Alaska,Haines CDP,993,1238,1811,1713
231270,Alaska,Halibut Cove CDP,47,78,35,76
231710,Alaska,Happy Valley CDP,,309,489,593
231820,Alaska,Harding Lake CDP,38,27,,
231765,Alaska,Harding-Birch Lakes CDP,,,216,299
232150,Alaska,Healy CDP,334,487,1000,1021
232310,Alaska,Healy Lake CDP,33,47,37,13
201330,Alaska,Herring Cove,99,,,
232550,Alaska,Hobart Bay CDP,,187,3,1
232810,Alaska,Hollis CDP,,111,139,112
233030,Alaska,Holy Cross city,241,277,227,178
233140,Alaska,Homer city,2209,3660,3946,5003
233360,Alaska,Hoonah city,680,795,860,760
233470,Alaska,Hooper Bay city,627,845,1014,1093
233580,Alaska,Hope CDP,103,161,137,192
233800,Alaska,Houston city,370,697,1202,1912
233910,Alaska,Hughes city,73,54,78,77
234350,Alaska,Huslia city,188,207,293,275
234460,Alaska,Hydaburg city,298,384,382,376
234570,Alaska,Hyder CDP,77,99,97,87
234790,Alaska,Igiugig CDP,33,33,53,50
235120,Alaska,Iliamna CDP,94,94,102,109
201474,Alaska,Indian Mountain,27,,,
235890,Alaska,Ivanof Bay CDP,40,35,22,7
235950,Alaska,Jakolof Bay CDP,36,28,,
236400,Alaska,Juneau city and borough,19528,26751,30711,31275
236540,Alaska,Kachemak city,403,365,431,472
236770,Alaska,Kake city,555,700,710,557
236990,Alaska,Kaktovik city,165,224,293,239
237240,Alaska,Kalifonsky CDP,92,285,,
237250,Alaska,Kalifornsky CDP,,,5846,7850
237430,Alaska,Kaltag city,247,240,230,190
237540,Alaska,Karluk CDP,96,71,27,37
237650,Alaska,Kasaan city,25,54,39,49
237975,Alaska,Kasigluk CDP,,425,543,569
238090,Alaska,Kasilof CDP,201,383,471,549
238420,Alaska,Kenai city,4324,6327,6942,7100
238910,Alaska,Kenny Lake CDP,,423,410,355
238970,Alaska,Ketchikan city,7198,8263,7922,8050
201653,Alaska,Ketchikan East,387,,,
239300,Alaska,Kiana city,345,385,388,361
239410,Alaska,King Cove city,460,451,792,938
239630,Alaska,King Salmon CDP,545,696,442,374
239740,Alaska,Kipnuk CDP,371,470,644,639
239960,Alaska,Kivalina city,241,317,377,374
240400,Alaska,Klawock city,318,722,854,755
240510,Alaska,Klukwan CDP,135,129,139,95
240620,Alaska,Knik CDP,,272,,
240670,Alaska,Knik River CDP,,,582,744
240645,Alaska,Knik-Fairview CDP,,,7049,14923
240840,Alaska,Kobuk city,62,69,109,151
240950,Alaska,Kodiak city,4756,6365,6334,6130
241210,Alaska,Kodiak Station CDP,1370,2025,1840,1301
241280,Alaska,Kokhanok CDP,83,152,174,170
241500,Alaska,Koliganek CDP,117,181,182,209
241610,Alaska,Kongiganak CDP,239,294,359,439
241720,Alaska,Kotlik city,293,461,591,577
241830,Alaska,Kotzebue city,2054,2751,3082,3201
241940,Alaska,Koyuk city,188,231,297,332
242050,Alaska,Koyukuk city,98,126,101,96
242160,Alaska,Kupreanof city,47,23,23,27
242380,Alaska,Kwethluk city,454,558,713,721
242490,Alaska,Kwigillingok CDP,354,278,338,321
242730,Alaska,Labouchere Bay CDP,,149,,
242805,Alaska,Lake Louise CDP,,,88,46
242820,Alaska,Lake Minchumina CDP,,32,32,13
242832,Alaska,Lakes CDP,,,6706,8364
243040,Alaska,Larsen Bay city,168,147,115,87
243260,Alaska,Lazy Mountain CDP,,838,1158,1479
243810,Alaska,Levelock CDP,79,105,122,69
243830,Alaska,Lignite CDP,,99,,
244030,Alaska,Lime Village CDP,48,42,6,29
244580,Alaska,Livengood CDP,,,29,13
244920,Alaska,Long Island CDP,,198,,
245020,Alaska,Loring CDP,,,,4
245295,Alaska,Lowell Point CDP,,,92,80
245460,Alaska,Lower Kalskag city,246,291,267,282
201953,Alaska,Lower Tonsina,40,,,
245700,Alaska,Lutak CDP,,45,39,49
246780,Alaska,Manley Hot Springs CDP,61,96,72,89
246890,Alaska,Manokotak city,294,385,399,442
247000,Alaska,Marshall city,,273,349,414
245790,Alaska,McCarthy CDP,,25,42,28
246010,Alaska,McGrath city,355,528,401,346
246560,Alaska,McKinley Park CDP,32,171,142,185
247735,Alaska,Meadow Lakes CDP,,2374,4819,7570
247990,Alaska,Mekoryuk city,160,177,210,191
248200,Alaska,Mendeltna CDP,,37,63,39
248540,Alaska,Mentasta Lake CDP,59,96,142,112
248590,Alaska,Mertarvik CDP,,,,0
248870,Alaska,Metlakatla CDP,1056,1407,1375,1405
248980,Alaska,Meyers Chuck CDP,50,37,21,
249435,Alaska,Miller Landing CDP,,,74,
249530,Alaska,Minto CDP,153,218,258,210
202120,Alaska,Montana,40,,,
250080,Alaska,Moose Creek CDP,510,610,542,747
250190,Alaska,Moose Pass CDP,76,81,206,219
250800,Alaska,Mosquito Lake CDP,,80,221,309
202155,Alaska,Mountain Point,396,,,
251180,Alaska,Mountain Village city,583,674,755,813
251455,Alaska,Mud Bay CDP,,,137,212
202175,Alaska,Murphy Dome,72,,,
251960,Alaska,Nabesna CDP,,,,5
252060,Alaska,Naknek CDP,318,575,678,544
252210,Alaska,Nanwalek CDP,,,177,254
252390,Alaska,Napakiak city,262,318,353,354
252720,Alaska,Napaskiak city,244,328,390,405
252845,Alaska,Naukati Bay CDP,,93,135,113
252915,Alaska,Nelchina CDP,,,71,59
252940,Alaska,Nelson Lagoon CDP,59,83,83,52
253050,Alaska,Nenana city,470,393,402,378
253162,Alaska,New Allakaket CDP,,,36,66
253710,Alaska,New Stuyahok city,331,391,471,510
253270,Alaska,Newhalen city,87,160,160,190
253820,Alaska,Newtok CDP,131,207,321,354
253930,Alaska,Nightmute city,119,153,208,280
254050,Alaska,Nikiski CDP,1109,2743,4327,4493
254085,Alaska,Nikolaevsk CDP,,371,345,318
254150,Alaska,Nikolai city,91,109,100,94
254260,Alaska,Nikolski CDP,50,35,39,18
254480,Alaska,Ninilchik CDP,341,456,772,883
254700,Alaska,Noatak CDP,273,333,428,514
254920,Alaska,Nome city,2301,3500,3505,3598
255030,Alaska,Nondalton city,173,178,221,164
255140,Alaska,Noorvik city,492,531,634,668
255910,Alaska,North Pole city,724,1456,1570,2117
202420,Alaska,North Tongass Highway,1722,,,
202433,Alaska,North Whale Pass,90,,,
256220,Alaska,Northway CDP,73,123,95,71
256250,Alaska,Northway Junction CDP,,88,72,54
256260,Alaska,Northway Village CDP,112,113,107,98
256320,Alaska,Nuiqsut city,208,354,433,402
256350,Alaska,Nulato city,350,359,336,264
256600,Alaska,Nunam Iqua city,,,,187
256680,Alaska,Nunapitchuk city,,378,466,496
257340,Alaska,Old Harbor city,340,284,237,218
258330,Alaska,Oscarville CDP,56,57,61,70
258550,Alaska,Ouzinkie city,173,209,225,161
258660,Alaska,Palmer city,2141,2866,4533,5937
259320,Alaska,Paxson CDP,30,30,43,40
259540,Alaska,Pedro Bay CDP,33,42,50,42
259650,Alaska,Pelican city,180,222,163,88
202570,Alaska,Pennock Island,90,,,
202576,Alaska,Perkinsville,33,,,
260200,Alaska,Perryville CDP,111,108,107,113
260310,Alaska,Petersburg city,2821,3207,3224,2948
260460,Alaska,Petersville CDP,,,27,4
260640,Alaska,Pilot Point city,66,53,100,68
260750,Alaska,Pilot Station city,325,463,550,568
260860,Alaska,Pitkas Point CDP,88,135,125,109
261080,Alaska,Platinum city,55,64,41,61
261120,Alaska,Pleasant Valley CDP,,401,623,725
261190,Alaska,Point Baker CDP,90,39,35,15
261630,Alaska,Point Hope city,464,639,757,674
261700,Alaska,Point Lay CDP,68,139,247,189
261788,Alaska,Point MacKenzie CDP,,,111,529
261825,Alaska,Point Possession CDP,,,,3
261940,Alaska,Polk Inlet CDP,,135,,
262125,Alaska,Pope-Vannoy Landing CDP,,,8,6
262510,Alaska,Port Alexander city,86,119,81,52
262550,Alaska,Port Alice CDP,,30,,
262620,Alaska,Port Alsworth CDP,,55,104,159
263170,Alaska,Port Clarence CDP,29,26,21,24
263280,Alaska,Port Graham CDP,161,166,171,177
263390,Alaska,Port Heiden city,92,119,119,102
263610,Alaska,Port Lions city,215,222,256,194
263870,Alaska,Port Protection CDP,,62,63,48
262285,Alaska,Portage Creek CDP,48,,36,2
202754,Alaska,Portlock,31,,,
264240,Alaska,Primrose CDP,,63,93,78
264380,Alaska,Prudhoe Bay CDP,50,47,5,2174
264600,Alaska,Quinhagak city,412,501,555,669
264820,Alaska,Rampart CDP,50,68,45,24
264930,Alaska,Red Devil CDP,39,53,48,23
264980,Alaska,Red Dog Mine CDP,,,32,309
265345,Alaska,Ridgeway CDP,,2018,1932,2022
265520,Alaska,Rowan Bay CDP,,133,,
265590,Alaska,Ruby city,197,170,188,166
265700,Alaska,Russian Mission city,169,246,296,312
266510,Alaska,Salamatof CDP,334,999,954,980
266550,Alaska,Salcha CDP,319,354,854,1095
202890,Alaska,Sand Lake (U),,,,
267020,Alaska,Sand Point city,625,878,952,976
267460,Alaska,Savoonga city,491,519,643,671
267570,Alaska,Saxman city,273,369,431,411
202922,Alaska,Saxman East,411,,,
267680,Alaska,Scammon Bay city,250,343,465,474
268230,Alaska,Selawik city,361,596,772,829
268340,Alaska,Seldovia city,479,316,286,255
268370,Alaska,Seldovia Village CDP,,,144,165
268560,Alaska,Seward city,1843,2699,2830,2693
268670,Alaska,Shageluk city,131,139,129,83
268890,Alaska,Shaktoolik city,164,178,230,251
269220,Alaska,Sheldon Point (Nunam Iqua) city,103,109,164,
203000,Alaska,Shemya Station,600,,,
269770,Alaska,Shishmaref city,394,456,562,563
270100,Alaska,Shungnak city,202,223,256,262
270320,Alaska,Silver Springs CDP,,,130,114
270540,Alaska,Sitka city and borough,7803,8588,8835,8881
270760,Alaska,Skagway CDP,768,692,862,920
270870,Alaska,Skwentna CDP,,85,111,37
270930,Alaska,Slana CDP,49,63,124,147
271090,Alaska,Sleetmute CDP,107,106,100,86
271640,Alaska,Soldotna city,2320,3482,3759,4163
272190,Alaska,South Naknek CDP,145,136,137,79
272230,Alaska,South Van Horn CDP,,,,558
203112,Alaska,Sparrevohn Station,26,,,
203110,Alaska,Spenard (U),,,,
265800,Alaska,St. George city,158,138,152,102
265980,Alaska,St. John Harbor CDP,,69,,
266140,Alaska,St. Mary's city,382,441,500,507
266360,Alaska,St. Michael city,239,295,368,401
266470,Alaska,St. Paul city,551,763,532,479
272960,Alaska,Stebbins city,331,400,547,556
272985,Alaska,Steele Creek CDP,,,,6662
273070,Alaska,Sterling CDP,919,3802,4705,5617
273290,Alaska,Stevens Village CDP,96,102,87,78
273400,Alaska,Stony River CDP,62,51,61,54
273950,Alaska,Sunrise CDP,,,18,18
203180,Alaska,Suntrana,56,,,
274340,Alaska,Susitna CDP,,,37,18
274350,Alaska,Susitna North CDP,,,,1260
274500,Alaska,Sutton CDP,182,308,,
274525,Alaska,Sutton-Alpine CDP,,,1080,1447
274610,Alaska,Takotna CDP,48,38,50,52
274830,Alaska,Talkeetna CDP,264,250,772,876
275050,Alaska,Tanacross CDP,117,106,140,136
275077,Alaska,Tanaina CDP,,,4993,8197
275160,Alaska,Tanana city,388,345,308,246
203246,Alaska,Tatalina Station,46,,,
275380,Alaska,Tatitlek CDP,68,119,107,88
275480,Alaska,Tazlina CDP,31,,149,297
203268,Alaska,Telida,33,,,
275930,Alaska,Teller city,212,151,268,229
276260,Alaska,Tenakee Springs city,138,94,104,131
276590,Alaska,Tetlin CDP,107,87,117,127
276970,Alaska,Thoms Place CDP,,,22,
277140,Alaska,Thorne Bay city,320,569,557,471
277690,Alaska,Togiak city,470,613,809,817
277800,Alaska,Tok CDP,589,935,1393,1258
278240,Alaska,Toksook Bay city,333,420,532,590
278297,Alaska,Tolsona CDP,,,27,30
278350,Alaska,Tonsina CDP,135,38,92,78
