name,st,pop_2010,pop_2000,pop_1990,pop_1980,pop_1970,pop_1960,pop_1950,pop_1940,pop_1930,pop_1920,pop_1910,pop_1900
Boone,North Carolina,17122,13472,12915,10191,8754,3686,2973,1788,1295,374,179,155
Boonville,North Carolina,1222,1138,1009,1028,687,539,502,405,394,162,282,183
Bostic,North Carolina,386,328,371,476,289,274,227,226,238,206,209,97
Brevard,North Carolina,7609,6789,5388,5323,5243,4857,3908,3061,2339,1658,919,584
Bridgeton,North Carolina,454,328,453,461,520,638,805,616,721,548,348,0
Broadway,North Carolina,1229,1015,973,908,694,466,469,338,347,250,149,0
Brookford,North Carolina,382,434,451,467,590,596,768,910,694,709,725,0
Brunswick,North Carolina,1119,360,302,223,206,169,190,227,416,0,0,0
Bryson City,North Carolina,1424,1411,1145,1556,1290,1084,1499,1612,1806,882,612,417
Bunn,North Carolina,344,357,364,505,284,332,255,248,243,150,0,0
Burgaw,North Carolina,3872,3337,1807,1738,1744,1750,1613,1476,1209,1040,956,387
Burlington,North Carolina,49963,44917,39498,37266,35930,33199,24560,12198,9737,5952,4808,3692
Burnsville,North Carolina,1693,1623,1482,1452,1348,1388,1341,997,866,0,422,207
Butner,North Carolina,7591,5792,4679,4240,3538,0,0,0,0,0,0,0
Cajah's Mountain,North Carolina,2823,2683,2429,0,0,0,0,0,0,0,0,0
Calabash,North Carolina,1786,711,1210,128,0,0,0,0,0,0,0,0
Calypso,North Carolina,538,410,481,689,462,633,688,678,538,405,0,0
Cameron,North Carolina,285,151,215,225,204,298,284,311,287,241,259,218
Candor,North Carolina,840,825,748,868,561,593,617,509,462,267,160,0
Canton,North Carolina,4227,4029,3790,4631,5158,5068,4906,5037,5117,2584,1393,230
Cape Carteret,North Carolina,1917,1214,1008,944,616,52,0,0,0,0,0,0
Carolina Beach,North Carolina,5706,4701,3630,2000,1663,1192,1080,637,95,0,0,0
Carolina Shores,North Carolina,3048,1482,0,0,0,0,0,0,0,0,0,0
Carrboro,North Carolina,19582,16782,11553,7336,5058,1997,1795,1455,1242,1129,0,0
Carthage,North Carolina,2205,1871,976,925,1034,1190,1194,1381,1129,962,863,605
Cary,North Carolina,135234,94536,43858,21763,7686,3356,1446,1141,909,645,383,333
Casar,North Carolina,297,308,328,346,339,0,0,0,0,0,0,0
Castalia,North Carolina,268,340,261,358,265,267,421,341,292,263,219,163
Caswell Beach,North Carolina,398,370,175,110,0,0,0,0,0,0,0,0
Catawba,North Carolina,603,698,467,509,565,504,506,402,340,250,222,169
Cedar Point,North Carolina,1279,929,628,0,0,0,0,0,0,0,0,0
Cedar Rock,North Carolina,300,315,0,0,0,0,0,0,0,0,0,0
Centerville,North Carolina,89,99,115,135,123,0,0,0,0,0,0,0
Cerro Gordo,North Carolina,207,244,227,295,322,306,265,379,325,262,323,123
Chadbourn,North Carolina,1856,2129,2005,1975,2213,2323,2103,1576,1311,1121,1242,243
Chapel Hill,North Carolina,57233,48715,38719,32421,26199,12573,9177,3654,2699,1483,1149,1099
Charlotte,North Carolina,731424,540828,395934,315474,241420,201564,134042,100899,82675,46338,34014,18091
Cherryville,North Carolina,5760,5361,4756,4844,5258,3607,3492,3225,2756,1884,1153,1008
Chimney Rock Village,North Carolina,113,175,0,0,0,0,0,0,0,0,0,0
China Grove,North Carolina,3563,3616,2732,2081,1788,1500,1491,1567,1258,1027,852,887
Chocowinity,North Carolina,820,733,624,644,566,580,0,0,0,0,0,0
Claremont,North Carolina,1352,1038,980,880,788,728,669,467,368,435,297,160
Clarkton,North Carolina,837,705,739,664,662,662,589,484,458,368,276,0
Clayton,North Carolina,16116,6973,4756,4091,3103,2656,2229,1711,1533,1423,1441,754
Clemmons,North Carolina,18627,13827,6020,0,0,0,0,0,0,0,0,0
Cleveland,North Carolina,871,808,696,595,614,594,580,506,435,366,426,198
Clinton,North Carolina,8639,8600,8204,7552,7157,7461,4414,3557,2712,2110,1101,958
Clyde,North Carolina,1223,1324,1041,1008,814,680,598,516,458,363,344,244
Coats,North Carolina,2112,1845,1493,1385,1051,1049,1047,827,562,526,169,0
Cofield,North Carolina,413,347,407,465,318,0,0,0,0,0,0,0
Colerain,North Carolina,204,221,139,284,373,340,367,307,229,215,169,0
Columbia,North Carolina,891,819,836,758,902,1099,1161,1090,864,738,848,382
Columbus,North Carolina,999,992,812,727,731,725,486,390,340,168,122,334
Como,North Carolina,91,78,71,89,211,0,0,0,0,0,0,0
Concord,North Carolina,79066,55977,27347,16942,18464,17799,16486,15572,11820,9903,8715,7910
Conetoe,North Carolina,294,365,292,215,160,147,172,194,196,160,158,132
Connelly Springs,North Carolina,1669,1814,1349,0,0,0,0,0,384,0,0,0
Conover,North Carolina,8165,6604,5465,4245,3355,2281,1164,1195,973,681,421,413
Conway,North Carolina,836,734,759,678,694,662,618,449,400,294,0,0
Cooleemee,North Carolina,960,905,971,0,0,0,0,0,0,0,0,0
Cornelius,North Carolina,24866,11969,2581,1460,1296,1444,1548,1195,1230,1141,833,0
Cove City,North Carolina,399,433,497,500,485,551,465,371,194,258,308,0
Cramerton,North Carolina,4165,2976,2371,1869,2142,3123,3211,0,0,0,0,0
Creedmoor,North Carolina,4124,2232,1504,1641,1405,862,852,640,388,392,324,0
Creswell,North Carolina,276,278,361,426,633,402,425,459,350,393,329,224
Crossnore,North Carolina,192,242,271,297,264,277,240,266,181,0,0,0
Dallas,North Carolina,4488,3402,3012,3340,4059,3270,2454,1704,1489,1397,1065,514
Danbury,North Carolina,189,108,119,140,152,175,0,0,0,0,0,0
Davidson,North Carolina,10944,7139,4046,3241,2931,2573,2423,1550,1445,1156,1056,904
Denton,North Carolina,1636,1450,1292,949,1017,0,0,0,540,559,320,0
Dillsboro,North Carolina,232,205,95,179,215,140,198,290,284,228,277,279
Dobbins Heights,North Carolina,866,936,1144,0,0,0,0,0,0,0,0,0
Dobson,North Carolina,1586,1457,1195,1222,933,684,609,520,446,368,360,327
Dortches,North Carolina,935,809,840,885,0,0,0,0,0,0,0,0
Dover,North Carolina,401,443,451,600,585,651,638,623,621,670,737,0
Drexel,North Carolina,1858,1938,1746,1392,1431,1146,988,681,781,392,0,0
Dublin,North Carolina,338,250,246,477,283,366,243,325,189,99,0,0
Duck,North Carolina,369,0,0,0,0,0,0,0,0,0,0,0
Dunn,North Carolina,9263,9196,8336,8962,8302,7566,6316,5256,4558,2805,1823,1072
Durham,North Carolina,228330,187035,136611,101149,95438,78302,71311,60195,52037,21719,18241,6679
Earl,North Carolina,260,234,230,206,0,0,0,0,0,0,0,0
East Arcadia,North Carolina,487,524,468,461,0,0,0,0,0,0,0,0
East Bend,North Carolina,612,659,619,602,485,446,475,494,470,508,522,444
East Laurinburg,North Carolina,300,295,302,536,487,695,745,890,813,541,577,0
Eastover,North Carolina,3628,1376,1243,1075,0,0,0,0,0,0,0,0
East Spencer,North Carolina,1534,1755,2055,2150,2217,2171,2444,2181,2098,2239,1729,0
Eden,North Carolina,15527,15908,15238,15672,15871,0,0,0,0,0,0,0
Edenton,North Carolina,5004,5394,5268,5357,4956,4458,4468,3835,3563,2777,2789,3046
Elizabeth City,North Carolina,18683,17188,14292,14004,14381,14062,12685,11564,10037,8925,8412,6348
Elizabethtown,North Carolina,3583,3698,3704,3551,1418,1625,1611,1123,765,335,117,144
Elkin,North Carolina,4001,4109,3790,2858,2899,2868,2842,2734,2357,1195,886,860
Elk Park,North Carolina,452,459,486,535,503,460,545,467,488,452,377,498
Ellenboro,North Carolina,873,479,514,560,465,492,537,471,431,333,293,172
Ellerbe,North Carolina,1054,1021,1132,1129,913,843,773,693,615,473,0,0
Elm City,North Carolina,1298,1165,1624,1561,1201,729,839,946,905,725,590,560
Elon,North Carolina,9419,6738,4394,2873,2150,1284,1109,494,373,425,200,638
Emerald Isle,North Carolina,3655,3488,2434,865,122,14,0,0,0,0,0,0
Enfield,North Carolina,2532,2347,3082,2995,3272,2978,2361,2208,2234,1648,1167,361
Erwin,North Carolina,4405,4537,4061,2828,2852,3183,3344,0,0,0,0,0
Eureka,North Carolina,197,244,282,303,263,246,192,194,198,187,162,123
Everetts,North Carolina,164,179,143,213,198,225,244,265,270,230,146,127
Fair Bluff,North Carolina,951,1181,1068,1095,1039,1030,1056,970,806,397,441,328
Fairmont,North Carolina,2663,2604,2489,2658,2827,2286,2319,1993,1314,1000,730,432
Fairview,North Carolina,3324,2495,1830,0,0,0,0,0,0,0,0,0
Faison,North Carolina,961,744,701,636,598,666,768,751,589,477,519,308
Faith,North Carolina,807,695,553,552,506,494,490,449,431,348,352,0
Falcon,North Carolina,258,328,216,339,357,235,245,206,279,200,0,0
Falkland,North Carolina,96,112,108,118,130,140,174,188,187,198,132,139
Fallston,North Carolina,607,603,498,614,301,0,0,0,0,0,0,0
Farmville,North Carolina,4654,4302,4392,4707,4424,3997,2942,2980,2056,1780,816,262
Fayetteville,North Carolina,200564,121015,75695,59507,53510,47106,34715,17428,13049,8877,7045,4670
Flat Rock,North Carolina,3114,2565,1812,1922,1688,1808,0,0,0,0,0,0
Fletcher,North Carolina,7187,4185,2787,0,0,0,0,0,0,0,0,0
Fontana Dam,North Carolina,0,0,0,0,0,0,0,0,0,0,0,0
Forest City,North Carolina,7476,7549,7475,7688,7179,6556,4971,5035,4069,2312,1592,1090
Forest Hills,North Carolina,365,330,0,0,0,0,0,0,0,0,0,0
Fountain,North Carolina,427,533,445,424,434,496,451,483,360,243,189,0
Four Oaks,North Carolina,1921,1424,1308,1049,1057,1010,942,828,684,583,329,171
Foxfire,North Carolina,902,474,334,153,0,0,0,0,0,0,0,0
Franklin,North Carolina,3845,3490,2873,2640,2336,2173,1975,1249,1094,773,379,335
Franklinton,North Carolina,2023,1745,1615,1394,1459,1513,1414,1273,1320,1058,809,761
Franklinville,North Carolina,1164,1258,666,607,794,686,778,851,676,631,0,0
Fremont,North Carolina,1255,1463,1710,1736,1596,1609,1395,1264,1316,1294,951,435
Fuquay-Varina,North Carolina,17937,7898,4562,3110,3576,3389,1992,1323,963,555,127,0
Gamewell,North Carolina,4051,3644,3357,0,0,0,0,0,0,0,0,0
Garland,North Carolina,625,808,746,885,656,642,539,484,509,301,0,0
Garner,North Carolina,25745,17757,14967,10073,4923,3451,1180,768,476,376,284,0
Garysburg,North Carolina,1057,1254,1057,1434,231,181,344,320,284,203,169,269
Gaston,North Carolina,1152,973,1003,883,1105,1214,1218,0,0,0,0,0
Gastonia,North Carolina,71741,66277,54732,47218,47322,37276,23069,21313,17093,12871,5759,4610
Gatesville,North Carolina,321,281,308,363,338,460,323,297,320,0,203,200
Gibson,North Carolina,540,584,532,533,502,501,609,435,417,264,0,0
Gibsonville,North Carolina,6410,4372,3441,2865,2019,1784,1866,1753,1605,1302,1162,521
Glen Alpine,North Carolina,1517,1090,563,645,797,734,695,665,529,346,308,137
Godwin,North Carolina,139,112,77,233,129,149,145,123,136,90,102,0
Goldsboro,North Carolina,36437,39043,40709,31871,26960,28873,21454,17274,14985,11296,6107,5877
Goldston,North Carolina,268,319,299,353,364,374,372,416,312,289,240,0
Graham,North Carolina,14153,12833,10426,8674,8172,7723,5026,4339,2972,2366,2504,2052
Grandfather,North Carolina,25,73,34,0,0,0,0,0,0,0,0,0
Granite Falls,North Carolina,4722,4612,3253,2580,2388,2644,2286,1873,2147,1101,381,277
Granite Quarry,North Carolina,2930,2175,1646,1294,1344,1059,591,555,507,466,363,0
Grantsboro,North Carolina,688,0,0,0,0,0,0,0,0,0,0,0
Greenevers,North Carolina,634,560,512,477,424,0,0,0,0,0,0,0
Green Level,North Carolina,2100,2042,0,0,0,0,0,0,0,0,0,0
Greensboro,North Carolina,269666,223891,183521,155642,144076,119574,74389,59319,53569,19861,15895,10035
Greenville,North Carolina,84554,60476,44972,35740,29063,22860,16724,12674,9194,5772,4101,2565
Grifton,North Carolina,2617,2073,2393,2179,1860,1816,510,456,403,375,291,229
Grimesland,North Carolina,441,440,469,453,394,362,414,405,377,463,330,277
Grover,North Carolina,708,698,516,597,555,538,535,469,435,296,209,174
Halifax,North Carolina,234,344,327,253,335,370,346,374,321,299,314,306
Hamilton,North Carolina,408,516,544,638,579,565,514,524,508,474,452,493
Hamlet,North Carolina,6495,6018,6196,4720,4627,4460,5061,5111,4801,3808,2173,639
Harmony,North Carolina,531,526,431,470,377,322,374,348,337,0,0,0
Harrells,North Carolina,202,187,187,255,249,259,147,0,0,0,0,0
Harrellsville,North Carolina,106,102,106,151,165,171,167,154,159,131,140,109
Harrisburg,North Carolina,11526,4493,1625,1433,0,0,0,0,0,0,0,0
Hassell,North Carolina,84,72,95,109,160,147,137,150,169,85,90,0
Havelock,North Carolina,20735,22442,20268,17718,3012,2433,0,0,0,0,0,0
Haw River,North Carolina,2298,1908,1855,1858,0,0,0,0,0,0,0,0
Hayesville,North Carolina,311,297,279,376,428,428,356,336,305,257,0,0
Hemby Bridge,North Carolina,1520,897,0,0,0,0,0,0,0,0,0,0
Henderson,North Carolina,15368,16095,15655,13522,13896,12740,10996,7647,6345,5222,4503,3746
Hendersonville,North Carolina,13137,10420,7284,6862,6443,5911,6103,5381,5070,3729,2818,1917
Hertford,North Carolina,2143,2070,2105,1941,2023,2068,2096,1959,1914,1704,1841,1382
Hickory,North Carolina,40010,37222,28301,20757,20569,19328,14755,13487,7363,5076,3716,2535
Highlands,North Carolina,924,909,948,653,583,597,515,569,443,267,249,233
High Point,North Carolina,104371,85839,69496,63479,63229,62063,39973,38495,36745,14302,9525,4163
High Shoals,North Carolina,696,729,605,586,0,0,0,0,0,0,0,0
Hildebran,North Carolina,2023,1472,790,628,481,518,529,357,246,172,140,109
Hillsborough,North Carolina,6087,5446,4263,3019,1444,1349,1329,1311,1232,1180,857,707
Hobgood,North Carolina,348,404,435,483,530,630,603,629,557,336,165,122
Hoffman,North Carolina,588,624,348,389,434,344,398,395,569,385,175,184
Holden Beach,North Carolina,575,787,626,232,136,0,0,0,0,0,0,0
Holly Ridge,North Carolina,1268,831,728,465,415,731,1082,0,0,0,0,0
Holly Springs,North Carolina,24661,9192,908,688,697,558,406,394,362,333,261,219
Hookerton,North Carolina,409,467,422,460,441,358,253,319,307,294,204,139
Hope Mills,North Carolina,15176,11237,8184,5412,1866,1109,1077,900,971,783,964,881
Hot Springs,North Carolina,560,645,478,678,653,723,721,773,637,495,443,445
Hudson,North Carolina,3776,3078,2819,2888,2820,1536,922,748,650,403,411,0
Huntersville,North Carolina,46773,24960,3014,1294,1538,1004,916,763,800,833,591,533
Indian Beach,North Carolina,112,95,153,54,0,0,0,0,0,0,0,0
Indian Trail,North Carolina,33518,11905,1942,811,405,364,308,225,209,224,154,0
Jackson,North Carolina,513,695,592,720,762,765,853,758,677,579,527,441
Jacksonville,North Carolina,70145,66715,30013,18237,16289,13491,3960,873,783,656,505,309
Jamestown,North Carolina,3382,3088,2600,2148,1297,1247,748,0,0,0,0,0
Jamesville,North Carolina,491,502,612,604,533,538,529,499,344,389,398,235
Jefferson,North Carolina,1611,1422,1300,1086,943,814,359,304,266,196,184,230
Jonesville,North Carolina,2285,1464,1549,1752,1659,1895,1768,1733,1306,787,621,0
Kannapolis,North Carolina,42625,36910,29696,0,0,0,0,0,0,0,0,0
Kelford,North Carolina,251,245,204,254,295,362,405,456,458,223,316,167
Kenansville,North Carolina,855,1149,856,931,762,724,674,571,450,302,270,271
Kenly,North Carolina,1339,1569,1549,1433,1370,1147,1129,1095,965,827,726,260
Kernersville,North Carolina,23123,17126,10836,5875,4815,2942,2396,2103,1754,1219,1128,652
Kill Devil Hills,North Carolina,6683,5897,4238,1671,357,268,0,0,0,0,0,0
King,North Carolina,6904,5952,4059,0,0,0,0,0,0,0,0,0
Kings Mountain,North Carolina,10296,9693,8763,9080,8465,8008,7206,6547,5632,2800,2218,2062
Kingstown,North Carolina,681,845,956,0,0,0,0,0,0,0,0,0
Kinston,North Carolina,21677,23688,25295,25234,23020,24819,18336,15388,11362,9771,6995,4106
Kittrell,North Carolina,467,148,228,225,427,121,189,184,220,223,242,168
Kitty Hawk,North Carolina,3272,2991,1937,0,0,0,0,0,0,0,0,0
Knightdale,North Carolina,11401,5958,1884,985,815,622,461,352,243,0,0,0
Kure Beach,North Carolina,2012,1507,619,611,394,293,228,0,0,0,0,0
La Grange,North Carolina,2873,2844,2805,3147,2679,2133,1852,1647,1500,1399,1007,853
Lake Lure,North Carolina,1192,1027,691,488,456,233,174,212,204,0,0,0
Lake Park,North Carolina,3422,2093,0,0,0,0,0,0,0,0,0,0
Lake Santeetlah,North Carolina,45,67,47,0,0,0,0,0,0,0,0,0
Lake Waccamaw,North Carolina,1480,1411,954,1133,924,780,575,429,405,237,0,0
Landis,North Carolina,3109,2996,2333,2092,2297,1763,1827,1650,1388,972,437,0
Lansing,North Carolina,158,151,171,194,283,278,0,0,0,0,0,0
Lasker,North Carolina,122,103,139,96,114,119,177,169,201,106,203,121
Lattimore,North Carolina,488,419,183,237,257,257,286,342,270,262,297,108
Laurel Park,North Carolina,2180,1835,1322,764,581,421,302,171,127,0,0,0
Laurinburg,North Carolina,15962,15874,11643,11480,8859,8242,7134,5685,3312,2643,2322,1334
Lawndale,North Carolina,606,642,573,469,544,723,964,1006,728,774,568,0
Leggett,North Carolina,60,77,108,99,120,0,0,0,0,0,0,0
Leland,North Carolina,13527,1938,1801,0,0,0,0,0,0,0,0,0
Lenoir,North Carolina,18228,16793,14192,13748,14705,10257,7888,7598,6532,3718,3364,1296
Lewiston Woodville,North Carolina,549,613,788,0,327,360,339,304,412,244,262,163
Lewisville,North Carolina,12639,8826,3206,4547,0,0,0,0,0,0,0,0
Lexington,North Carolina,18931,19953,16581,15711,17205,16093,13571,10550,9652,5234,4163,1440
Liberty,North Carolina,2656,2661,2047,1997,2167,1438,1342,922,873,636,474,304
Lilesville,North Carolina,536,459,468,588,641,635,605,556,496,440,386,213
Lillington,North Carolina,3194,2915,2048,1948,1155,1242,1061,914,752,503,380,65
Lincolnton,North Carolina,10486,9965,6847,4879,5293,5699,5423,4525,3781,3300,2413,828
Linden,North Carolina,130,127,180,365,205,157,194,224,174,191,0,0
Littleton,North Carolina,674,692,691,820,903,1024,1173,1200,1133,1010,1152,0
Locust,North Carolina,2930,2416,1940,1590,0,211,216,151,103,95,0,0
Long View,North Carolina,4871,4722,3229,3587,3360,2997,2291,1489,1262,755,243,0
Louisburg,North Carolina,3359,3111,3037,3238,2941,2862,2545,2309,2182,1954,1775,1178
Love Valley,North Carolina,90,30,67,55,40,0,0,0,0,0,0,0
Lowell,North Carolina,3526,2662,2704,2917,3307,2784,2313,1826,1664,1151,876,290
Lucama,North Carolina,1108,847,933,1070,610,498,405,362,363,316,266,236
Lumber Bridge,North Carolina,94,118,109,171,117,100,154,196,214,202,165,181
Lumberton,North Carolina,21542,20795,18601,18241,16961,15305,9186,5803,4140,2691,2230,849
McAdenville,North Carolina,651,619,830,947,950,748,1060,887,914,1162,983,1144
Macclesfield,North Carolina,471,458,493,504,536,0,0,0,0,0,0,0
McDonald,North Carolina,113,119,88,117,80,79,78,127,141,120,0,0
McFarlan,North Carolina,117,89,98,133,140,161,136,184,138,219,186,112
Macon,North Carolina,119,115,154,153,179,187,238,197,227,149,189,157
Madison,North Carolina,2246,2262,2371,2806,2018,1912,1789,1683,1497,1247,1033,813
Maggie Valley,North Carolina,1150,607,185,202,0,0,0,0,0,0,0,0
Magnolia,North Carolina,939,932,747,592,614,629,585,730,802,694,653,454
Maiden,North Carolina,3310,3282,2574,2574,2416,2039,1952,1803,1628,1266,664,614
Manteo,North Carolina,1434,1052,991,902,547,587,635,571,547,394,408,312
Marietta,North Carolina,175,164,206,0,0,0,0,0,0,0,0,0
Marion,North Carolina,7838,4943,4765,3684,3335,3345,2740,2889,2467,1784,1519,1116
Marshall,North Carolina,872,840,809,809,982,926,983,1160,1132,748,802,337
Mars Hill,North Carolina,1869,1764,1611,2126,1623,1574,1404,517,455,364,301,289
Marshville,North Carolina,2402,2360,2020,2011,1405,1360,1258,1007,933,828,499,349
Marvin,North Carolina,5579,1039,0,0,0,0,0,0,0,0,0,0
Matthews,North Carolina,27198,22127,13651,1648,783,609,589,486,454,310,396,378
Maxton,North Carolina,2426,2551,2373,2711,1885,1755,1974,1656,1386,1397,1321,935
Mayodan,North Carolina,2478,2417,2471,2627,2875,2366,2246,2323,1948,1886,874,904
Maysville,North Carolina,1019,1002,892,877,912,892,818,732,797,536,345,98
Mebane,North Carolina,11393,7284,4754,2782,2573,2364,2068,2060,1568,1351,693,218
Mesic,North Carolina,220,257,310,390,0,0,0,0,0,0,0,0
Micro,North Carolina,441,454,417,438,300,350,310,289,222,183,74,61
Middleburg,North Carolina,133,162,131,185,149,170,217,181,138,104,117,169
Middlesex,North Carolina,822,838,730,837,729,588,446,545,559,697,467,0
Midland,North Carolina,3073,0,0,0,0,0,0,0,0,0,0,0
Midway,North Carolina,4679,0,0,0,0,0,0,0,0,0,0,0
Mills River,North Carolina,6802,0,0,0,0,0,0,0,0,0,0,0
Milton,North Carolina,166,132,185,235,235,235,317,329,314,375,419,490
Mineral Springs,North Carolina,2639,1370,0,0,0,0,0,0,114,84,0,0
Minnesott Beach,North Carolina,440,311,266,171,0,0,0,0,0,0,0,0
Mint Hill,North Carolina,22722,14922,11567,7915,0,0,0,0,0,0,194,192
Misenheimer,North Carolina,728,0,0,0,0,0,0,0,0,0,0,0
Mocksville,North Carolina,5051,4178,3399,2637,2529,2379,1909,1607,1503,1146,1063,745
Momeyer,North Carolina,224,291,0,0,0,0,0,0,0,0,0,0
Monroe,North Carolina,32797,26228,16127,12639,11282,10882,10240,6475,6100,4084,4082,2427
Montreat,North Carolina,723,630,693,741,581,0,0,0,0,0,0,0
Mooresboro,North Carolina,311,314,294,405,0,0,0,0,270,228,0,0
Mooresville,North Carolina,32711,18823,9317,8575,8808,6918,7121,6682,5619,4315,3400,1533
Morehead City,North Carolina,8661,7691,6046,4359,5233,5583,5144,3695,3483,2958,2039,1379
Morganton,North Carolina,16918,17310,15085,13763,13625,9186,8311,7670,6001,2867,2712,1938
Morrisville,North Carolina,18576,5208,1022,251,209,222,221,0,161,166,151,100
Morven,North Carolina,511,579,590,765,562,518,601,602,590,631,498,447
Mount Airy,North Carolina,10388,8484,7156,6862,7325,7055,7192,6286,6045,4752,3844,2680
Mount Gilead,North Carolina,1181,1389,1336,1423,1286,1229,1201,915,1011,975,723,395
Mount Holly,North Carolina,13656,9618,7710,4530,5107,4037,2241,2055,2254,1160,526,630
Mount Olive,North Carolina,4589,4567,4582,4876,4914,4673,3732,2929,2685,2297,1071,617
Mount Pleasant,North Carolina,1652,1259,1027,1210,1174,1041,1019,1017,838,770,753,444
Murfreesboro,North Carolina,2835,2045,2580,3007,4418,2643,2140,1550,1000,621,809,657
Murphy,North Carolina,1627,1568,1575,2070,2082,2235,2433,1873,1612,1314,977,604
Nags Head,North Carolina,2757,2700,1838,1020,414,0,0,0,39,0,0,0
Nashville,North Carolina,5352,4309,3617,3033,1670,1423,1302,1171,1137,939,750,479
Navassa,North Carolina,1505,479,445,439,0,0,0,0,0,0,0,0
New Bern,North Carolina,29524,23128,17363,14557,14660,15717,15812,11815,11981,12198,9961,9090
Newland,North Carolina,698,704,645,722,524,564,425,471,328,289,0,0
New London,North Carolina,600,326,414,454,285,223,285,243,246,228,312,299
Newport,North Carolina,4150,3349,2516,1883,1735,861,676,480,481,404,321,328
Newton,North Carolina,12968,12560,9304,7624,7857,6658,6039,5407,4394,3021,2316,1583
Newton Grove,North Carolina,569,606,511,564,546,477,374,339,150,125,73,75
Norlina,North Carolina,1118,1107,996,901,969,927,874,794,761,673,0,0
